,code,type,name,group,market
2036,713758,上櫃認購(售)權證,中美晶麥證02購01,,上櫃
2037,713759,上櫃認購(售)權證,M31國票03購04,,上櫃
2038,713760,上櫃認購(售)權證,環球晶國票03購02,,上櫃
2039,713761,上櫃認購(售)權證,倉和元富02購01,,上櫃
2040,713762,上櫃認購(售)權證,倉和元富08購01,,上櫃
2041,713763,上櫃認購(售)權證,桂盟元富08購01,,上櫃
2042,713764,上櫃認購(售)權證,桂盟元富08購02,,上櫃
2043,713765,上櫃認購(售)權證,精華元富08購01,,上櫃
2044,713766,上櫃認購(售)權證,元太兆豐03購01,,上櫃
2045,713767,上櫃認購(售)權證,精測兆豐03購02,,上櫃
2046,713768,上櫃認購(售)權證,頎邦國泰03購01,,上櫃
2047,713769,上櫃認購(售)權證,雙鴻群益03購01,,上櫃
2048,713770,上櫃認購(售)權證,譜瑞群益03購01,,上櫃
2049,713771,上櫃認購(售)權證,弘塑元大04購01,,上櫃
2050,713772,上櫃認購(售)權證,豪展元大02購02,,上櫃
2051,713773,上櫃認購(售)權證,神盾台新02購01,,上櫃
2052,713774,上櫃認購(售)權證,前鼎永豐02購01,,上櫃
2053,713775,上櫃認購(售)權證,環球晶永豐02購02,,上櫃
2054,713776,上櫃認購(售)權證,穩懋永豐02購01,,上櫃
2055,713777,上櫃認購(售)權證,大江元富08購01,,上櫃
2056,713778,上櫃認購(售)權證,威剛元富08購01,,上櫃
2057,713779,上櫃認購(售)權證,精華兆豐03購01,,上櫃
2058,713780,上櫃認購(售)權證,神盾凱基02購03,,上櫃
2059,713781,上櫃認購(售)權證,雙鴻凱基04購01,,上櫃
2060,713782,上櫃認購(售)權證,網家統一02購04,,上櫃
2061,713783,上櫃認購(售)權證,元太國票03購01,,上櫃
2062,713784,上櫃認購(售)權證,波若威國票03購02,,上櫃
2063,713785,上櫃認購(售)權證,新鉅科國票03購02,,上櫃
2064,713786,上櫃認購(售)權證,原相國泰03購02,,上櫃
2065,713787,上櫃認購(售)權證,世界群益03購03,,上櫃
2066,713788,上櫃認購(售)權證,宏捷科群益03購02,,上櫃
2067,713789,上櫃認購(售)權證,創惟凱基03購02,,上櫃
2068,713790,上櫃認購(售)權證,雙鴻麥證02購02,,上櫃
2069,713791,上櫃認購(售)權證,聯亞兆豐04購01,,上櫃
2070,713792,上櫃認購(售)權證,中美晶元大02購02,,上櫃
2071,713793,上櫃認購(售)權證,元太元大02購01,,上櫃
2072,713794,上櫃認購(售)權證,世界元大03購01,,上櫃
2073,713795,上櫃認購(售)權證,前鼎元大02購02,,上櫃
2074,713796,上櫃認購(售)權證,神盾元大02購07,,上櫃
2075,713797,上櫃認購(售)權證,精華元大02購01,,上櫃
2076,713798,上櫃認購(售)權證,精華元大02購02,,上櫃
2077,713799,上櫃認購(售)權證,優群元大02購03,,上櫃
2078,713800,上櫃認購(售)權證,創惟永豐02購01,,上櫃
2079,713801,上櫃認購(售)權證,僑威永豐02購01,,上櫃
2080,713802,上櫃認購(售)權證,優群永豐02購02,,上櫃
2081,713803,上櫃認購(售)權證,宣德國泰04購01,,上櫃
2082,713804,上櫃認購(售)權證,中美晶群益02購03,,上櫃
2083,713805,上櫃認購(售)權證,碩禾群益02購01,,上櫃
2084,713806,上櫃認購(售)權證,波若威永豐02購03,,上櫃
2085,713807,上櫃認購(售)權證,倉和永豐02購01,,上櫃
2086,713808,上櫃認購(售)權證,碩禾永豐02購01,,上櫃
2087,713809,上櫃認購(售)權證,M31凱基02購02,,上櫃
2088,713810,上櫃認購(售)權證,宣德凱基04購01,,上櫃
2089,713811,上櫃認購(售)權證,原相凱基02購05,,上櫃
2090,713812,上櫃認購(售)權證,群聯凱基02購05,,上櫃
2091,713813,上櫃認購(售)權證,碩禾凱基02購02,,上櫃
2092,713814,上櫃認購(售)權證,碩禾凱基03購01,,上櫃
2093,713815,上櫃認購(售)權證,碩禾元大02購02,,上櫃
2094,713816,上櫃認購(售)權證,碩禾元大03購01,,上櫃
2095,713817,上櫃認購(售)權證,群聯元富08購01,,上櫃
2096,713818,上櫃認購(售)權證,碩禾元富08購01,,上櫃
2097,713819,上櫃認購(售)權證,碩禾元富08購02,,上櫃
2098,713820,上櫃認購(售)權證,原相統一02購04,,上櫃
2099,713821,上櫃認購(售)權證,碩禾統一05購01,,上櫃
2100,713822,上櫃認購(售)權證,信驊兆豐03購02,,上櫃
2101,713823,上櫃認購(售)權證,中美晶台新02購01,,上櫃
2102,713824,上櫃認購(售)權證,世界元大02購06,,上櫃
2103,713825,上櫃認購(售)權證,宣德元大02購05,,上櫃
2104,713826,上櫃認購(售)權證,宣德元大02購06,,上櫃
2105,713827,上櫃認購(售)權證,雙鴻元大03購04,,上櫃
2106,713828,上櫃認購(售)權證,宣德凱基02購03,,上櫃
2107,713829,上櫃認購(售)權證,神盾凱基03購02,,上櫃
2108,713830,上櫃認購(售)權證,盛弘凱基02購01,,上櫃
2109,713831,上櫃認購(售)權證,新鉅科凱基02購02,,上櫃
2110,713832,上櫃認購(售)權證,環球晶凱基02購03,,上櫃
2111,713833,上櫃認購(售)權證,碩禾統一04購01,,上櫃
2112,713834,上櫃認購(售)權證,宣德國票03購02,,上櫃
2113,713835,上櫃認購(售)權證,盛弘國票03購01,,上櫃
2114,713836,上櫃認購(售)權證,碩禾國票03購01,,上櫃
2115,713837,上櫃認購(售)權證,宣德康和02購02,,上櫃
2116,713838,上櫃認購(售)權證,盛弘康和02購01,,上櫃
2117,713839,上櫃認購(售)權證,雙鴻第一02購01,,上櫃
2118,713840,上櫃認購(售)權證,大宇資永豐02購02,,上櫃
2119,713841,上櫃認購(售)權證,宣德永豐02購03,,上櫃
2120,713842,上櫃認購(售)權證,盛弘永豐02購01,,上櫃
2121,713843,上櫃認購(售)權證,新普永豐02購01,,上櫃
2122,713844,上櫃認購(售)權證,聯亞國泰04購01,,上櫃
2123,713845,上櫃認購(售)權證,凡甲群益02購01,,上櫃
2124,713846,上櫃認購(售)權證,宣德群益02購03,,上櫃
2125,713847,上櫃認購(售)權證,宣德群益02購04,,上櫃
2126,713848,上櫃認購(售)權證,原相群益02購03,,上櫃
2127,713849,上櫃認購(售)權證,碩禾群益02購02,,上櫃
2128,713850,上櫃認購(售)權證,精材群益03購01,,上櫃
2129,713851,上櫃認購(售)權證,精材群益04購02,,上櫃
2130,713852,上櫃認購(售)權證,信驊元富08購01,,上櫃
2131,713853,上櫃認購(售)權證,碩禾元富08購03,,上櫃
2132,713854,上櫃認購(售)權證,世界兆豐03購01,,上櫃
2133,713855,上櫃認購(售)權證,金可兆豐03購01,,上櫃
2134,713856,上櫃認購(售)權證,譜瑞兆豐03購01,,上櫃
2135,713857,上櫃認購(售)權證,弘塑元大02購05,,上櫃
2136,713858,上櫃認購(售)權證,是方元大02購01,,上櫃
2137,713859,上櫃認購(售)權證,創惟元大02購02,,上櫃
2138,713860,上櫃認購(售)權證,廣明元大02購01,,上櫃
2139,713861,上櫃認購(售)權證,雙鴻國泰04購02,,上櫃
2140,713862,上櫃認購(售)權證,僑威群益02購01,,上櫃
2141,713863,上櫃認購(售)權證,宏捷科凱基02購02,,上櫃
2142,713864,上櫃認購(售)權證,皇田凱基03購01,,上櫃
2143,713865,上櫃認購(售)權證,精華凱基02購02,,上櫃
2144,713866,上櫃認購(售)權證,緯軟凱基03購01,,上櫃
2145,713867,上櫃認購(售)權證,宣德統一03購02,,上櫃
2146,713868,上櫃認購(售)權證,宣德統一04購03,,上櫃
2147,713869,上櫃認購(售)權證,穩懋統一02購06,,上櫃
2148,713870,上櫃認購(售)權證,宏捷科元富08購01,,上櫃
2149,713871,上櫃認購(售)權證,碩禾元富08購04,,上櫃
2150,713872,上櫃認購(售)權證,宣德中信03購01,,上櫃
2151,713873,上櫃認購(售)權證,宣德永豐02購04,,上櫃
2152,713874,上櫃認購(售)權證,精測永豐02購01,,上櫃
2153,713875,上櫃認購(售)權證,宏捷科國泰03購02,,上櫃
2154,713876,上櫃認購(售)權證,環球晶國泰03購01,,上櫃
2155,713877,上櫃認購(售)權證,穩懋國泰03購02,,上櫃
2156,713878,上櫃認購(售)權證,神盾群益03購02,,上櫃
2157,713879,上櫃認購(售)權證,良維元大02購02,,上櫃
2158,713880,上櫃認購(售)權證,碩禾元大02購03,,上櫃
2159,713881,上櫃認購(售)權證,緯軟元大02購01,,上櫃
2160,713882,上櫃認購(售)權證,穩懋元富08購01,,上櫃
2161,713883,上櫃認購(售)權證,昇佳電凱基02購05,,上櫃
2162,713884,上櫃認購(售)權證,原相凱基02購06,,上櫃
2163,713885,上櫃認購(售)權證,精測凱基03購01,,上櫃
2164,713886,上櫃認購(售)權證,環球晶凱基03購03,,上櫃
2165,713887,上櫃認購(售)權證,穩懋凱基03購03,,上櫃
2166,713888,上櫃認購(售)權證,宣德統一03購03,,上櫃
2167,713889,上櫃認購(售)權證,宏捷科國票03購01,,上櫃
2168,713890,上櫃認購(售)權證,碩禾國票03購02,,上櫃
2169,713891,上櫃認購(售)權證,雙鴻國票03購03,,上櫃
2170,713892,上櫃認購(售)權證,M31永豐02購02,,上櫃
2171,713893,上櫃認購(售)權證,宜特永豐02購01,,上櫃
2172,713894,上櫃認購(售)權證,波若威永豐02購04,,上櫃
2173,713895,上櫃認購(售)權證,是方永豐02購01,,上櫃
2174,713896,上櫃認購(售)權證,原相永豐02購01,,上櫃
2175,713897,上櫃認購(售)權證,神盾永豐02購05,,上櫃
2176,713898,上櫃認購(售)權證,順達永豐02購01,,上櫃
2177,713899,上櫃認購(售)權證,廣明永豐02購02,,上櫃
2178,713900,上櫃認購(售)權證,璟德永豐02購01,,上櫃
2179,713901,上櫃認購(售)權證,精材元大02購04,,上櫃
2180,713902,上櫃認購(售)權證,豪展元大03購01,,上櫃
2181,713903,上櫃認購(售)權證,穩懋元大02購09,,上櫃
2182,713904,上櫃認購(售)權證,合晶凱基02購02,,上櫃
2183,713905,上櫃認購(售)權證,雙鴻凱基02購06,,上櫃
2184,713906,上櫃認購(售)權證,神盾元富03購01,,上櫃
2185,713907,上櫃認購(售)權證,耕興康和02購01,,上櫃
2186,713908,上櫃認購(售)權證,倉和群益03購01,,上櫃
2187,713909,上櫃認購(售)權證,璟德群益03購01,,上櫃
2188,713910,上櫃認購(售)權證,璟德群益03購02,,上櫃
2189,713911,上櫃認購(售)權證,鈺太群益03購02,,上櫃
2190,713912,上櫃認購(售)權證,熱映國泰04購01,,上櫃
2191,713913,上櫃認購(售)權證,大江元大02購03,,上櫃
2192,713914,上櫃認購(售)權證,桂盟元大02購02,,上櫃
2193,713915,上櫃認購(售)權證,僑威元大02購01,,上櫃
2194,713916,上櫃認購(售)權證,熱映元大02購01,,上櫃
2195,713917,上櫃認購(售)權證,熱映元大02購02,,上櫃
2196,713918,上櫃認購(售)權證,凡甲永豐02購02,,上櫃
2197,713919,上櫃認購(售)權證,閎康永豐02購01,,上櫃
2198,713920,上櫃認購(售)權證,緯軟永豐02購02,,上櫃
2199,713921,上櫃認購(售)權證,原相元富08購01,,上櫃
2200,713922,上櫃認購(售)權證,精測元富08購01,,上櫃
2201,713923,上櫃認購(售)權證,熱映元富02購01,,上櫃
2202,713924,上櫃認購(售)權證,群聯群益04購02,,上櫃
2203,713925,上櫃認購(售)權證,僑威群益02購02,,上櫃
2204,713926,上櫃認購(售)權證,精測群益02購02,,上櫃
2205,713927,上櫃認購(售)權證,廣明群益02購01,,上櫃
2206,713928,上櫃認購(售)權證,鈊象群益03購01,,上櫃
2207,713929,上櫃認購(售)權證,倉和凱基04購01,,上櫃
2208,713930,上櫃認購(售)權證,熱映凱基02購01,,上櫃
2209,713931,上櫃認購(售)權證,熱映凱基03購01,,上櫃
2210,713932,上櫃認購(售)權證,璟德凱基02購01,,上櫃
2211,713933,上櫃認購(售)權證,環球晶凱基02購04,,上櫃
2212,713934,上櫃認購(售)權證,鈊象凱基04購03,,上櫃
2213,713935,上櫃認購(售)權證,鈊象凱基05購01,,上櫃
2214,713936,上櫃認購(售)權證,神盾麥證02購01,,上櫃
2215,713937,上櫃認購(售)權證,璟德麥證02購01,,上櫃
2216,713938,上櫃認購(售)權證,鈊象統一04購01,,上櫃
2217,713939,上櫃認購(售)權證,鈊象統一05購01,,上櫃
2218,713940,上櫃認購(售)權證,僑威國票02購01,,上櫃
2219,713941,上櫃認購(售)權證,僑威國票03購01,,上櫃
2220,713942,上櫃認購(售)權證,僑威國票04購01,,上櫃
2221,713943,上櫃認購(售)權證,熱映康和02購01,,上櫃
2222,713944,上櫃認購(售)權證,宣德國泰03購04,,上櫃
2223,713945,上櫃認購(售)權證,鈊象台新03購01,,上櫃
2224,713946,上櫃認購(售)權證,神盾元富04購01,,上櫃
2225,713947,上櫃認購(售)權證,大江元大03購01,,上櫃
2226,713948,上櫃認購(售)權證,大江元大03購02,,上櫃
2227,713949,上櫃認購(售)權證,迅得元大03購01,,上櫃
2228,713950,上櫃認購(售)權證,昇佳電元大03購03,,上櫃
2229,713951,上櫃認購(售)權證,宣德元大03購03,,上櫃
2230,713952,上櫃認購(售)權證,僑威元大03購01,,上櫃
2231,713953,上櫃認購(售)權證,精華元大03購01,,上櫃
2232,713954,上櫃認購(售)權證,優群元大03購01,,上櫃
2233,713955,上櫃認購(售)權證,穩懋第一03購01,,上櫃
2234,713956,上櫃認購(售)權證,昇佳電中信03購01,,上櫃
2235,713957,上櫃認購(售)權證,宣德中信04購01,,上櫃
2236,713958,上櫃認購(售)權證,鈊象中信03購01,,上櫃
2237,713959,上櫃認購(售)權證,立端永豐03購01,,上櫃
2238,713960,上櫃認購(售)權證,僑威永豐03購01,,上櫃
2239,713961,上櫃認購(售)權證,熱映永豐03購01,,上櫃
2240,713962,上櫃認購(售)權證,鈊象永豐03購01,,上櫃
2241,713963,上櫃認購(售)權證,原相國票03購02,,上櫃
2242,713964,上櫃認購(售)權證,雙鴻國票03購04,,上櫃
2243,713965,上櫃認購(售)權證,昇佳電凱基04購01,,上櫃
2244,713966,上櫃認購(售)權證,宣德凱基03購02,,上櫃
2245,713967,上櫃認購(售)權證,僑威凱基03購01,,上櫃
2246,713968,上櫃認購(售)權證,鈊象凱基03購04,,上櫃
2247,713969,上櫃認購(售)權證,宏捷科群益03購03,,上櫃
2248,713970,上櫃認購(售)權證,原相群益03購04,,上櫃
2249,713971,上櫃認購(售)權證,僑威群益03購01,,上櫃
2250,713972,上櫃認購(售)權證,熱映群益03購01,,上櫃
2251,713973,上櫃認購(售)權證,緯軟群益03購01,,上櫃
2252,713974,上櫃認購(售)權證,鈊象群益03購02,,上櫃
2253,713975,上櫃認購(售)權證,頎邦群益04購01,,上櫃
2254,713976,上櫃認購(售)權證,宣德統一04購04,,上櫃
2255,713977,上櫃認購(售)權證,宣德統一04購05,,上櫃
2256,713978,上櫃認購(售)權證,廣明統一03購01,,上櫃
2257,713979,上櫃認購(售)權證,穩懋統一03購04,,上櫃
2258,713980,上櫃認購(售)權證,中美晶群益03購01,,上櫃
2259,713981,上櫃認購(售)權證,昇佳電國泰03購02,,上櫃
2260,713982,上櫃認購(售)權證,鈊象國泰04購02,,上櫃
2261,713983,上櫃認購(售)權證,立端康和03購01,,上櫃
2262,713984,上櫃認購(售)權證,精材中信04購01,,上櫃
2263,713985,上櫃認購(售)權證,廣明中信04購01,,上櫃
2264,713986,上櫃認購(售)權證,佳邦永豐03購01,,上櫃
2265,713987,上櫃認購(售)權證,萬潤永豐03購01,,上櫃
2266,713988,上櫃認購(售)權證,聖暉永豐03購01,,上櫃
2267,713989,上櫃認購(售)權證,精材永豐03購01,,上櫃
2268,713990,上櫃認購(售)權證,穩懋永豐03購01,,上櫃
2269,713991,上櫃認購(售)權證,頎邦永豐03購01,,上櫃
2270,713992,上櫃認購(售)權證,宣德群益03購02,,上櫃
2271,713993,上櫃認購(售)權證,優群群益03購01,,上櫃
2272,713994,上櫃認購(售)權證,聯亞群益03購01,,上櫃
2273,713995,上櫃認購(售)權證,雙鴻群益04購04,,上櫃
2274,713996,上櫃認購(售)權證,昇佳電元富08購01,,上櫃
2275,713997,上櫃認購(售)權證,鈊象元富08購03,,上櫃
2276,713998,上櫃認購(售)權證,鈊象元富08購04,,上櫃
2277,713999,上櫃認購(售)權證,鈊象元富08購05,,上櫃
2278,714000,上櫃認購(售)權證,鈊象元富08購06,,上櫃
2279,714001,上櫃認購(售)權證,信昌電元大03購01,,上櫃
2280,714002,上櫃認購(售)權證,創惟元大03購01,,上櫃
2281,714003,上櫃認購(售)權證,聖暉元大03購01,,上櫃
2282,714004,上櫃認購(售)權證,僑威元大03購02,,上櫃
2283,714005,上櫃認購(售)權證,緯軟元大03購01,,上櫃
2284,714006,上櫃認購(售)權證,鈊象元大03購01,,上櫃
2285,714007,上櫃認購(售)權證,鈊象元大03購02,,上櫃
2286,714008,上櫃認購(售)權證,中光電凱基03購01,,上櫃
2287,714009,上櫃認購(售)權證,弘塑凱基04購01,,上櫃
2288,714010,上櫃認購(售)權證,廣明凱基03購01,,上櫃
2289,714011,上櫃認購(售)權證,廣明統一04購01,,上櫃
2290,714012,上櫃認購(售)權證,緯軟統一04購01,,上櫃
2291,714013,上櫃認購(售)權證,廣明麥證03購01,,上櫃
2292,714014,上櫃認購(售)權證,台燿永豐03購01,,上櫃
2293,714015,上櫃認購(售)權證,弘塑永豐03購01,,上櫃
2294,714016,上櫃認購(售)權證,宇峻永豐03購01,,上櫃
2295,714017,上櫃認購(售)權證,威剛永豐03購01,,上櫃
2296,714018,上櫃認購(售)權證,大江國票03購02,,上櫃
2297,714019,上櫃認購(售)權證,弘塑國票03購02,,上櫃
2298,714020,上櫃認購(售)權證,宏捷科國票03購02,,上櫃
2299,714021,上櫃認購(售)權證,信驊國票03購02,,上櫃
2300,714022,上櫃認購(售)權證,宣德國票03購03,,上櫃
2301,714023,上櫃認購(售)權證,群聯國票03購01,,上櫃
2302,714024,上櫃認購(售)權證,雙美國票03購02,,上櫃
2303,714025,上櫃認購(售)權證,鈊象國票03購01,,上櫃
2304,714026,上櫃認購(售)權證,大江凱基03購01,,上櫃
2305,714027,上櫃認購(售)權證,弘塑凱基03購05,,上櫃
2306,714028,上櫃認購(售)權證,僑威凱基03購02,,上櫃
2307,714029,上櫃認購(售)權證,穩懋凱基03購04,,上櫃
2308,714030,上櫃認購(售)權證,弘塑統一04購01,,上櫃
2309,714031,上櫃認購(售)權證,昇佳電統一04購02,,上櫃
2310,714032,上櫃認購(售)權證,僑威統一03購01,,上櫃
2311,714033,上櫃認購(售)權證,僑威統一04購01,,上櫃
2312,714034,上櫃認購(售)權證,僑威統一04購02,,上櫃
2313,714035,上櫃認購(售)權證,穩懋統一03購05,,上櫃
2314,714036,上櫃認購(售)權證,穩懋麥證03購01,,上櫃
2315,714037,上櫃認購(售)權證,宏捷科群益05購01,,上櫃
2316,714038,上櫃認購(售)權證,昇佳電群益03購02,,上櫃
2317,714039,上櫃認購(售)權證,昇佳電群益03購03,,上櫃
2318,714040,上櫃認購(售)權證,原相群益03購05,,上櫃
2319,714041,上櫃認購(售)權證,桂盟群益03購01,,上櫃
2320,714042,上櫃認購(售)權證,群聯群益03購01,,上櫃
2321,714043,上櫃認購(售)權證,群聯群益03購02,,上櫃
2322,714044,上櫃認購(售)權證,頎邦群益03購03,,上櫃
2323,714045,上櫃認購(售)權證,中菲行元大03購01,,上櫃
2324,714046,上櫃認購(售)權證,台半元大03購01,,上櫃
2325,714047,上櫃認購(售)權證,昇佳電元大03購04,,上櫃
2326,714048,上櫃認購(售)權證,宣德元大03購04,,上櫃
2327,714049,上櫃認購(售)權證,桂盟元大03購02,,上櫃
2328,714050,上櫃認購(售)權證,僑威元大03購03,,上櫃
2329,714051,上櫃認購(售)權證,鈊象元大03購03,,上櫃
2330,714052,上櫃認購(售)權證,鈺太元大03購01,,上櫃
2331,714053,上櫃認購(售)權證,弘塑元富08購02,,上櫃
2332,714054,上櫃認購(售)權證,昇佳電元富08購02,,上櫃
2333,714055,上櫃認購(售)權證,昇佳電元富08購03,,上櫃
2334,714056,上櫃認購(售)權證,杰力元富03購01,,上櫃
2335,714057,上櫃認購(售)權證,宣德元富08購01,,上櫃
2336,714058,上櫃認購(售)權證,鈊象兆豐03購02,,上櫃
2337,714059,上櫃認購(售)權證,宣德國泰04購02,,上櫃
2338,714060,上櫃認購(售)權證,穩懋國泰03購03,,上櫃
2339,714061,上櫃認購(售)權證,力致永豐03購01,,上櫃
2340,714062,上櫃認購(售)權證,中菲行永豐03購01,,上櫃
2341,714063,上櫃認購(售)權證,南光永豐03購01,,上櫃
2342,714064,上櫃認購(售)權證,博智永豐03購01,,上櫃
2343,714065,上櫃認購(售)權證,碩禾永豐03購01,,上櫃
2344,714066,上櫃認購(售)權證,弘塑中信03購01,,上櫃
2345,714067,上櫃認購(售)權證,力致元大03購02,,上櫃
2346,714068,上櫃認購(售)權證,昇佳電元大03購05,,上櫃
2347,714069,上櫃認購(售)權證,金可元大03購01,,上櫃
2348,714070,上櫃認購(售)權證,宣德元大03購05,,上櫃
2349,714071,上櫃認購(售)權證,萬潤元大03購01,,上櫃
2350,714072,上櫃認購(售)權證,鈊象元大03購04,,上櫃
2351,714073,上櫃認購(售)權證,力致元大03購03,,上櫃
2352,714074,上櫃認購(售)權證,力致國票04購01,,上櫃
2353,714075,上櫃認購(售)權證,中菲行國票04購01,,上櫃
2354,714076,上櫃認購(售)權證,合晶國票04購01,,上櫃
2355,714077,上櫃認購(售)權證,力致國泰04購01,,上櫃
2356,714078,上櫃認購(售)權證,力致凱基03購01,,上櫃
2357,714079,上櫃認購(售)權證,力致凱基04購01,,上櫃
2358,714080,上櫃認購(售)權證,力致凱基05購01,,上櫃
2359,714081,上櫃認購(售)權證,桂盟凱基04購01,,上櫃
2360,714082,上櫃認購(售)權證,大江統一04購01,,上櫃
2361,714083,上櫃認購(售)權證,大江統一04購02,,上櫃
2362,714084,上櫃認購(售)權證,弘塑兆豐04購01,,上櫃
2363,714085,上櫃認購(售)權證,力致群益04購01,,上櫃
2364,714086,上櫃認購(售)權證,力致群益04購02,,上櫃
2365,714087,上櫃認購(售)權證,中菲行群益04購02,,上櫃
2366,714088,上櫃認購(售)權證,弘塑群益05購01,,上櫃
2367,714089,上櫃認購(售)權證,宣德群益03購04,,上櫃
2368,714090,上櫃認購(售)權證,宣德群益03購05,,上櫃
2369,714091,上櫃認購(售)權證,原相群益03購06,,上櫃
2370,714092,上櫃認購(售)權證,中美晶凱基03購02,,上櫃
2371,714093,上櫃認購(售)權證,中菲行凱基03購01,,上櫃
2372,714094,上櫃認購(售)權證,閎康凱基03購02,,上櫃
2373,714095,上櫃認購(售)權證,鈊象凱基03購05,,上櫃
2374,714096,上櫃認購(售)權證,鈺太凱基03購02,,上櫃
2375,714097,上櫃認購(售)權證,力致群益04購03,,上櫃
2376,714098,上櫃認購(售)權證,新普群益04購01,,上櫃
2377,714099,上櫃認購(售)權證,新鉅科群益03購01,,上櫃
2378,714100,上櫃認購(售)權證,僑威群益03購03,,上櫃
2379,714101,上櫃認購(售)權證,僑威群益04購01,,上櫃
2380,714102,上櫃認購(售)權證,鈺太群益04購01,,上櫃
2381,714103,上櫃認購(售)權證,昇佳電元大03購06,,上櫃
2382,714104,上櫃認購(售)權證,宣德元大03購06,,上櫃
2383,714105,上櫃認購(售)權證,僑威元大03購04,,上櫃
2384,714106,上櫃認購(售)權證,精測元大03購01,,上櫃
2385,714107,上櫃認購(售)權證,廣明元大03購01,,上櫃
2386,714108,上櫃認購(售)權證,鈺太元大03購02,,上櫃
2387,714109,上櫃認購(售)權證,力致國票04購03,,上櫃
2388,714110,上櫃認購(售)權證,神盾國票03購01,,上櫃
2389,714111,上櫃認購(售)權證,萬潤國票04購01,,上櫃
2390,714112,上櫃認購(售)權證,僑威國票03購03,,上櫃
2391,714113,上櫃認購(售)權證,僑威國票04購02,,上櫃
2392,714114,上櫃認購(售)權證,中菲行康和03購01,,上櫃
2393,714115,上櫃認購(售)權證,大田永豐03購01,,上櫃
2394,714116,上櫃認購(售)權證,神盾永豐03購01,,上櫃
2395,714117,上櫃認購(售)權證,盛弘永豐03購01,,上櫃
2396,714118,上櫃認購(售)權證,僑威永豐03購02,,上櫃
2397,714119,上櫃認購(售)權證,聯亞永豐03購01,,上櫃
2398,714120,上櫃認購(售)權證,大江元富09購01,,上櫃
2399,714121,上櫃認購(售)權證,元太元富04購01,,上櫃
2400,714122,上櫃認購(售)權證,雙鴻元富09購01,,上櫃
2401,714123,上櫃認購(售)權證,泰博國泰05購01,,上櫃
2402,714124,上櫃認購(售)權證,M31元大03購01,,上櫃
2403,714125,上櫃認購(售)權證,力致元大03購04,,上櫃
2404,714126,上櫃認購(售)權證,中菲行元大04購01,,上櫃
2405,714127,上櫃認購(售)權證,泰博元大03購01,,上櫃
2406,714128,上櫃認購(售)權證,泰博元大03購02,,上櫃
2407,714129,上櫃認購(售)權證,廣明元大04購01,,上櫃
2408,714130,上櫃認購(售)權證,鈊象元大03購07,,上櫃
2409,714131,上櫃認購(售)權證,宏捷科群益05購02,,上櫃
2410,714132,上櫃認購(售)權證,泰博群益04購01,,上櫃
2411,714133,上櫃認購(售)權證,泰博群益04購02,,上櫃
2412,714134,上櫃認購(售)權證,統新群益04購01,,上櫃
2413,714135,上櫃認購(售)權證,鈊象群益04購01,,上櫃
2414,714136,上櫃認購(售)權證,鈺太群益04購02,,上櫃
2415,714137,上櫃認購(售)權證,中美晶永豐03購01,,上櫃
2416,714138,上櫃認購(售)權證,中菲行永豐03購02,,上櫃
2417,714139,上櫃認購(售)權證,台半永豐03購01,,上櫃
2418,714140,上櫃認購(售)權證,合晶永豐03購01,,上櫃
2419,714141,上櫃認購(售)權證,皇田永豐03購01,,上櫃
2420,714142,上櫃認購(售)權證,泰博永豐03購02,,上櫃
2421,714143,上櫃認購(售)權證,泰博永豐03購03,,上櫃
2422,714144,上櫃認購(售)權證,泰博永豐03購04,,上櫃
2423,714145,上櫃認購(售)權證,宣德凱基03購04,,上櫃
2424,714146,上櫃認購(售)權證,泰博凱基03購01,,上櫃
2425,714147,上櫃認購(售)權證,泰博凱基03購02,,上櫃
2426,714148,上櫃認購(售)權證,泰博凱基04購01,,上櫃
2427,714149,上櫃認購(售)權證,泰博凱基04購02,,上櫃
2428,714150,上櫃認購(售)權證,泰博凱基05購01,,上櫃
2429,714151,上櫃認購(售)權證,鈊象凱基05購02,,上櫃
2430,714152,上櫃認購(售)權證,頎邦凱基03購02,,上櫃
2431,714153,上櫃認購(售)權證,凡甲統一04購01,,上櫃
2432,714154,上櫃認購(售)權證,中菲行統一04購01,,上櫃
2433,714155,上櫃認購(售)權證,璟德統一04購01,,上櫃
2434,714156,上櫃認購(售)權證,聯亞統一03購02,,上櫃
2435,714157,上櫃認購(售)權證,中美晶麥證03購01,,上櫃
2436,714158,上櫃認購(售)權證,精測麥證03購01,,上櫃
2437,714159,上櫃認購(售)權證,鈺太元富09購01,,上櫃
2438,714160,上櫃認購(售)權證,台燿兆豐04購01,,上櫃
2439,714161,上櫃認購(售)權證,頎邦兆豐04購01,,上櫃
2440,714162,上櫃認購(售)權證,兆利國票04購01,,上櫃
2441,714163,上櫃認購(售)權證,佳邦國票04購01,,上櫃
2442,714164,上櫃認購(售)權證,宜特國票04購01,,上櫃
2443,714165,上櫃認購(售)權證,泰博國票04購01,,上櫃
2444,714166,上櫃認購(售)權證,泰博國票04購02,,上櫃
2445,714167,上櫃認購(售)權證,神盾國票04購01,,上櫃
2446,714168,上櫃認購(售)權證,統新國票04購01,,上櫃
2447,714169,上櫃認購(售)權證,精測國票04購01,,上櫃
2448,714170,上櫃認購(售)權證,精測國票04購02,,上櫃
2449,714171,上櫃認購(售)權證,聚和國票04購01,,上櫃
