,concept,stock
2798,華為,3711
2799,華為,4906
2800,華為,4943
2801,華為,4968
2802,華為,4971
2803,華為,4977
2804,華為,4979
2805,華為,4991
2806,華為,5274
2807,華為,5388
2808,華為,5488
2809,華為,6123
2810,華為,6147
2811,華為,6153
2812,華為,6185
2813,華為,6230
2814,華為,6274
2815,華為,6285
2816,華為,6431
2817,華為,6442
2818,華為,6462
2819,華為,6669
2820,華為,8046
2821,華為,8086
2822,華為,8289
2823,雲端,2059
2824,雲端,2308
2825,雲端,2317
2826,雲端,2324
2827,雲端,2332
2828,雲端,2345
2829,雲端,2353
2830,雲端,2354
2831,雲端,2356
2832,雲端,2357
2833,雲端,2376
2834,雲端,2377
2835,雲端,2382
2836,雲端,2412
2837,雲端,2420
2838,雲端,2421
2839,雲端,2453
2840,雲端,2468
2841,雲端,2471
2842,雲端,2480
2843,雲端,2495
2844,雲端,2498
2845,雲端,3015
2846,雲端,3017
2847,雲端,3029
2848,雲端,3043
2849,雲端,3045
2850,雲端,3057
2851,雲端,3058
2852,雲端,3060
2853,雲端,3062
2854,雲端,3081
2855,雲端,3163
2856,雲端,3231
2857,雲端,3257
2858,雲端,3324
2859,雲端,3380
2860,雲端,3450
2861,雲端,3483
2862,雲端,3558
2863,雲端,3564
2864,雲端,3664
2865,雲端,3693
2866,雲端,3704
2867,雲端,3706
2868,雲端,4903
2869,雲端,4904
2870,雲端,4906
2871,雲端,4908
2872,雲端,4977
2873,雲端,4979
2874,雲端,5209
2875,雲端,5274
2876,雲端,6112
2877,雲端,6166
2878,雲端,6183
2879,雲端,6214
2880,雲端,6230
2881,雲端,6245
2882,雲端,6263
2883,雲端,6274
2884,雲端,6277
2885,雲端,6282
2886,雲端,6409
2887,雲端,6416
2888,雲端,6426
2889,雲端,6588
2890,雲端,8069
2891,雲端,8099
2892,雲端,8210
2893,雲端,8234
2894,雲端,8409
2895,溫度量測,1781
2896,溫度量測,2436
2897,溫度量測,3373
2898,溫度量測,4121
2899,溫度量測,4735
2900,溫度量測,4736
2901,新兆元通信,2321
2902,新兆元通信,2332
2903,新兆元通信,2357
2904,新兆元通信,2379
2905,新兆元通信,2454
2906,新兆元通信,3356
2907,新兆元通信,3380
2908,新兆元通信,3419
2909,新兆元通信,3454
2910,新兆元通信,3704
2911,新兆元通信,4903
2912,新兆元通信,4906
2913,新兆元通信,4908
2914,新兆元通信,6142
2915,新兆元通信,8072
2916,新兆元能源,1219
2917,新兆元能源,1504
2918,新兆元能源,1513
2919,新兆元能源,1519
2920,新兆元能源,2308
2921,新兆元能源,2393
2922,新兆元能源,3031
2923,新兆元能源,3383
2924,新兆元能源,3576
2925,新兆元能源,5483
2926,新兆元能源,6168
2927,新兆元能源,6244
2928,新兆元能源,8099
2929,新兆元能源,8933
2930,新兆元能源,8937
2931,新兆元能源,9914
2932,新兆元能源,9921
2933,資產,1101
2934,資產,1103
2935,資產,1314
2936,資產,1402
2937,資產,1409
2938,資產,1410
2939,資產,1414
2940,資產,1417
2941,資產,1419
2942,資產,1435
2943,資產,1437
2944,資產,1440
2945,資產,1446
2946,資產,1457
2947,資產,1503
2948,資產,1504
2949,資產,1604
2950,資產,1614
2951,資產,1722
2952,資產,1903
2953,資產,2010
2954,資產,2101
2955,資產,2102
2956,資產,2107
2957,資產,2201
2958,資產,2206
2959,資產,2371
2960,資產,2504
2961,資產,2607
2962,資產,2701
2963,資產,2705
2964,資產,2841
2965,資產,2906
2966,資產,2913
2967,資產,3024
2968,農金,1219
2969,農金,1435
2970,農金,1560
2971,農金,1708
2972,農金,1709
2973,農金,1712
2974,農金,1722
2975,農金,1727
2976,農金,2308
2977,農金,2312
2978,農金,2317
2979,農金,2393
2980,農金,3037
2981,農金,3597
2982,農金,3710
2983,農金,4141
2984,農金,4171
2985,農金,6508
2986,遊戲機,2301
2987,遊戲機,2308
2988,遊戲機,2317
2989,遊戲機,2328
2990,遊戲機,2330
2991,遊戲機,2337
2992,遊戲機,2347
2993,遊戲機,2354
2994,遊戲機,2369
2995,遊戲機,2379
2996,遊戲機,2385
2997,遊戲機,2388
2998,遊戲機,2392
2999,遊戲機,2421
3000,遊戲機,2430
3001,遊戲機,2436
3002,遊戲機,2476
3003,遊戲機,3005
3004,遊戲機,3008
3005,遊戲機,3019
3006,遊戲機,3037
3007,遊戲機,3071
3008,遊戲機,3227
3009,遊戲機,3338
3010,遊戲機,3443
3011,遊戲機,3450
3012,遊戲機,3501
3013,遊戲機,3607
3014,遊戲機,3630
3015,遊戲機,3653
3016,遊戲機,3673
3017,遊戲機,3689
3018,遊戲機,3711
3019,遊戲機,4919
3020,遊戲機,4927
3021,遊戲機,4938
3022,遊戲機,4968
3023,遊戲機,6138
3024,遊戲機,6209
3025,遊戲機,6271
3026,遊戲機,6412
3027,遊戲機,6679
3028,遊戲機,8046
3029,電動車,1323
3030,電動車,1536
3031,電動車,1537
3032,電動車,1568
3033,電動車,1592
3034,電動車,1609
3035,電動車,1723
3036,電動車,2002
3037,電動車,2066
3038,電動車,2201
3039,電動車,2206
3040,電動車,2233
3041,電動車,2236
3042,電動車,2239
3043,電動車,2241
3044,電動車,2308
3045,電動車,2351
3046,電動車,2355
3047,電動車,2360
3048,電動車,2392
3049,電動車,2421
3050,電動車,2428
3051,電動車,2460
3052,電動車,3003
3053,電動車,3023
3054,電動車,3501
3055,電動車,3526
3056,電動車,3552
3057,電動車,3625
3058,電動車,3653
3059,電動車,3665
3060,電動車,4529
3061,電動車,4721
3062,電動車,4739
3063,電動車,4912
3064,電動車,4931
3065,電動車,5227
3066,電動車,5243
3067,電動車,5285
3068,電動車,5439
3069,電動車,6121
3070,電動車,6138
3071,電動車,6170
3072,電動車,6235
3073,電動車,6275
3074,電動車,6279
3075,電動車,6282
3076,電動車,6509
3077,電動車,8038
3078,電動車,8183
3079,電動車,8255
3080,電動車,8261
3081,電動車,8349
3082,電動車,8996
3083,電動車Tesla,1504
3084,電動車Tesla,1513
3085,電動車Tesla,1519
3086,電動車Tesla,1525
3087,電動車Tesla,1536
3088,電動車Tesla,1583
3089,電動車Tesla,1586
3090,電動車Tesla,1723
3091,電動車Tesla,2002
3092,電動車Tesla,2066
3093,電動車Tesla,2201
3094,電動車Tesla,2228
3095,電動車Tesla,2308
3096,電動車Tesla,2317
3097,電動車Tesla,2330
3098,電動車Tesla,2351
3099,電動車Tesla,2360
3100,電動車Tesla,2379
3101,電動車Tesla,2382
3102,電動車Tesla,2392
3103,電動車Tesla,2402
3104,電動車Tesla,2415
3105,電動車Tesla,2421
3106,電動車Tesla,2428
3107,電動車Tesla,2458
3108,電動車Tesla,2460
3109,電動車Tesla,3003
3110,電動車Tesla,3004
3111,電動車Tesla,3019
3112,電動車Tesla,3178
3113,電動車Tesla,3481
3114,電動車Tesla,3484
3115,電動車Tesla,3501
3116,電動車Tesla,3552
3117,電動車Tesla,3665
3118,電動車Tesla,3673
3119,電動車Tesla,4528
3120,電動車Tesla,4551
3121,電動車Tesla,4721
3122,電動車Tesla,4739
3123,電動車Tesla,4938
3124,電動車Tesla,5243
3125,電動車Tesla,5439
3126,電動車Tesla,5457
3127,電動車Tesla,6121
3128,電動車Tesla,6205
3129,電動車Tesla,6235
3130,電動車Tesla,6251
3131,電動車Tesla,6271
3132,電動車Tesla,6275
3133,電動車Tesla,6279
3134,電動車Tesla,6282
3135,電動車Tesla,6288
3136,電動車Tesla,6642
3137,電動車Tesla,8038
3138,電動車Tesla,8255
3139,電動車Tesla,8349
3140,電動車Tesla,8996
3141,電動汽機車,1323
3142,電動汽機車,1503
3143,電動汽機車,1611
3144,電動汽機車,1723
3145,電動汽機車,2105
3146,電動汽機車,2204
3147,電動汽機車,2206
3148,電動汽機車,2239
3149,電動汽機車,2308
3150,電動汽機車,2421
3151,電動汽機車,4721
3152,電動汽機車,5285
3153,電動汽機車,6138
3154,電動汽機車,6170
3155,電動汽機車,6217
3156,電動汽機車,6441
3157,零售消費,2912
3158,零售消費,2915
3159,零售消費,2926
3160,零售消費,5903
3161,零售消費,9945
3162,電子商務及延伸,1909
3163,電子商務及延伸,2379
3164,電子商務及延伸,2412
3165,電子商務及延伸,2414
3166,電子商務及延伸,2436
3167,電子商務及延伸,2454
3168,電子商務及延伸,2608
3169,電子商務及延伸,2636
3170,電子商務及延伸,2642
3171,電子商務及延伸,2643
3172,電子商務及延伸,2882
3173,電子商務及延伸,2884
3174,電子商務及延伸,2890
3175,電子商務及延伸,2892
3176,電子商務及延伸,3045
3177,電子商務及延伸,3048
3178,電子商務及延伸,3085
3179,電子商務及延伸,3086
3180,電子商務及延伸,3094
3181,電子商務及延伸,3171
3182,電子商務及延伸,3529
3183,電子商務及延伸,3687
3184,電子商務及延伸,4904
3185,電子商務及延伸,5272
3186,電子商務及延伸,5287
3187,電子商務及延伸,5478
3188,電子商務及延伸,5490
3189,電子商務及延伸,6146
3190,電子商務及延伸,6155
3191,電子商務及延伸,6180
3192,電子商務及延伸,6183
3193,電子商務及延伸,6285
3194,電子商務及延伸,8044
3195,電子商務及延伸,8454
3196,電子商務及延伸,8472
3197,電子商務及延伸,8477
3198,電信.零售通路,2412
3199,電信.零售通路,2901
3200,電信.零售通路,2903
3201,電信.零售通路,2905
3202,電信.零售通路,2911
3203,電信.零售通路,2912
3204,電信.零售通路,3045
3205,電信.零售通路,4904
3206,電信.零售通路,5903
3207,電信.零售通路,5904
3208,網通,2301
3209,網通,2303
3210,網通,2308
3211,網通,2314
3212,網通,2317
3213,網通,2321
3214,網通,2324
3215,網通,2330
3216,網通,2332
3217,網通,2345
3218,網通,2353
3219,網通,2356
3220,網通,2357
3221,網通,2360
3222,網通,2368
3223,網通,2376
3224,網通,2379
3225,網通,2382
3226,網通,2383
3227,網通,2385
3228,網通,2388
3229,網通,2392
3230,網通,2393
3231,網通,2395
3232,網通,2408
3233,網通,2409
3234,網通,2412
3235,網通,2414
3236,網通,2419
3237,網通,2431
3238,網通,2436
3239,網通,2439
3240,網通,2444
3241,網通,2449
3242,網通,2454
3243,網通,2455
3244,網通,2456
3245,網通,2458
3246,網通,2482
3247,網通,2485
3248,網通,2489
3249,網通,2498
3250,網通,2614
3251,網通,3008
3252,網通,3015
3253,網通,3016
3254,網通,3017
3255,網通,3019
3256,網通,3034
3257,網通,3035
3258,網通,3037
3259,網通,3041
3260,網通,3042
3261,網通,3045
3262,網通,3047
3263,網通,3062
3264,網通,3078
3265,網通,3081
3266,網通,3094
3267,網通,3105
3268,網通,3138
3269,網通,3152
3270,網通,3163
3271,網通,3169
3272,網通,3189
3273,網通,3209
3274,網通,3221
3275,網通,3227
3276,網通,3228
3277,網通,3231
3278,網通,3234
3279,網通,3236
3280,網通,3257
3281,網通,3264
3282,網通,3265
3283,網通,3285
3284,網通,3363
3285,網通,3380
3286,網通,3406
3287,網通,3419
3288,網通,3450
3289,網通,3466
3290,網通,3481
3291,網通,3491
3292,網通,3529
3293,網通,3535
3294,網通,3558
3295,網通,3593
3296,網通,3596
3297,網通,3611
3298,網通,3630
3299,網通,3652
3300,網通,3664
3301,網通,3682
3302,網通,3684
3303,網通,3694
3304,網通,3704
3305,網通,3707
3306,網通,3711
3307,網通,3714
3308,網通,4806
3309,網通,4904
3310,網通,4906
3311,網通,4908
3312,網通,4909
3313,網通,4915
3314,網通,4919
3315,網通,4938
3316,網通,4952
3317,網通,4958
3318,網通,4968
3319,網通,4971
3320,網通,4977
3321,網通,4979
3322,網通,4991
3323,網通,5203
3324,網通,5272
3325,網通,5274
3326,網通,5278
3327,網通,5388
3328,網通,5439
3329,網通,5457
3330,網通,5490
3331,網通,6104
3332,網通,6123
3333,網通,6142
3334,網通,6146
3335,網通,6152
3336,網通,6155
3337,網通,6160
3338,網通,6180
3339,網通,6183
3340,網通,6188
3341,網通,6202
3342,網通,6206
3343,網通,6213
3344,網通,6214
3345,網通,6243
3346,網通,6257
3347,網通,6263
3348,網通,6269
3349,網通,6274
3350,網通,6275
3351,網通,6282
3352,網通,6285
3353,網通,6411
3354,網通,6412
3355,網通,6414
3356,網通,6415
3357,網通,6426
3358,網通,6451
3359,網通,6470
3360,網通,6530
3361,網通,6588
3362,網通,6674
3363,網通,8011
3364,網通,8032
3365,網通,8040
3366,網通,8044
3367,網通,8046
3368,網通,8050
3369,網通,8081
3370,網通,8086
3371,網通,8101
3372,網通,8114
3373,網通,8215
3374,網通,8299
3375,網通,8446
3376,網通,8454
3377,網通,9105
3378,網通,912000
3379,碳權,1101
3380,碳權,1301
3381,碳權,1904
3382,碳權,1905
3383,碳權,1907
3384,碳權,2002
3385,端子連接器被動元件,2327
3386,端子連接器被動元件,2428
3387,端子連接器被動元件,2456
3388,端子連接器被動元件,2472
3389,端子連接器被動元件,2484
3390,端子連接器被動元件,3003
3391,端子連接器被動元件,3023
3392,端子連接器被動元件,3026
3393,端子連接器被動元件,3036
3394,端子連接器被動元件,3042
3395,端子連接器被動元件,3048
3396,端子連接器被動元件,3090
3397,端子連接器被動元件,3221
3398,端子連接器被動元件,3236
3399,端子連接器被動元件,3492
3400,端子連接器被動元件,3501
3401,端子連接器被動元件,3526
3402,端子連接器被動元件,3605
3403,端子連接器被動元件,3665
3404,端子連接器被動元件,3702
3405,端子連接器被動元件,6224
3406,端子連接器被動元件,6279
3407,精品,1417
3408,精品,8426
3409,精品,9949
3410,德國GDR,2002
3411,德國GDR,2303
3412,德國GDR,2330
3413,數位電視,1504
3414,數位電視,1604
3415,數位電視,1614
3416,數位電視,2314
3417,數位電視,2323
3418,數位電視,2409
3419,數位電視,2419
3420,數位電視,2485
3421,數位電視,2489
3422,數位電視,3034
3423,數位電視,3051
3424,數位電視,3466
3425,數位電視,3596
3426,數位電視,5371
3427,數位電視,6120
3428,數位電視,6152
3429,數位電視,6176
3430,數位電視,6184
3431,數位電視,8240
3432,數位電視,9928
3433,鋰電池,1723
3434,鋰電池,2104
3435,鋰電池,2308
3436,鋰電池,3211
3437,鋰電池,3323
3438,鋰電池,3625
3439,鋰電池,4721
3440,鋰電池,4739
3441,鋰電池,4931
3442,鋰電池,5227
3443,鋰電池,6121
3444,鋰電池,6509
3445,鋰電池,6558
3446,鋰電池,8028
3447,鋰電池,8038
3448,鋰電池,8112
3449,鋰電池,8215
3450,鋰電池,8358
3451,燃料電池,1513
3452,燃料電池,1711
3453,燃料電池,3268
3454,燃料電池,8996
3455,嬰幼兒,1216
3456,嬰幼兒,1227
3457,嬰幼兒,1784
3458,嬰幼兒,2911
3459,嬰幼兒,2924
3460,嬰幼兒,2929
3461,嬰幼兒,4120
3462,嬰幼兒,5276
3463,嬰幼兒,6504
3464,嬰幼兒,9919
3465,鎂合金機殼,2354
3466,鎂合金機殼,2474
3467,鎂合金機殼,5392
3468,鎂合金機殼,6235
3469,蘋果供應商,1303
3470,蘋果供應商,1904
3471,蘋果供應商,2301
3472,蘋果供應商,2308
3473,蘋果供應商,2313
3474,蘋果供應商,2317
3475,蘋果供應商,2324
3476,蘋果供應商,2327
3477,蘋果供應商,2330
3478,蘋果供應商,2356
3479,蘋果供應商,2367
3480,蘋果供應商,2382
3481,蘋果供應商,2387
3482,蘋果供應商,2392
3483,蘋果供應商,2408
3484,蘋果供應商,2439
3485,蘋果供應商,3008
3486,蘋果供應商,3017
3487,蘋果供應商,3037
3488,蘋果供應商,3044
3489,蘋果供應商,3189
3490,蘋果供應商,3211
3491,蘋果供應商,3231
3492,蘋果供應商,3376
3493,蘋果供應商,3406
3494,蘋果供應商,3673
3495,蘋果供應商,3711
3496,蘋果供應商,4915
3497,蘋果供應商,4938
3498,蘋果供應商,4958
3499,蘋果供應商,6121
3500,蘋果供應商,6153
3501,蘋果供應商,6176
3502,蘋果供應商,6269
3503,蘋果供應商,6290
3504,蘋果供應商,8163
3505,觸控面板,2349
3506,觸控面板,2409
3507,觸控面板,2436
3508,觸控面板,2458
3509,觸控面板,2474
3510,觸控面板,3014
3511,觸控面板,3038
3512,觸控面板,3049
3513,觸控面板,3227
3514,觸控面板,3390
3515,觸控面板,3416
3516,觸控面板,3481
3517,觸控面板,3523
3518,觸控面板,3545
3519,觸控面板,3556
3520,觸控面板,3607
3521,觸控面板,3615
3522,觸控面板,3622
3523,觸控面板,3623
3524,觸控面板,3673
3525,觸控面板,4729
3526,觸控面板,5471
3527,觸控面板,5487
3528,觸控面板,6153
3529,觸控面板,6243
3530,觸控面板,6251
3531,觸控面板,6269
3532,觸控面板,8049
3533,觸控面板,8105
3534,讀取辨識,2395
3535,讀取辨識,2414
3536,讀取辨識,2482
3537,讀取辨識,3521
3538,讀取辨識,3652
3539,讀取辨識,5490
3540,讀取辨識,6160
3541,讀取辨識,6414
3542,讀取辨識,8114
3543,讀取辨識,912000
