,name,code,job,stock_num
0,黃強,1240,總經理,1638
1,張榮銘,1240,獨立董事,0
2,韓千山,1240,獨立董事,0
3,魏恒巍,1240,獨立董事,0
4,茂元國際(股)-葉明球,1240,董事兼協理/財務,675
5,吳清德,1240,董事長,581
6,慧德國際(股)-黃蘊慧,1240,董事,2058
7,徐維宏,1240,董事,547
8,李安宗,1240,經理,30
9,黃寶慧,1240,經理,45
10,李坤明,1240,會計主管,0
11,黃大中,1240,副總,464
12,鍾亮宏,1240,副總,93
13,黃蘊慧,1240,法人代表,808
14,葉明球,1240,協理/財務主管,416
15,陳月裡,1240,協理,125
16,徐卓鳳嬌,1240,大股東,1277
17,大茂道原(股),1240,大股東,700
18,吳尚穎,1240,大股東,733
19,葉雪玲,1240,大股東,1333
20,黃大祐,1240,大股東,1208
21,黃啟曄,1240,大股東,2335
22,黃緹瑩,1240,大股東,2499
23,吳文友,1258,獨立董事,0
24,許承俊,1258,獨立董事,0
25,蔡文賢,1258,獨立董事,0
26,王建山,1258,董事兼總經理,4982
27,王其祥,1258,董事長,6959
28,王詠嫻,1258,董事,3974
29,黃延輝,1258,董事,0
30,游志宗,1258,經理,25
31,梁清海,1258,經理,0
32,劉雪燕,1258,經理,420
33,高英竣,1258,財會主管,0
34,王權毅,1258,大股東,2157
35,台銀保管大華,1258,大股東,307
36,王俐敏,1258,大股東,1534
37,王俐雯,1258,大股東,1546
38,王建發,1258,大股東,3974
39,楊池清,1258,大股東,525
40,高順興,1259,總經理,80
41,劉維琪,1259,獨立董事,0
42,賴瑟珍,1259,獨立董事,0
43,龔仁文,1259,獨立董事,0
44,光元實業(股)-高順興,1259,董事兼總經理,8926
45,日商魔術食品(股)-福光昭夫,1259,董事兼副總,8098
46,光元實業(股)-林建元,1259,董事長,8926
47,游朝堂,1259,董事,0
48,黃茂雄,1259,董事,0
49,日商魔術食品(股)-瀧深淳,1259,董事,8098
50,日商魔術食品(股)-前原廣伸,1259,董事,8098
51,光元實業(股)-黃尚莉,1259,董事,8926
52,陳弘道,1259,經理,1
53,福光昭夫,1259,副總,0
54,林建元,1259,法人代表,5
55,施啟寅,1259,協理/財會主管,0
56,何頎胤,1259,協理,1
57,李淵楷,1259,大股東,320
58,東安投資(股),1259,大股東,547
59,東和國際投資(股),1259,大股東,834
60,東騰創新投資(股),1259,大股東,346
61,中國信託-033,1259,大股東,1060
62,洪錦樹,1259,大股東,390
63,林昭發,1259,大股東,407
64,安台國際投資(股),1259,大股東,2756
65,李政寬,1264,獨立董事,0
66,涂三遷,1264,獨立董事,0
67,楊蒂敏,1264,獨立董事,0
68,吳文欽,1264,董事兼總經理,2338
69,林雪嬌,1264,董事長,1625
70,曹信忠,1264,董事,0
71,吳曜宗,1264,董事,1329
72,廖本蒼,1264,董事,31
73,韓銘義,1264,董事,0
74,周中理,1264,經理,2
75,周允文,1264,副總,0
76,呂榮轉,1264,副總,0
77,江進元,1264,副總,10
78,何文信,1264,副總,254
79,邱俊榮,1264,財會主管,21
80,任碧玉,1264,大股東,837
81,張育瑋,1264,大股東,789
82,吳火爐投資股(股),1264,大股東,1900
83,吳峰源,1264,大股東,803
84,吳婉熒,1264,大股東,804
85,簡慶堯,1264,大股東,1163
86,鄭宇強,1264,大股東,776
87,林淑婷,1268,總經理,282
88,陳棠,1268,獨立董事,0
89,陳順天,1268,獨立董事,0
90,謝騰隆,1268,獨立董事,0
91,旺董(有)-賴宗成,1268,董事長,468
92,周水美,1268,董事,0
93,固邦(股)-彭邵齡,1268,董事,3804
94,國協(股)-邱福枝,1268,董事,1911
95,陳進萬,1268,副總,91
96,吳若寧,1268,副總,51
97,林修緯,1268,副總,0
98,簡子棟,1268,副總,0
99,羅嶸,1268,副總,71
100,劉子銘,1268,副總,131
101,柯柏良,1268,財會主管,121
102,彭邵齡,1268,法人代表,11
103,賴宗成,1268,法人代表,336
104,張育銘,1268,協理,18
105,原仲(股),1268,大股東,3603
106,侯思羽,1268,大股東,477
107,旺漲(有),1268,大股東,445
108,又達興業(股),1268,大股東,13320
109,亨瑞開發實業(股),1268,大股東,494
110,華棣資產(股),1268,大股東,1858
111,漢來美食股份,1268,大股東,500
112,漢神投資(股),1268,大股東,1871
113,學詠(有),1268,大股東,1262
114,莊偉民,1336,獨立董事,0
115,陳怡萍,1336,獨立董事,40
116,程秀卿,1336,獨立董事,0
117,台橋投資股份(股)-黃小凌,1336,董事兼副總,15012
118,楊劍平,1336,董事長兼總經理,670
119,台橋投資股份(股)-戴家偉,1336,董事,15012
120,台橋投資股份(股)-陳進成,1336,董事,15012
121,黃小凌,1336,副總,19
122,彭俊鑫,1336,財會主管,205
123,陳進成,1336,法人代表,230
124,陳金鐘,1336,協理,160
125,古建忠,1336,協理,86
126,二宮隆義,1336,協理,259
127,大華創業投資(股),1336,大股東,1118
128,中加投資發展(股),1336,大股東,1310
129,余國強,1336,大股東,800
130,卓煥庭,1336,大股東,1310
131,和利資本有限(有),1336,大股東,800
132,周永彬,1336,大股東,2190
133,昱廣投資(有),1336,大股東,3202
134,黃錦煌,1336,大股東,1400
135,鴻達投資開發(股),1336,大股東,4770
136,王慧中,1565,獨立董事,0
137,廖如陽,1565,獨立董事,0
138,謝文裕,1565,獨立董事,0
139,陳錦隆,1565,監察人,63
140,何椿柏,1565,監察人,204
141,周志龍,1565,監察人,0
142,周育然,1565,董事兼總經理,1389
143,允明投資(股)-陳明賢,1565,董事長兼副總,1751
144,褚英傑,1565,董事,402
145,辜素美,1565,董事,347
146,謝育燕,1565,董事,478
147,陳明賢,1565,副總,294
148,林雅蘋,1565,財會主管,0
149,南山人壽保險(股),1565,大股東,2801
150,國泰人壽保險(股),1565,大股東,4236
151,京時宸(股),1565,大股東,50
152,三商美邦人壽(股),1565,大股東,1819
153,大通先進星光,1565,大股東,778
154,大通摩根投資,1565,大股東,785
155,渣打國際-006,1565,大股東,900
156,渣打富達低價,1565,大股東,2100
157,匯豐託管億順,1565,大股東,1186
158,李俊賢,1569,獨立董事,0
159,李瑗晴,1569,獨立董事,0
160,梁素梅,1569,獨立董事,0
161,蕭欽群,1569,董事兼總經理,7770
162,李璠,1569,董事兼副總/財會,74
163,謝政達,1569,董事兼副總,20
164,劉浩雲,1569,董事兼副總,509
165,金浩,1569,董事兼協理,62
166,蕭欽銘,1569,董事長,9871
167,黃曾添,1569,董事,0
168,黃裕能,1569,協理,0
169,劉家仲,1569,協理,0
170,林佳融,1569,協理,5
171,曾可加,1569,大股東,1964
172,京德投資(股),1569,大股東,2429
173,京慧投資(股),1569,大股東,2998
174,京確投資(股),1569,大股東,1543
175,京穎投資(股),1569,大股東,3125
176,蕭翠杏,1569,大股東,5190
177,資本先進投資(股),1569,大股東,2998
178,蕭曾須美,1569,大股東,3409
179,張朝坤,1570,獨立董事,0
180,陳建元,1570,獨立董事,0
181,吳慧彤,1570,監察人,1510
182,鄭燕俐,1570,監察人,288
183,溫銘漢,1570,董事長兼總經理,355
184,郭春忠,1570,董事,504
185,溫萬財,1570,董事,3407
186,湯復萍,1570,董事,426
187,李雲仲,1570,董事,409
188,柯維祥,1570,協理/財會主管,0
189,軒崴(股),1570,大股東,1810
190,張育卿,1570,大股東,1025
191,張逸釩,1570,大股東,850
192,上嘉投資(股),1570,大股東,2044
193,王三光,1570,大股東,1638
194,黃志鵬,1570,大股東,2419
195,湯御民,1570,大股東,2165
196,溫萬寶,1570,大股東,1187
197,涂三遷,1580,獨立董事,0
198,黃輝煌,1580,獨立董事,0
199,詹世弘,1580,獨立董事,0
200,陳永徵,1580,董事兼副總,0
201,謝銘璟,1580,董事兼副總,1724
202,謝順和,1580,董事長兼總經理,2211
203,張育銓,1580,董事,7
204,張瑞榮,1580,董事,381
205,吳曜宗,1580,董事,1789
206,李淑媛,1580,經理,0
207,洪志偉,1580,經理,0
208,王泰盛,1580,經理,0
209,張子健,1580,經理,60
210,陳水土,1580,經理,0
211,黃財旺,1580,經理,0
212,陳志賢,1580,副總,0
213,黃宇彤,1580,財會主管,11
214,大通Stichti,1580,大股東,4001
215,臺銀保管索美,1580,大股東,2524
216,德銀馬德全球,1580,大股東,1775
217,匯豐摩根士丹,1580,大股東,1165
218,盛家投資(股),1580,大股東,3010
219,台灣人壽保險(股),1580,大股東,1774
220,任碧玉,1580,大股東,1460
221,林嘉洪,1584,總經理,0
222,朱俊雄,1584,獨立董事,0
223,鄭舜仁,1584,獨立董事,0
224,簡金成,1584,獨立董事,0
225,榮剛材料科技(股)-王炯棻,1584,董事長,24403
226,榮剛材料科技(股)-李郁真,1584,董事,24403
227,榮剛材料科技(股)-邵慧昌,1584,董事,24403
228,榮剛材料科技(股)-陳政祥,1584,董事,24403
229,林美伶,1584,協理/財會主管,0
230,蔡政哲,1584,協理,107
231,金耘鋼鐵(股),1584,大股東,1325
232,莊百科,1584,大股東,581
233,郭獻玉,1584,大股東,3346
234,陳弘生,1584,大股東,1561
235,陳孟恩,1584,大股東,2026
236,黃百利,1584,大股東,1903
237,賴水清,1584,大股東,660
238,吳孟育,1584,大股東,717
239,吳麗卿,1584,大股東,588
240,呂宏義,1586,總經理,507
241,黃湘怡,1586,總經理,111
242,黃錦煌,1586,獨立董事,0
243,王元宏,1586,獨立董事,0
244,蔡美娥,1586,獨立董事,0
245,黃亦翔,1586,董事長兼總經理,1487
246,呂永恭,1586,董事,1401
247,大立高分子工(股)-吳家權,1586,董事,551
248,戴文成,1586,董事,2135
249,謝玲,1586,董事,5652
250,羅泳秋,1586,董事,1386
251,廖仁傑,1586,會計主管,0
252,陳益莊,1586,財務主管,5
253,吳家權,1586,法人代表,375
254,黃淑芳,1586,協理,48
255,謝玠閔,1586,其他職務,115
256,劉淨怡,1586,大股東,7698
257,永紘投顧(有),1586,大股東,10
258,吳志偉,1586,大股東,6082
259,呂曉真,1586,大股東,1902
260,宋美珍,1586,大股東,2406
261,家全投資(股),1586,大股東,5428
262,張嘉文,1586,大股東,1535
263,吳金榮,1591,獨立董事,0
264,鄭鶴欣,1591,獨立董事,0
265,蕭庭郎,1591,獨立董事,0
266,江文洲,1591,董事長兼總經理,4657
267,丁重誠,1591,董事,163
268,王秀華,1591,董事,5
269,康連財,1591,董事,1486
270,張宏育,1591,董事,36
271,康哲銘,1591,經理,0
272,王淑菁,1591,副總,0
273,陳瑞春,1591,副總,0
274,張志豪,1591,財會主管,101
275,蘇信瑀,1591,大股東,956
276,黃俊育,1591,大股東,1363
277,廖萬隆,1591,大股東,1613
278,鄭能哥,1591,大股東,1411
279,鄭博文,1591,大股東,933
280,Chu Tung Inv(有),1591,大股東,5013
281,丁彥致,1591,大股東,679
282,林瑞祥,1591,大股東,1251
283,李穎哲,1593,總經理,0
284,郭維裕,1593,獨立董事,0
285,黃玉瑩,1593,獨立董事,0
286,林家振,1593,獨立董事,0
287,汪魯城,1593,董事兼副總,890
288,碩昌投資(股)-連子瑞,1593,董事兼協理,1841
289,李佳蓉,1593,董事兼協理,1391
290,徐鉦鑑,1593,董事長,828
291,陳金長,1593,經理,14
292,黃寧民,1593,副總/財會主管,12
293,吳兆平,1593,協理,70
294,呂旭東,1593,協理,282
295,連子瑞,1593,協理,0
296,王正榮,1593,大股東,1279
297,梁維中,1593,大股東,973
298,許添華,1593,大股東,1172
299,蔡朝輝,1593,大股東,809
300,蔡肇保,1593,大股東,778
301,陳榮傑,1593,大股東,690
302,呂學博,1595,獨立董事,0
303,楊嘉銘,1595,獨立董事,0
304,曾昌彥,1595,監察人,1301
305,王關生,1595,監察人,0
306,唐世翰,1595,董事兼副總,2312
307,魏景川,1595,董事兼副總,1016
308,張鴻明,1595,董事長兼總經理,2272
309,呂理宏,1595,董事,73
310,林昇平,1595,董事,63
311,蔡龍泉,1595,董事,153
312,陳軒儀,1595,財會主管,17
313,簡麗真,1595,協理,489
314,久業投資(股),1595,大股東,232
315,優志旺(股),1595,大股東,1764
316,鴻磊投資(有),1595,大股東,2796
317,翔名科技(股),1595,大股東,2880
318,貿森投資(有),1595,大股東,2263
319,群鋒投資(有),1595,大股東,1598
320,晴美投資(有),1595,大股東,2130
321,昱如投資(股),1595,大股東,1308
322,林志聰,1599,獨立董事,0
323,蔡明堂,1599,獨立董事,0
324,黃惠輝,1599,董事兼副總,69
325,鍾登凱,1599,董事兼副總,920
326,鍾杰霖,1599,董事長兼總經理,5452
327,蔡玉萍,1599,董事,0
328,王文來,1599,副總,0
329,林東閔,1599,副總,25
330,林佳慧,1599,財會主管,0
331,緯華投資(股),1599,大股東,3710
332,鍾亞成,1599,大股東,3409
333,杰成國際(股),1599,大股東,6514
334,建和投資(股),1599,大股東,3651
335,國宸股份有限(股),1599,大股東,3321
336,富弘投資(股),1599,大股東,3761
337,宏佳騰動力科,1599,大股東,2738
338,BESTRIGHT WO(有),1599,大股東,2668
339,CHESTER HK(股),1599,大股東,5078
340,黃滿生,1742,獨立董事,0
341,潘兆偉,1742,獨立董事,0
342,盧陽正,1742,獨立董事,0
343,尚品投資(股)-邱森祥,1742,監察人,10
344,格林山(有)-洪玉升,1742,監察人,451
345,格林山(有)-洪玉婷,1742,監察人,451
346,林哲印,1742,董事長兼總經理,8820
347,遠進(股)-許吟竹,1742,董事,5741
348,遠進(股)-李久恒,1742,董事,5741
349,陳建福,1742,董事,1
350,易利隆投資(股)-林姿均,1742,董事,10
351,遠進(股)-林文哲,1742,副董,5741
352,廖振淵,1742,財會主管,0
353,李久恒,1742,法人代表,212
354,李瑋,1742,大股東,1327
355,卓識(股),1742,大股東,4840
356,林志龍,1742,大股東,1533
357,黃宗元,1742,大股東,4782
358,黃造蓉,1742,大股東,2055
359,黃鈴茹,1742,大股東,2060
360,福祿壽園區(股),1742,大股東,2000
361,黃德民,1742,大股東,1544
362,王朝琴,1752,獨立董事,0
363,張博仁,1752,獨立董事,0
364,蘇二郎,1752,獨立董事,0
365,王玉杯,1752,董事兼總經理,5012
366,陳本松,1752,董事兼副總,5470
367,陳立賢,1752,董事長,3765
368,林志隆,1752,董事,45
369,陳本忠,1752,副總,4245
370,蔡文泳,1752,財會主管,18
371,陳逸修,1752,協理,39
372,黃國慶,1752,協理,84
373,林勝利,1752,協理,10
374,宋智仁,1752,協理,2
375,松(土反)投資(股),1752,大股東,3738
376,正兆投資(股),1752,大股東,20014
377,正龍投資(股),1752,大股東,2816
378,立光投資(股),1752,大股東,3201
379,陳本霖,1752,大股東,2883
380,陳本龍,1752,大股東,3795
381,王義烽,1777,總經理,7
382,王英基,1777,獨立董事,0
383,陳奇銘,1777,獨立董事,0
384,安富興業(股)-高源豐,1777,監察人,1
385,吳國明,1777,監察人,0
386,陳水清,1777,監察人,787
387,生達化學製藥(股)-蕭振明,1777,董事長,3188
388,百事達投資(股)-范滋庭,1777,董事,4146
389,蔡俊澤,1777,董事,413
390,莊美琪,1777,財會主管,26
391,范滋庭,1777,法人代表,1
392,蕭振明,1777,法人代表,379
393,林旺鴻,1777,協理,0
394,盈生投資(股),1777,大股東,2845
395,怡發科技(股),1777,大股東,666
396,范進財,1777,大股東,475
397,莊秀英,1777,大股東,512
398,鄭森豪,1777,大股東,2026
399,葉翠雯,1777,大股東,520
400,呂芳榕,1781,獨立董事,0
401,黃恒獎,1781,獨立董事,0
402,楊國碩,1781,監察人,869
403,李芸萱,1781,監察人,303
404,楊國和,1781,董事長兼總經理,1913
405,洪郁峰,1781,董事,683
406,連淑真,1781,董事,2528
407,李淑芬,1781,副總/財會主管,169
408,安志忠,1781,協理,0
409,徐朝平,1781,大股東,689
410,李紹弘,1781,大股東,2060
411,邱美玲,1781,大股東,2693
412,葉麗卿,1781,大股東,1118
413,鉅旺生技(股),1781,大股東,1238
414,新旺生醫(股),1781,大股東,1121
415,康清原,1784,總經理,59
416,劉天來,1784,總經理,90
417,黃少華,1784,獨立董事,0
418,盛保熙,1784,獨立董事,0
419,顏文熙,1784,獨立董事,36
420,蔡政憲,1784,董事長,1300
421,創源生物科技(股)-張漢東,1784,董事,1703
422,張文正,1784,董事,993
423,坤倫投資(股)-梁世明,1784,董事,1133
424,黃慧欣,1784,副總,0
425,劉佩怡,1784,財會主管,4
426,梁世明,1784,法人代表,240
427,席宇廷,1784,協理,0
428,高茂涵,1784,協理,0
429,黃弘維,1784,協理,0
430,黃政哲,1784,大股東,1151
431,丁元投資(股),1784,大股東,3220
432,蔡慈芳,1784,大股東,1097
433,美東投資(股),1784,大股東,694
434,恒聯投資(股),1784,大股東,1428
435,吳昌伯,1785,獨立董事,0
436,吳美慧,1785,獨立董事,0
437,方振名,1785,獨立董事,0
438,黃啟峰,1785,董事兼總經理,4580
439,馬堅勇,1785,董事長,347
440,財團法人榮仁-黃俊義,1785,董事,288
441,台灣鋼鐵(有)-林輝政,1785,董事,2005
442,玉璟(有)-經卓穎,1785,董事,1
443,昇原投資(股)-洪本展,1785,董事,10405
444,鍾怡歡,1785,副總,51
445,陳澤輝,1785,財會主管,40
446,黃明山,1785,協理,80
447,胡書華,1785,協理,119
448,歐克勤,1785,協理,119
449,彰銀託杰拉德,1785,大股東,39500
450,宏誠創業投資(股),1785,大股東,8000
451,易昇鋼鐵(股),1785,大股東,40000
452,森鉅科技材料(股),1785,大股東,22826
453,華盛國際投資(股),1785,大股東,5000
454,陳土波,1785,大股東,3852
455,陳泰正,1785,大股東,2212
456,陳嘉雄,1785,大股東,3800
457,莊千又,1788,獨立董事,0
458,簡志誠,1788,獨立董事,0
459,智品興業(股)-李怡萱,1788,監察人,387
460,中鈺投資(股)-陳俊宏,1788,監察人,40
461,高和實業(股)-許德賢,1788,監察人,51
462,陳國師,1788,董事兼總經理,823
463,杏昌投資(股)-李映芬,1788,董事兼財務主管,6071
464,高林實業(股)-李忠良,1788,董事長,2100
465,高林實業(股)-李錫祿,1788,董事,2100
466,江秉勳,1788,董事,1251
467,杏昌投資(股)-陳炳昌,1788,董事,6071
468,杏昌投資(股)-吳雲明,1788,董事,6071
469,張耀元,1788,會計主管,12
470,蔡岳峰,1788,副總,0
471,謝志福,1788,副總,173
472,李映芬,1788,財務主管,186
473,吳雲明,1788,法人代表,409
474,陳炳昌,1788,法人代表,640
475,智新投資(股),1788,大股東,3172
476,渣打富達北星,1788,大股東,1952
477,渣打富達低價,1788,大股東,1489
478,憬興投資(股),1788,大股東,104
479,艾立世股份有(股),1788,大股東,570
480,蘭華投資(股),1788,大股東,1305
481,林世勳,1796,獨立董事,0
482,邱芳才,1796,獨立董事,0
483,陳宗民,1796,獨立董事,0
484,金晉德,1796,董事兼總經理,388
485,張曉莉,1796,董事長,1424
486,陳本霖,1796,董事,441
487,佳格食品(股)-YAO STEVEN,1796,董事,2145
488,朝建投資(股)-邱女珠,1796,董事,947
489,松延酵素(股)-紀宜仁,1796,董事,849
490,蕭興義,1796,副總,1002
491,蘇琪棉,1796,財會主管,99
492,邱女珠,1796,法人代表,52
493,紀宜仁,1796,法人代表,341
494,張家駱,1796,大股東,590
495,長利奈米生物(股),1796,大股東,605
496,白鴻曉,1796,大股東,1231
497,吉盟緻(有),1796,大股東,1245
498,江傑清,1796,大股東,644
499,James Aiping,1799,總經理,150
500,陳彥松,1799,獨立董事,0
501,葛之剛,1799,獨立董事,11
502,廖繼洲,1799,獨立董事,100
503,Bayberry Man-James Aipi,1799,董事兼總經理,5791
504,林翰飛,1799,董事長,3000
505,張振忠,1799,董事,1588
506,中華世紀投資(股)-張子成,1799,董事,38136
507,中華世紀投資(股)-張志成,1799,董事,38136
508,李世仁,1799,董事,2638
509,吳雪君,1799,財會主管,3
510,林伯蜂,1799,大股東,2177
511,Eternity Asi(有),1799,大股東,12498
512,丁勇志,1799,大股東,1600
513,陳建宏,1799,大股東,1645
514,曾振源,1799,大股東,1600
515,蔡瑞聰,1799,大股東,2215
516,李瑞賢,1813,總經理,143
517,林育嬌,1813,獨立董事,0
518,何如祥,1813,獨立董事,0
519,張文堂,1813,獨立董事,0
520,宋一新,1813,董事長,2268
521,張立徽,1813,董事,0
522,新加坡依視路(股)-代表人1,1813,董事,4155
523,葉慧貞,1813,董事,960
524,倪鏡如,1813,副總,202
525,陸芸平,1813,財會主管,0
526,黃明珍,1813,大股東,627
527,道華顧問(股),1813,大股東,452
528,寶島光學科技(股),1813,大股東,6266
529,蘇清田,1813,大股東,773
530,蘇淑鈴,1813,大股東,503
531,許邦駿,1813,大股東,511
532,陳建勳,1813,大股東,520
533,張晉碩,1815,總經理,920
534,陳壁程,1815,總經理,510
535,彭文相,1815,總經理,500
536,陳厚銘,1815,獨立董事,0
537,薛富井,1815,獨立董事,0
538,聶建中,1815,獨立董事,0
539,張元賓,1815,董事長,6199
540,張綺蘭,1815,董事,10
541,商領投資(股)-林育杉,1815,董事,2887
542,德隆倉儲裝卸(股)-張必宏,1815,董事,3031
543,歐陽弘,1815,董事,6
544,達泰投資(股)-陳正雄,1815,董事,57734
545,劉安倉,1815,會計主管,1
546,曾永銘,1815,副總/財務主管,453
547,張校康,1815,副總,77
548,謝銘男,1815,副總,153
549,陳正雄,1815,法人代表,1876
550,張必宏,1815,法人代表,71
551,張致源,1815,協理,255
552,胡銘倫,1815,協理,50
553,吳運旭,1815,協理,205
554,林正松,1815,協理,276
555,林聖尊,1815,協理,208
556,鄭名峰,1815,協理,182
557,陳德寬,1815,協理,153
558,鴻奇煤氣分裝(有),1815,大股東,3496
559,花旗台DFA 核,1815,大股東,2574
560,花旗次元新興,1815,大股東,3052
561,邱明春,1815,大股東,4120
562,台新銀信託產,1815,大股東,5000
563,愛地雅工業(股),1815,大股東,11243
564,蔡明洲,2035,總經理,35
565,蔡明曉,2035,獨立董事,0
566,張清和,2035,獨立董事,0
567,連文濱,2035,獨立董事,0
568,經濟部(股)-吳豐盛,2035,董事長,40476
569,臺灣銀行(股)-吳炳松,2035,董事,74802
570,臺灣銀行(股)-陳世珍,2035,董事,74802
571,中國鋼鐵(股)-陳守道,2035,董事,29861
572,兆盈投資開發(股)-梁平勇,2035,董事,8898
573,兆盈投資開發(股)-黃景聰,2035,董事,8898
574,聯安投資(股)-吳竹山,2035,董事,4141
575,經濟部(股)-王明隆,2035,董事,40476
576,劉岳前,2035,會計主管,0
577,林俊吉,2035,副總,41
578,鄭明正,2035,副總,8
579,林郁,2035,財務主管,0
580,吳豐盛,2035,法人代表,26
581,陳世珍,2035,法人代表,5
582,龔上達,2035,其他職務,138
583,聯輝開發(股),2035,大股東,32050
584,燁輝企業(股),2035,大股東,39553
585,華南商業銀行(股),2035,大股東,16075
586,第一商業銀行(股),2035,大股東,11821
587,欣邦投資開發(股),2035,大股東,7224
588,國錩事業(股),2035,大股東,21328
589,王慶龍,2061,獨立董事,22
590,林沛珍,2061,獨立董事,0
591,鄭淑貞,2061,獨立董事,0
592,陳福得,2061,董事長兼總經理,3897
593,明泰投資(股)-陳信宇,2061,董事,7627
594,明泰投資(股)-陳姵如,2061,董事,7627
595,明泰投資(股)-陳操斐,2061,董事,7627
596,黃中庸,2061,經理,682
597,王文英,2061,會計主管,62
598,黃麗玲,2061,財務主管,133
599,陳操斐,2061,法人代表,1206
600,陳信宇,2061,法人代表,4289
601,陳姵如,2061,法人代表,588
602,蔡玉賢,2061,其他職務,0
603,銓鈦投資(股),2061,大股東,2958
604,張琪敏,2061,大股東,717
605,江建輝,2061,大股東,1242
606,吳雪琴,2061,大股東,5719
607,李勝奇,2061,大股東,953
608,周忠賢,2061,大股東,1862
609,陳文哲,2063,獨立董事,0
610,黃北豪,2063,獨立董事,0
611,蘇勝嘉,2063,獨立董事,0
612,林上安,2063,董事兼總經理,784
613,杜泰源,2063,董事長,3400
614,世豐螺絲(股)-陳駿彥,2063,董事,1500
615,張玉林,2063,董事,481
616,蔡青城,2063,副總,163
617,王文寬,2063,副總,0
618,鄭守傑,2063,財會主管,10
619,陳駿彥,2063,法人代表,10
620,富邦產物保險(股),2063,大股東,1161
621,隆源投資(有),2063,大股東,1855
622,杜廖麗卿,2063,大股東,1042
623,承銘投資(股),2063,大股東,3581
624,冠逸投資(股),2063,大股東,2596
625,風騰投資(股),2063,大股東,1533
626,楊春美,2063,大股東,1115
627,劉重明,2063,大股東,969
628,陳志冠,2064,獨立董事,500
629,曾琬婷,2064,獨立董事,0
630,藍緯民,2064,獨立董事,0
631,陳譽,2064,董事長兼總經理,3959
632,郭森祥,2064,董事,3003
633,歐仲軒,2064,董事,1078
634,高進義,2064,董事,2773
635,蕭良賢,2064,副總,9
636,張廷宇,2064,財會主管,0
637,松旺管理顧問(有),2064,大股東,6510
638,建新電機(有),2064,大股東,7361
639,陳秀宜,2064,大股東,3927
640,陳貝宜,2064,大股東,3915
641,陳陽輝,2064,大股東,2871
642,顏慧容,2064,大股東,3667
643,歐瑞耀,2064,大股東,3352
644,陳駿彥,2065,總經理,504
645,黃孝信,2065,獨立董事,0
646,方惠玲,2065,獨立董事,0
647,翁銘章,2065,獨立董事,0
648,杜泰源,2065,董事長,145
649,世豐投資(股)-侯榮顯,2065,董事,4204
650,杜金陵,2065,董事,0
651,張儀蓁,2065,董事,595
652,陳秀珠,2065,協理/財會主管,137
653,陳得麟,2065,大股東,2712
654,唯聖投資(有),2065,大股東,2369
655,林孝慈受託信,2065,大股東,1068
656,謝爾利投資(股),2065,大股東,1395
657,麗泰(股),2065,大股東,6888
658,景程投資(股),2065,大股東,1188
659,渣打託管歐洲,2065,大股東,656
660,吳森富,2066,總經理,76
661,余征諴,2066,獨立董事,0
662,梁定澎,2066,獨立董事,0
663,黃金川,2066,獨立董事,0
664,曾飛誠,2066,董事兼協理,1
665,世紀投資(股)-陳光裕,2066,董事長,7118
666,"Schermbach,",2066,董事,0
667,岡部株式會社(股)-山崎康信,2066,董事,3032
668,王偉仲,2066,經理,0
669,王智弘,2066,經理,26
670,陳柏彰,2066,經理,0
671,顏蘋,2066,副總/會計主管,113
672,宋茂林,2066,副總,0
673,陳全勝,2066,副總,2
674,邱煒倫,2066,副理,0
675,唐貞觀,2066,副理,0
676,郭小菁,2066,副理,0
677,陳怡樺,2066,財務主管,0
678,陳光裕,2066,法人代表,6869
679,曾韋鈞,2066,協理,0
680,陳明源,2066,協理,0
681,陳俊雄,2066,其他職務,1
682,莊清惠,2066,大股東,1040
683,王秀娟,2066,大股東,1112
684,呈宇投資(有),2066,大股東,1077
685,貿匯企業(股),2066,大股東,1939
686,陳富美,2066,大股東,1083
687,裕璽投資(股),2066,大股東,1821
688,鄭守益,2066,大股東,831
689,曹恒健,2067,總經理,265
690,陳萬彬,2067,獨立董事,85
691,邱勤善,2067,獨立董事,0
692,吳金滿,2067,監察人,484
693,呂政偉,2067,監察人,6
694,林忠輝,2067,監察人,0
695,維昱(股)-溫順來,2067,董事兼副總,11120
696,維昱(股)-曹光照,2067,董事長,11120
697,陳毓麟,2067,董事,94
698,維昱(股)-曹鈞翔,2067,董事,11120
699,賴端訓,2067,董事,547
700,蘇國璋,2067,董事,0
701,鄭湘純,2067,會計主管,12
702,溫順來,2067,副總,141
703,維昱(股)-曹恒健,2067,副董兼總經理,11120
704,蕭景淑,2067,財務主管,1
705,曹鈞翔,2067,法人代表,242
706,曹光照,2067,法人代表,2
707,VINCERA GROW(有),2067,大股東,747
708,永豐永豐代理,2067,大股東,3050
709,林哲光,2067,大股東,868
710,華準創業投資(股),2067,大股東,2019
711,裕基創業投資(股),2067,大股東,1494
712,賴育志,2067,大股東,1307
713,賴育誠,2067,大股東,734
714,臺灣新光商業,2067,大股東,781
715,蔡麗雲,2067,大股東,4323
716,吳俊男,2070,總經理,3702
717,李佳相,2070,獨立董事,0
718,蔡承穎,2070,獨立董事,0
719,蔡瑜真,2070,獨立董事,0
720,洋鎧投資(股)-吳俊男,2070,董事長兼總經理,4359
721,潤茂投資(股)-吳虹臻,2070,董事,3169
722,潘傳德,2070,董事,777
723,蔡侑霖,2070,董事,223
