code,type,name,group,market
4543,股票,萬在,電機機械,上櫃
4549,股票,桓達,電機機械,上櫃
4550,股票,長佳,電機機械,上櫃
4554,股票,橙的,其他電子業,上櫃
4556,股票,旭然,其他業,上櫃
4561,股票,健椿,電機機械,上櫃
4563,股票,百德,電機機械,上櫃
4568,股票,科際精密,電機機械,上櫃
4609,股票,唐鋒,電器電纜,上櫃
4702,股票,中美實,化學工業,上櫃
4706,股票,大恭,化學工業,上櫃
4707,股票,磐亞,化學工業,上櫃
4711,股票,永純,化學工業,上櫃
4712,股票,南璋,食品工業,上櫃
4714,股票,永捷,化學工業,上櫃
4716,股票,大立,化學工業,上櫃
4721,股票,美琪瑪,化學工業,上櫃
4726,股票,永昕,生技醫療業,上櫃
4728,股票,雙美,生技醫療業,上櫃
4729,股票,熒茂,光電業,上櫃
4735,股票,豪展,生技醫療業,上櫃
4736,股票,泰博,生技醫療業,上櫃
4741,股票,泓瀚,化學工業,上櫃
4743,股票,合一,生技醫療業,上櫃
4744,股票,皇將,生技醫療業,上櫃
4745,股票,合富-KY,生技醫療業,上櫃
4747,股票,強生,生技醫療業,上櫃
4754,股票,國碳科,化學工業,上櫃
4767,股票,誠泰科技,化學工業,上櫃
4803,股票,VHQ-KY,文化創意業,上櫃
4804,股票,大略-KY,觀光事業,上櫃
4806,股票,昇華,文化創意業,上櫃
4903,股票,聯光通,通信網路業,上櫃
4905,股票,台聯電,通信網路業,上櫃
4907,股票,富宇,建材營造業,上櫃
4908,股票,前鼎,通信網路業,上櫃
4909,股票,新復興,通信網路業,上櫃
4911,股票,德英,生技醫療業,上櫃
4924,股票,欣厚-KY,電腦及週邊設備業,上櫃
4933,股票,友輝,光電業,上櫃
4939,股票,亞電,電子零組件業,上櫃
4944,股票,兆遠,光電業,上櫃
4946,股票,辣椒,文化創意業,上櫃
4947,股票,昂寶-KY,半導體業,上櫃
4950,股票,牧東,其他業,上櫃
4953,股票,緯軟,資訊服務業,上櫃
4966,股票,譜瑞-KY,半導體業,上櫃
4971,股票,IET-KY,半導體業,上櫃
4972,股票,湯石照明,光電業,上櫃
4973,股票,廣穎,半導體業,上櫃
4974,股票,亞泰,電子零組件業,上櫃
4979,股票,華星光,通信網路業,上櫃
4987,股票,科誠,電腦及週邊設備業,上櫃
4991,股票,環宇-KY,半導體業,上櫃
4995,股票,晶達,光電業,上櫃
5009,股票,榮剛,鋼鐵工業,上櫃
5011,股票,久陽,鋼鐵工業,上櫃
5013,股票,強新,鋼鐵工業,上櫃
5014,股票,建錩,鋼鐵工業,上櫃
5015,股票,華祺,鋼鐵工業,上櫃
5016,股票,松和,鋼鐵工業,上櫃
5102,股票,富強,橡膠工業,上櫃
5201,股票,凱衛,資訊服務業,上櫃
5202,股票,力新,資訊服務業,上櫃
5205,股票,中茂,其他電子業,上櫃
5206,股票,坤悅,建材營造業,上櫃
5209,股票,新鼎,資訊服務業,上櫃
5210,股票,寶碩,資訊服務業,上櫃
5211,股票,蒙恬,資訊服務業,上櫃
5212,股票,凌網,資訊服務業,上櫃
5213,股票,亞昕,建材營造業,上櫃
5220,股票,萬達光電,光電業,上櫃
5223,股票,安力-KY,電腦及週邊設備業,上櫃
5227,股票,立凱-KY,電子零組件業,上櫃
5230,股票,雷笛克光學,光電業,上櫃
5245,股票,智晶,光電業,上櫃
5251,股票,天鉞電,光電業,上櫃
5263,股票,智崴,文化創意業,上櫃
5272,股票,笙科,半導體業,上櫃
5274,股票,信驊,半導體業,上櫃
5276,股票,達輝-KY,其他業,上櫃
5278,股票,尚凡,電子商務,上櫃
5281,股票,大峽谷-KY,光電業,上櫃
5287,股票,數字,電子商務,上櫃
5289,股票,宜鼎,電腦及週邊設備業,上櫃
5291,股票,邑昇,電子零組件業,上櫃
5299,股票,杰力,半導體業,上櫃
5301,股票,寶得利,觀光事業,上櫃
5302,股票,太欣,半導體業,上櫃
5304,股票,鼎創達,電腦及週邊設備業,上櫃
5306,股票,桂盟,其他業,上櫃
5309,股票,系統電,電子零組件業,上櫃
5310,股票,天剛,資訊服務業,上櫃
5312,股票,寶島科,生技醫療業,上櫃
5314,股票,世紀,半導體業,上櫃
5315,股票,光聯,光電業,上櫃
5317,股票,凱美,電子零組件業,上櫃
5321,股票,友銓,電子零組件業,上櫃
5324,股票,士開,建材營造業,上櫃
5328,股票,華容,電子零組件業,上櫃
5340,股票,建榮,電子零組件業,上櫃
5344,股票,立衛,半導體業,上櫃
5345,股票,天揚,電子零組件業,上櫃
5347,股票,世界,半導體業,上櫃
5348,股票,系通,通信網路業,上櫃
5349,股票,先豐,電子零組件業,上櫃
5351,股票,鈺創,半導體業,上櫃
5353,股票,台林,通信網路業,上櫃
5355,股票,佳總,電子零組件業,上櫃
5356,股票,協益,電腦及週邊設備業,上櫃
5364,股票,力麗店,觀光事業,上櫃
5371,股票,中光電,光電業,上櫃
5381,股票,合正,電子零組件業,上櫃
5383,股票,金利,其他電子業,上櫃
5386,股票,青雲,電腦及週邊設備業,上櫃
5392,股票,應華,光電業,上櫃
5398,股票,慕康生醫,電子零組件業,上櫃
5403,股票,中菲,資訊服務業,上櫃
5410,股票,國眾,資訊服務業,上櫃
5425,股票,台半,半導體業,上櫃
5426,股票,振發,電腦及週邊設備業,上櫃
5432,股票,達威,光電業,上櫃
5438,股票,東友,電腦及週邊設備業,上櫃
5439,股票,高技,電子零組件業,上櫃
5443,股票,均豪,光電業,上櫃
5450,股票,寶聯通,電腦及週邊設備業,上櫃
5452,股票,佶優,其他電子業,上櫃
5455,股票,昇益,建材營造業,上櫃
5457,股票,宣德,電子零組件業,上櫃
5460,股票,同協,電子零組件業,上櫃
5464,股票,霖宏,電子零組件業,上櫃
5465,股票,富驊,電腦及週邊設備業,上櫃
5468,股票,凱鈺,半導體業,上櫃
5474,股票,聰泰,電腦及週邊設備業,上櫃
5475,股票,德宏,電子零組件業,上櫃
5478,股票,智冠,文化創意業,上櫃
5480,股票,統盟,電子零組件業,上櫃
5481,股票,新華,電子零組件業,上櫃
5483,股票,中美晶,半導體業,上櫃
5487,股票,通泰,半導體業,上櫃
5488,股票,松普,電子零組件業,上櫃
5489,股票,彩富,其他電子業,上櫃
5490,股票,同亨,電腦及週邊設備業,上櫃
5493,股票,三聯,其他電子業,上櫃
5498,股票,凱崴,電子零組件業,上櫃
5508,股票,永信建,建材營造業,上櫃
5511,股票,德昌,建材營造業,上櫃
5512,股票,力麒,建材營造業,上櫃
5514,股票,三豐,建材營造業,上櫃
5516,股票,雙喜,建材營造業,上櫃
5520,股票,力泰,建材營造業,上櫃
5523,股票,豐謙,建材營造業,上櫃
5529,股票,志嘉,建材營造業,上櫃
5530,股票,龍巖,其他業,上櫃
5536,股票,聖暉,其他電子業,上櫃
5543,股票,崇佑-KY,建材營造業,上櫃
5601,股票,台聯櫃,航運業,上櫃
5603,股票,陸海,航運業,上櫃
5604,股票,中連貨,航運業,上櫃
5609,股票,中菲行,航運業,上櫃
5701,股票,劍湖山,觀光事業,上櫃
5703,股票,亞都,觀光事業,上櫃
5704,股票,老爺知,觀光事業,上櫃
5820,股票,日盛金,金融保險業,上櫃
5864,股票,致和證,金融保險業,上櫃
5878,股票,台名,金融保險業,上櫃
5902,股票,德記,貿易百貨業,上櫃
5903,股票,全家,貿易百貨業,上櫃
5904,股票,寶雅,貿易百貨業,上櫃
5905,股票,南仁湖,貿易百貨業,上櫃
6015,股票,宏遠證,金融保險業,上櫃
6016,股票,康和證,金融保險業,上櫃
6020,股票,大展證,金融保險業,上櫃
6021,股票,大慶證,金融保險業,上櫃
6023,股票,元大期,金融保險業,上櫃
6026,股票,福邦證,金融保險業,上櫃
6101,股票,寬魚國際,文化創意業,上櫃
6103,股票,合邦,半導體業,上櫃
6104,股票,創惟,半導體業,上櫃
6109,股票,亞元,通信網路業,上櫃
6111,股票,大宇資,文化創意業,上櫃
6113,股票,亞矽,電子通路業,上櫃
6114,股票,久威,電子零組件業,上櫃
6118,股票,建達,電子通路業,上櫃
6121,股票,新普,電腦及週邊設備業,上櫃
6122,股票,擎邦,電機機械,上櫃
6123,股票,上奇,電腦及週邊設備業,上櫃
6124,股票,業強,電子零組件業,上櫃
6125,股票,廣運,光電業,上櫃
6126,股票,信音,電子零組件業,上櫃
6127,股票,九豪,電子零組件業,上櫃
6129,股票,普誠,半導體業,上櫃
6130,股票,星寶國際,生技醫療業,上櫃
6134,股票,萬旭,電子零組件業,上櫃
6138,股票,茂達,半導體業,上櫃
6140,股票,訊達,資訊服務業,上櫃
6143,股票,振曜,通信網路業,上櫃
6144,股票,得利影,文化創意業,上櫃
6146,股票,耕興,其他電子業,上櫃
6147,股票,頎邦,半導體業,上櫃
6148,股票,驊宏資,資訊服務業,上櫃
6150,股票,撼訊,電腦及週邊設備業,上櫃
6151,股票,晉倫,其他電子業,上櫃
6154,股票,順發,電子通路業,上櫃
6156,股票,松上,電子零組件業,上櫃
6158,股票,禾昌,電子零組件業,上櫃
6160,股票,欣技,電腦及週邊設備業,上櫃
6161,股票,捷波,電腦及週邊設備業,上櫃
6163,股票,華電網,通信網路業,上櫃
6167,股票,久正,光電業,上櫃
6169,股票,昱泉,文化創意業,上櫃
6170,股票,統振,通信網路業,上櫃
6171,股票,亞銳士,建材營造業,上櫃
6173,股票,信昌電,電子零組件業,上櫃
6174,股票,安碁,電子零組件業,上櫃
6175,股票,立敦,電子零組件業,上櫃
6179,股票,亞通,其他業,上櫃
6180,股票,橘子,文化創意業,上櫃
6182,股票,合晶,半導體業,上櫃
6185,股票,幃翔,電子零組件業,上櫃
6186,股票,新潤,建材營造業,上櫃
6187,股票,萬潤,其他電子業,上櫃
6188,股票,廣明,電腦及週邊設備業,上櫃
6190,股票,萬泰科,通信網路業,上櫃
6194,股票,育富,電子零組件業,上櫃
6195,股票,詩肯,貿易百貨業,上櫃
6198,股票,凌泰,半導體業,上櫃
6199,股票,天品,其他業,上櫃
6203,股票,海韻電,電子零組件業,上櫃
6204,股票,艾華,電子零組件業,上櫃
6207,股票,雷科,電子零組件業,上櫃
6208,股票,日揚,電子零組件業,上櫃
6210,股票,慶生,電子零組件業,上櫃
6212,股票,理銘,建材營造業,上櫃
6217,股票,中探針,電子零組件業,上櫃
6218,股票,豪勉,通信網路業,上櫃
6219,股票,富旺,建材營造業,上櫃
6220,股票,岳豐,電子零組件業,上櫃
6221,股票,晉泰,資訊服務業,上櫃
6222,股票,上揚,電腦及週邊設備業,上櫃
6223,股票,旺矽,半導體業,上櫃
6227,股票,茂綸,電子通路業,上櫃
6228,股票,全譜,電腦及週邊設備業,上櫃
6229,股票,研通,半導體業,上櫃
6231,股票,系微,資訊服務業,上櫃
6233,股票,旺玖,半導體業,上櫃
6234,股票,高僑,光電業,上櫃
6236,股票,康呈,其他業,上櫃
6237,股票,驊訊,半導體業,上櫃
6238,股票,勝麗,其他電子業,上櫃
6240,股票,松崗,資訊服務業,上櫃
6241,股票,易通展,通信網路業,上櫃
6242,股票,立康,生技醫療業,上櫃
6244,股票,茂迪,光電業,上櫃
6245,股票,立端,通信網路業,上櫃
6246,股票,臺龍,光電業,上櫃
6247,股票,淇譽電,其他電子業,上櫃
6248,股票,沛波,鋼鐵工業,上櫃
6259,股票,百徽,電子零組件業,上櫃
6261,股票,久元,半導體業,上櫃
6263,股票,普萊德,通信網路業,上櫃
6264,股票,富裔,建材營造業,上櫃
6265,股票,方土昶,電子通路業,上櫃
6266,股票,泰詠,電子零組件業,上櫃
6270,股票,倍微,電子通路業,上櫃
6274,股票,台燿,電子零組件業,上櫃
6275,股票,元山,其他電子業,上櫃
6276,股票,安鈦克,電腦及週邊設備業,上櫃
6279,股票,胡連,電子零組件業,上櫃
6284,股票,佳邦,電子零組件業,上櫃
6287,股票,元隆,半導體業,上櫃
6290,股票,良維,電子零組件業,上櫃
6291,股票,沛亨,半導體業,上櫃
6292,股票,迅德,電子零組件業,上櫃
6294,股票,智基,文化創意業,上櫃
6404,股票,通訊-KY,資訊服務業,上櫃
6411,股票,晶焱,半導體業,上櫃
6417,股票,韋僑,通信網路業,上櫃
6418,股票,詠昇,電子零組件業,上櫃
6419,股票,京晨科,光電業,上櫃
6425,股票,易發,電機機械,上櫃
6426,股票,統新,通信網路業,上櫃
6432,股票,今展科,電子零組件業,上櫃
6435,股票,大中,半導體業,上櫃
6438,股票,迅得,其他電子業,上櫃
6441,股票,廣錠,電腦及週邊設備業,上櫃
6446,股票,藥華藥,生技醫療業,上櫃
6457,股票,紘康,半導體業,上櫃
6461,股票,益得,生技醫療業,上櫃
6462,股票,神盾,半導體業,上櫃
6465,股票,威潤,通信網路業,上櫃
6469,股票,大樹,生技醫療業,上櫃
6470,股票,宇智,通信網路業,上櫃
6472,股票,保瑞,生技醫療業,上櫃
6482,股票,弘煜科,文化創意業,上櫃
6485,股票,點序,半導體業,上櫃
6486,股票,互動,通信網路業,上櫃
6488,股票,環球晶,半導體業,上櫃
6492,股票,生華科,生技醫療業,上櫃
6494,股票,九齊,半導體業,上櫃
6496,股票,科懋,生技醫療業,上櫃
6497,股票,亞獅康-KY,生技醫療業,上櫃
6499,股票,益安,生技醫療業,上櫃
6506,股票,雙邦,化學工業,上櫃
6508,股票,惠光,農業科技業,上櫃
6509,股票,聚和,化學工業,上櫃
6510,股票,精測,半導體業,上櫃
6512,股票,啟發電,其他電子業,上櫃
6514,股票,芮特-KY,通信網路業,上櫃
6523,股票,達爾膚,生技醫療業,上櫃
6530,股票,創威,通信網路業,上櫃
6532,股票,瑞耘,半導體業,上櫃
6535,股票,順藥,生技醫療業,上櫃
6538,股票,倉和,電子零組件業,上櫃
6542,股票,隆中,文化創意業,上櫃
6547,股票,高端疫苗,生技醫療業,上櫃
6548,股票,長科,光電業,上櫃
6556,股票,勝品,光電業,上櫃
6560,股票,欣普羅,光電業,上櫃
6561,股票,是方,通信網路業,上櫃
6568,股票,宏觀,半導體業,上櫃
6569,股票,醫揚,生技醫療業,上櫃
6570,股票,維田,電腦及週邊設備業,上櫃
6574,股票,霈方,生技醫療業,上櫃
6576,股票,逸達,生技醫療業,上櫃
6577,股票,勁豐,電腦及週邊設備業,上櫃
6578,股票,達邦蛋白,農業科技業,上櫃
6590,股票,普鴻,資訊服務業,上櫃
6593,股票,台灣銘板,資訊服務業,上櫃
6594,股票,展匯科,半導體業,上櫃
6596,股票,寬宏藝術,文化創意業,上櫃
6603,股票,富強鑫,電機機械,上櫃
6609,股票,瀧澤科,電機機械,上櫃
6612,股票,奈米醫材,生技醫療業,上櫃
6613,股票,朋億,其他電子業,上櫃
6615,股票,慧智,生技醫療業,上櫃
6616,股票,特昇-KY,其他業,上櫃
6640,股票,均華,半導體業,上櫃
6643,股票,M31,半導體業,上櫃
6654,股票,天正國際,其他電子業,上櫃
6664,股票,群翊,電子零組件業,上櫃
6667,股票,信紘科,其他電子業,上櫃
6803,股票,崑鼎,其他業,上櫃
7402,股票,邑錡,光電業,上櫃
8024,股票,佑華,半導體業,上櫃
8027,股票,鈦昇,電機機械,上櫃
8032,股票,光菱,電子通路業,上櫃
8034,股票,榮群,通信網路業,上櫃
8038,股票,長園科,電子零組件業,上櫃
8040,股票,九暘,半導體業,上櫃
8042,股票,金山電,電子零組件業,上櫃
8043,股票,蜜望實,電子零組件業,上櫃
8044,股票,網家,電子商務,上櫃
8047,股票,星雲,其他電子業,上櫃
8048,股票,德勝,通信網路業,上櫃
8049,股票,晶采,光電業,上櫃
8050,股票,廣積,電腦及週邊設備業,上櫃
8054,股票,安國,半導體業,上櫃
8059,股票,凱碩,通信網路業,上櫃
8064,股票,東捷,光電業,上櫃
8066,股票,來思達,貿易百貨業,上櫃
8067,股票,志旭,電子通路業,上櫃
8068,股票,全達,電子通路業,上櫃
8069,股票,元太,光電業,上櫃
8071,股票,能率網通,電子零組件業,上櫃
8074,股票,鉅橡,電子零組件業,上櫃
8076,股票,伍豐,電腦及週邊設備業,上櫃
8077,股票,洛碁,觀光事業,上櫃
8080,股票,奧斯特,電子零組件業,上櫃
8083,股票,瑞穎,電機機械,上櫃
8084,股票,巨虹,電子通路業,上櫃
8085,股票,福華,其他電子業,上櫃
8086,股票,宏捷科,半導體業,上櫃
8087,股票,華鎂鑫,光電業,上櫃
8088,股票,品安,半導體業,上櫃
8091,股票,翔名,電子零組件業,上櫃
8092,股票,建暐,其他電子業,上櫃
8093,股票,保銳,電子零組件業,上櫃
8096,股票,擎亞,電子通路業,上櫃
8097,股票,常珵,通信網路業,上櫃
8099,股票,大世科,資訊服務業,上櫃
8107,股票,大億金茂,電機機械,上櫃
8109,股票,博大,電子零組件業,上櫃
8111,股票,立碁,光電業,上櫃
8121,股票,越峰,電子零組件業,上櫃
8147,股票,正淩,電子零組件業,上櫃
8155,股票,博智,電子零組件業,上櫃
8171,股票,天宇,通信網路業,上櫃
8176,股票,智捷,通信網路業,上櫃
8182,股票,加高,電子零組件業,上櫃
8183,股票,精星,其他電子業,上櫃
8234,股票,新漢,電腦及週邊設備業,上櫃
8240,股票,華宏,光電業,上櫃
8255,股票,朋程,電機機械,上櫃
8277,股票,商丞,半導體業,上櫃
8279,股票,生展,生技醫療業,上櫃
8287,股票,英格爾,電子零組件業,上櫃
8289,股票,泰藝,電子零組件業,上櫃
8291,股票,尚茂,電子零組件業,上櫃
8299,股票,群聯,半導體業,上櫃
8342,股票,益張,其他業,上櫃
8349,股票,恒耀,鋼鐵工業,上櫃
8354,股票,冠好,塑膠工業,上櫃
8358,股票,金居,電子零組件業,上櫃
8383,股票,千附,其他電子業,上櫃
8390,股票,金益鼎,其他業,上櫃
8401,股票,白紗科,其他業,上櫃
8403,股票,盛弘,生技醫療業,上櫃
8406,股票,金可-KY,生技醫療業,上櫃
8409,股票,商之器,生技醫療業,上櫃
8410,股票,森田,電腦及週邊設備業,上櫃
8415,股票,大國鋼,鋼鐵工業,上櫃
8416,股票,實威,資訊服務業,上櫃
8418,股票,捷必勝-KY,其他業,上櫃
8420,股票,明揚,其他業,上櫃
8421,股票,旭源,其他業,上櫃
8423,股票,保綠-KY,其他業,上櫃
8424,股票,惠普,建材營造業,上櫃
8426,股票,紅木-KY,其他業,上櫃
8431,股票,匯鑽科,其他電子業,上櫃
8432,股票,東生華,生技醫療業,上櫃
8433,股票,弘帆,貿易百貨業,上櫃
8435,股票,鉅邁,其他業,上櫃
8436,股票,大江,生技醫療業,上櫃
8437,股票,大地-KY,其他業,上櫃
8440,股票,綠電,其他業,上櫃
8444,股票,綠河-KY,其他業,上櫃
8446,股票,華研,文化創意業,上櫃
8450,股票,霹靂,文化創意業,上櫃
8455,股票,大拓-KY,其他電子業,上櫃
8472,股票,夠麻吉,電子商務,上櫃
8476,股票,台境,其他業,上櫃
8477,股票,創業家,電子商務,上櫃
8489,股票,三貝德,文化創意業,上櫃
8905,股票,裕國,其他業,上櫃
8906,股票,花王,其他業,上櫃
8908,股票,欣雄,油電燃氣業,上櫃
8913,股票,全銓,其他業,上櫃
8916,股票,光隆,其他業,上櫃
8917,股票,欣泰,油電燃氣業,上櫃
8921,股票,沈氏,其他業,上櫃
8923,股票,時報,文化創意業,上櫃
8924,股票,大田,其他業,上櫃
8927,股票,北基,油電燃氣業,上櫃
8928,股票,鉅明,其他業,上櫃
8929,股票,富堡,其他業,上櫃
8930,股票,青鋼,鋼鐵工業,上櫃
8931,股票,大汽電,油電燃氣業,上櫃
8932,股票,宏大,其他業,上櫃
8933,股票,愛地雅,其他業,上櫃
8934,股票,衡平,其他業,上櫃
8935,股票,邦泰,其他業,上櫃
8936,股票,國統,其他業,上櫃
8937,股票,合騏,其他業,上櫃
8938,股票,明安,其他業,上櫃
8941,股票,關中,貿易百貨業,上櫃
8942,股票,森鉅,其他業,上櫃
9949,股票,琉園,文化創意業,上櫃
9950,股票,萬國通,塑膠工業,上櫃
9951,股票,皇田,電機機械,上櫃
9960,股票,邁達康,貿易百貨業,上櫃
9962,股票,有益,鋼鐵工業,上櫃
8916A,特別股,光隆甲特,其他業,上櫃
911613,臺灣存託憑證,特藝-DR,,上櫃
01014S,受益證券-資產基礎證券,93中信貸a,,上櫃
01015S,受益證券-資產基礎證券,93中信貸b,,上櫃
01016S,受益證券-資產基礎證券,93中信貸c,,上櫃
01017S,受益證券-資產基礎證券,93中信貸d,,上櫃
01102S,受益證券-資產基礎證券,971標準B,,上櫃
01107S,受益證券-資產基礎證券,031中租賃A,,上櫃
01108S,受益證券-資產基礎證券,031中租賃B,,上櫃
01109S,受益證券-資產基礎證券,051中租賃A,,上櫃
01110S,受益證券-資產基礎證券,051中租賃B,,上櫃
1101,股票,台泥,水泥工業,上市
1102,股票,亞泥,水泥工業,上市
1103,股票,嘉泥,水泥工業,上市
1104,股票,環泥,水泥工業,上市
1108,股票,幸福,水泥工業,上市
1109,股票,信大,水泥工業,上市
1110,股票,東泥,水泥工業,上市
1201,股票,味全,食品工業,上市
1203,股票,味王,食品工業,上市
1210,股票,大成,食品工業,上市
1213,股票,大飲,食品工業,上市
1215,股票,卜蜂,食品工業,上市
1216,股票,統一,食品工業,上市
1217,股票,愛之味,食品工業,上市
1218,股票,泰山,食品工業,上市
1219,股票,福壽,食品工業,上市
1220,股票,台榮,食品工業,上市
1225,股票,福懋油,食品工業,上市
1227,股票,佳格,食品工業,上市
1229,股票,聯華,食品工業,上市
1231,股票,聯華食,食品工業,上市
1232,股票,大統益,食品工業,上市
1233,股票,天仁,食品工業,上市
1234,股票,黑松,食品工業,上市
1235,股票,興泰,食品工業,上市
1236,股票,宏亞,食品工業,上市
1256,股票,鮮活果汁-KY,食品工業,上市
1262,股票,綠悅-KY,其他業,上市
1301,股票,台塑,塑膠工業,上市
1303,股票,南亞,塑膠工業,上市
1304,股票,台聚,塑膠工業,上市
1305,股票,華夏,塑膠工業,上市
1307,股票,三芳,塑膠工業,上市
1308,股票,亞聚,塑膠工業,上市
1309,股票,台達化,塑膠工業,上市
1310,股票,台苯,塑膠工業,上市
1312,股票,國喬,塑膠工業,上市
1313,股票,聯成,塑膠工業,上市
1314,股票,中石化,塑膠工業,上市
1315,股票,達新,塑膠工業,上市
1316,股票,上曜,化學工業,上市
1319,股票,東陽,塑膠工業,上市
1321,股票,大洋,塑膠工業,上市
1323,股票,永裕,塑膠工業,上市
1324,股票,地球,塑膠工業,上市
1325,股票,恆大,塑膠工業,上市
1326,股票,台化,塑膠工業,上市
1337,股票,再生-KY,塑膠工業,上市
1338,股票,廣華-KY,汽車工業,上市
1339,股票,昭輝,塑膠工業,上市
1340,股票,勝悅-KY,塑膠工業,上市
1341,股票,富林-KY,塑膠工業,上市
1402,股票,遠東新,紡織纖維,上市
1409,股票,新纖,紡織纖維,上市
1410,股票,南染,紡織纖維,上市
1413,股票,宏洲,紡織纖維,上市
1414,股票,東和,紡織纖維,上市
1416,股票,廣豐,紡織纖維,上市
1417,股票,嘉裕,紡織纖維,上市
1418,股票,東華,紡織纖維,上市
1419,股票,新紡,紡織纖維,上市
1423,股票,利華,紡織纖維,上市
1432,股票,大魯閣,貿易百貨業,上市
1434,股票,福懋,紡織纖維,上市
1435,股票,中福,其他業,上市
1436,股票,華友聯,建材營造業,上市
1437,股票,勤益控,其他業,上市
1438,股票,裕豐,建材營造業,上市
1439,股票,中和,紡織纖維,上市
1440,股票,南紡,紡織纖維,上市
1441,股票,大東,紡織纖維,上市
1442,股票,名軒,建材營造業,上市
1443,股票,立益,紡織纖維,上市
1444,股票,力麗,紡織纖維,上市
1445,股票,大宇,紡織纖維,上市
1446,股票,宏和,紡織纖維,上市
1447,股票,力鵬,紡織纖維,上市
1449,股票,佳和,紡織纖維,上市
1451,股票,年興,紡織纖維,上市
1452,股票,宏益,紡織纖維,上市
1453,股票,大將,紡織纖維,上市
1454,股票,台富,紡織纖維,上市
1455,股票,集盛,紡織纖維,上市
1456,股票,怡華,紡織纖維,上市
1457,股票,宜進,紡織纖維,上市
1459,股票,聯發,紡織纖維,上市
1460,股票,宏遠,紡織纖維,上市
1463,股票,強盛,紡織纖維,上市
1464,股票,得力,紡織纖維,上市
1465,股票,偉全,紡織纖維,上市
1466,股票,聚隆,紡織纖維,上市
1467,股票,南緯,紡織纖維,上市
1468,股票,昶和,紡織纖維,上市
1470,股票,大統新創,紡織纖維,上市
1471,股票,首利,電子零組件業,上市
1472,股票,三洋紡,紡織纖維,上市
1473,股票,台南,紡織纖維,上市
1474,股票,弘裕,紡織纖維,上市
1475,股票,本盟,紡織纖維,上市
1476,股票,儒鴻,紡織纖維,上市
1477,股票,聚陽,紡織纖維,上市
1503,股票,士電,電機機械,上市
1504,股票,東元,電機機械,上市
1506,股票,正道,電機機械,上市
1507,股票,永大,電機機械,上市
1512,股票,瑞利,電機機械,上市
1513,股票,中興電,電機機械,上市
1514,股票,亞力,電機機械,上市
1515,股票,力山,電機機械,上市
1516,股票,川飛,其他業,上市
1517,股票,利奇,電機機械,上市
1519,股票,華城,電機機械,上市
1521,股票,大億,電機機械,上市
1522,股票,堤維西,電機機械,上市
1524,股票,耿鼎,電機機械,上市
1525,股票,江申,電機機械,上市
1526,股票,日馳,電機機械,上市
1527,股票,鑽全,電機機械,上市
1528,股票,恩德,電機機械,上市
1529,股票,樂士,電機機械,上市
1530,股票,亞崴,電機機械,上市
1531,股票,高林股,電機機械,上市
1532,股票,勤美,電機機械,上市
1533,股票,車王電,電機機械,上市
1535,股票,中宇,電機機械,上市
1536,股票,和大,電機機械,上市
1537,股票,廣隆,電機機械,上市
1538,股票,正峰新,電機機械,上市
1539,股票,巨庭,電機機械,上市
1540,股票,喬福,電機機械,上市
1541,股票,錩泰,電機機械,上市
1558,股票,伸興,電機機械,上市
1560,股票,中砂,電機機械,上市
1568,股票,倉佑,電機機械,上市
1582,股票,信錦,電子零組件業,上市
1583,股票,程泰,電機機械,上市
1587,股票,吉茂,電機機械,上市
1589,股票,永冠-KY,電機機械,上市
1590,股票,亞德客-KY,電機機械,上市
1592,股票,英瑞-KY,電機機械,上市
1598,股票,岱宇,生技醫療業,上市
1603,股票,華電,電器電纜,上市
1604,股票,聲寶,電器電纜,上市
1605,股票,華新,電器電纜,上市
1608,股票,華榮,電器電纜,上市
1609,股票,大亞,電器電纜,上市
1611,股票,中電,電器電纜,上市
1612,股票,宏泰,電器電纜,上市
1614,股票,三洋電,電器電纜,上市
1615,股票,大山,電器電纜,上市
1616,股票,億泰,電器電纜,上市
1617,股票,榮星,電器電纜,上市
1618,股票,合機,電器電纜,上市
1626,股票,艾美特-KY,電器電纜,上市
1701,股票,中化,生技醫療業,上市
1702,股票,南僑,食品工業,上市
1707,股票,葡萄王,生技醫療業,上市
1708,股票,東鹼,化學工業,上市
1709,股票,和益,化學工業,上市
1710,股票,東聯,化學工業,上市
1711,股票,永光,化學工業,上市
1712,股票,興農,化學工業,上市
1713,股票,國化,化學工業,上市
1714,股票,和桐,化學工業,上市
1717,股票,長興,化學工業,上市
1718,股票,中纖,化學工業,上市
1720,股票,生達,生技醫療業,上市
1721,股票,三晃,化學工業,上市
1722,股票,台肥,化學工業,上市
1723,股票,中碳,化學工業,上市
1724,股票,台硝,化學工業,上市
1725,股票,元禎,化學工業,上市
1726,股票,永記,化學工業,上市
1727,股票,中華化,化學工業,上市
1730,股票,花仙子,化學工業,上市
1731,股票,美吾華,生技醫療業,上市
1732,股票,毛寶,化學工業,上市
1733,股票,五鼎,生技醫療業,上市
1734,股票,杏輝,生技醫療業,上市
1735,股票,日勝化,化學工業,上市
1736,股票,喬山,生技醫療業,上市
1737,股票,臺鹽,食品工業,上市
1760,股票,寶齡富錦,生技醫療業,上市
1762,股票,中化生,生技醫療業,上市
1773,股票,勝一,化學工業,上市
1776,股票,展宇,化學工業,上市
1783,股票,和康生,生技醫療業,上市
1786,股票,科妍,生技醫療業,上市
1789,股票,神隆,生技醫療業,上市
