dealer,code,BuySell
凱基-台北,2640,18
土銀-彰化,2640,-20
統一-敦南,2640,10
凱基-市政,2640,-20
富邦-新竹,2640,7
國票-安和,2640,-17
美林,2640,6
新光,2640,-9
華南永昌-中正,2640,5
兆豐證券,2640,-7
國泰-敦南,2640,4
統一,2640,-5
新加坡商瑞銀,2640,4
群益金鼎-內湖,2640,-5
元大-新營,2640,4
富邦-復興,2640,-5
永豐金證券,2640,4
元富-松德,2640,-4
摩根大通,2640,3
宏遠-高雄,2640,-4
凱基-新店,2640,3
統一-平鎮,2640,-4
合庫-台南,2640,2
統一-南京,2640,-3
元富-埔里,2640,2
富邦-陽明,2640,-3
康和,2640,2
永豐金-虎尾,2640,-3
玉山-台中,2640,2
台新-松江,2640,-2
凱基-城中,2641,149
華南永昌-斗六,2641,-100
凱基-台北,2641,105
富邦-新莊,2641,-58
統一,2641,70
元大-金門,2641,-55
富邦-樹林,2641,59
元富-新店,2641,-49
台灣摩根士丹利,2641,56
元大-北港,2641,-40
群益金鼎-海山,2641,50
群益金鼎-開元,2641,-38
元大-館前,2641,43
群益金鼎-古亭,2641,-35
大昌,2641,34
富邦-八德,2641,-35
致和-高雄,2641,30
凱基-站前,2641,-30
國票-彰化,2641,30
凱基-嘉義,2641,-30
兆豐-員林,2641,26
台新證券,2641,-29
元大-嘉義,2641,26
群益金鼎-大興,2641,-25
凱基-台南,2641,23
元大-南崁,2641,-25
國票證券,2641,20
美商高盛,2641,-23
新加坡商瑞銀,2641,20
凱基-南崁,2641,-22
兆豐-民生,2643,12
富邦-士林,2643,-10
凱基-市府,2643,9
中國信託-文心,2643,-5
元大-華山,2643,4
美商高盛,2643,-4
高橋-龍潭,2643,3
富邦-八德,2643,-4
華南永昌-古亭,2643,3
永豐金-竹科,2643,-4
兆豐-桃園,2643,2
統一-板橋,2643,-3
群益金鼎-嘉義,2643,2
國票-安和,2643,-2
華南永昌-虎尾,2643,2
第一金-新竹,2643,-2
永豐金-中盛,2643,2
富邦-建國,2643,-2
新加坡商瑞銀,2643,1
永豐金-桃園,2643,-2
中國信託-永康,2643,1
臺銀-鳳山,2643,-1
兆豐-來福,2643,1
國泰-新莊,2643,-1
新光-台南,2643,1
群益金鼎-永和,2643,-1
群益金鼎-民權,2643,1
凱基-中港,2643,-1
富邦-彰化,2643,1
凱基-台北,2643,-1
中國信託-忠孝,2718,4
合庫證券,2718,-2
國票-博愛,2718,2
永豐金-萬盛,2718,-2
第一金-光復,2718,1
元富-城東,2718,-2
兆豐-桃園,2718,1
玉山-台中,2718,-2
華南永昌-鳳山,2718,1
富邦-建國,2718,-1
元大-新竹經國,2718,0
台新證券,2719,46
台新-新營,2719,-24
致和-佳里,2719,15
統一-仁愛,2719,-20
玉山-新竹,2719,10
康和-仁愛,2719,-20
台新-台中,2719,10
富邦-府城,2719,-16
凱基-板橋,2719,7
康和-石牌,2719,-15
臺銀-高雄,2719,5
元大-佳里,2719,-8
凱基-桃園,2719,5
富邦-中和,2719,-7
華南永昌-高雄,2719,5
華南永昌-板橋,2719,-6
元大-大甲,2719,5
永豐金-虎尾,2719,-6
兆豐-板橋,2719,4
第一金-高雄,2719,-5
群益金鼎-丹鳳,2719,4
(牛牛牛)亞-鑫豐,2719,-5
元大-台北,2719,4
元大-竹東,2719,-5
元大-林園,2719,4
元大-桃園,2719,-5
元大-仁愛,2719,4
統一-桃園,2719,-4
元大-新竹經國,2719,4
玉山-左營,2719,-4
臺銀-高雄,2724,0
台新證券,2726,18
富邦證券,2726,-19
富邦-大墩,2726,17
富邦-台南,2726,-12
凱基-羅東,2726,10
國泰-台中,2726,-5
元富,2726,5
群益金鼎-東湖,2726,-4
元大-民生,2726,5
永豐金-桃盛,2726,-4
口袋證券,2726,2
台灣企銀,2726,-3
元富-敦南,2726,2
元富-同大,2726,-3
兆豐-竹北,2726,2
群益金鼎-大甲,2726,-3
凱基-站前,2726,2
華南永昌-台中,2726,-3
富邦-新竹,2726,2
永豐金-彰化,2726,-3
元大證券,2726,2
台新-台中,2726,-2
元大-南崁,2726,2
台新-建北,2726,-2
永豐金-中和,2726,2
統一-三多,2726,-2
國泰-敦南,2726,2
第一金-員林,2726,-2
德信,2726,1
新光,2726,-2
華南永昌-中正,2729,63
台灣摩根士丹利,2729,-27
富邦-南京,2729,48
群益金鼎,2729,-16
凱基-台北,2729,19
永豐金證券,2729,-14
摩根大通,2729,16
凱基-站前,2729,-14
永豐金-敦南,2729,10
台新-台南,2729,-9
康和-延平,2729,9
國泰-高雄,2729,-8
中國信託-三重,2729,8
國泰-敦南,2729,-7
國票證券,2729,8
美林,2729,-7
統一-敦南,2729,7
凱基,2729,-7
統一,2729,7
元富-新竹,2729,-4
群益金鼎-永和,2729,6
華南永昌-楠梓,2729,-4
元大-內湖,2729,6
元大-善化,2729,-4
元大-桃興,2729,6
合庫-台中,2729,-4
國票-敦北法人,2729,5
新光,2729,-3
新加坡商瑞銀,2729,3
元富-新興,2729,-3
摩根大通,2732,49
新加坡商瑞銀,2732,-52
富邦-仁愛,2732,28
福邦證券,2732,-49
統一-內湖,2732,20
凱基-台北,2732,-45
台新證券,2732,19
美商高盛,2732,-34
臺銀-民權,2732,15
兆豐證券,2732,-31
富邦-永和,2732,15
統一,2732,-21
凱基,2732,10
第一金-自由,2732,-12
永豐金-新店,2732,10
永豐金-新莊,2732,-10
第一金-華江,2732,8
玉山-新竹,2732,-8
永豐金-信義,2732,8
中國信託,2732,-7
國票證券,2732,7
華南永昌-頭份,2732,-7
永豐金證券,2732,7
元大-金門,2732,-7
臺銀-金山,2732,7
凱基-宜蘭,2732,-5
國泰-敦南,2732,6
元大-彰化,2732,-5
華南永昌-台中,2732,6
土銀-高雄,2732,-4
元大-竹科,2734,85
群益金鼎-高雄,2734,-39
摩根大通,2734,34
富邦-忠孝,2734,-28
永豐金-苓雅,2734,16
新光,2734,-25
台新-建北,2734,14
台新證券,2734,-17
富邦-仁愛,2734,11
統一-仁愛,2734,-15
合庫-桃園,2734,10
富邦-西壢,2734,-15
富邦-文化,2734,10
兆豐-城中,2734,-13
臺銀-高雄,2734,9
兆豐-桃園,2734,-11
兆豐-忠孝,2734,9
元大-府城,2734,-11
兆豐-東門,2734,9
富邦-南員林,2734,-11
元大-小港,2734,8
統一-新台中,2734,-10
國票-天祥,2734,7
兆豐-鹿港,2734,-10
凱基-市政,2734,7
玉山-士林,2734,-10
永豐金-台南,2734,7
元大-土城,2734,-10
永豐金-內湖,2734,6
元大-樹林,2734,-10
凱基-台北,2736,77
華南永昌-板橋,2736,-81
(牛牛牛)亞-鑫豐,2736,31
統一-士林,2736,-45
群益金鼎-民權,2736,31
富邦-台南,2736,-29
富邦-羅東,2736,30
富邦-竹東,2736,-22
台新證券,2736,25
元大-和平,2736,-22
群益金鼎-大興,2736,23
臺銀-臺南,2736,-21
元大-彰化,2736,23
美好-高雄,2736,-20
群益金鼎-松山,2736,20
兆豐-桃鶯,2736,-20
華南永昌-台南,2736,20
兆豐-三民,2736,-19
台灣摩根士丹利,2736,19
元大-雙和,2736,-19
凱基-中壢,2736,17
元大-左營,2736,-18
元大-南投,2736,14
元大-彰化民生,2736,-17
國票-南崁,2736,13
元大-員林中山,2736,-15
華南永昌-鶯歌,2736,13
永豐金-台中,2736,-14
元大-草屯,2736,13
國泰-敦南,2736,-13
永豐金-市政,2740,0
元大-敦化,2745,59
合庫-西台中,2745,-54
新光,2745,43
台新證券,2745,-31
摩根大通,2745,31
元富-城東,2745,-22
元大-館前,2745,19
第一金,2745,-11
宏遠-中和,2745,18
台新-高雄,2745,-11
元大-大益,2745,17
華南永昌-鳳山,2745,-10
富邦-高雄,2745,15
元大-台南,2745,-10
第一金-新興,2745,12
彰銀-台中,2745,-9
元大-博愛,2745,12
永豐金-台中,2745,-9
元大-北成功,2745,12
國票-台東,2745,-8
彰銀,2745,11
富邦-台南,2745,-8
亞東-板橋,2745,10
華南永昌-潮州,2745,-7
大昌-樹林,2745,10
元大-鳳中,2745,-7
群益金鼎-新竹,2745,10
元大-土城,2745,-7
凱基-台北,2745,10
美林,2745,-6
凱基-台北,2916,18
第一金-自由,2916,-40
國泰-台中,2916,16
富邦-建國,2916,-13
玉山-景美,2916,10
元大-清水,2916,-11
永豐金-屏東,2916,10
新光-桃園,2916,-10
華南永昌,2916,9
臺銀-臺南,2916,-7
兆豐-桃園,2916,8
群益金鼎-民權,2916,-7
台新-建北,2916,8
台灣企銀-豐原,2916,-5
兆豐-大安,2916,6
台灣企銀-太平,2916,-5
元富-新莊,2916,5
凱基-高美館,2916,-5
兆豐-岡山,2916,5
元大-天母,2916,-5
台新證券,2916,5
元大-和平,2916,-5
摩根大通,2916,5
富邦-台北,2916,-4
台新-中壢,2916,4
元大-大益,2916,-4
國泰-板橋,2916,4
安泰,2916,-3
統一-台中,2916,3
中農,2916,-3
國票-中正,2926,3
玉山-台中,2926,-1
群益金鼎-中壢,2926,2
台灣摩根士丹利,2926,-1
中國信託-中壢,2926,1
臺銀-新竹,2926,-1
永豐金-高雄,2926,0
富邦-板橋,2926,-1
永豐金-忠孝,2926,0
凱基-台北,2926,-1
中國信託-新竹,2926,0
元大-大天母,2926,-1
國泰-敦南,2926,0
元大-鳳中,2926,0
台新證券,2937,1
兆豐-三民,2937,-1
華南永昌-三重,2937,0
元大-南屯,2937,0
元大-沙鹿,2937,0
元大-太平,3064,1
台新證券,3064,-2
華南永昌-東勢,3064,1
元大-新竹經國,3064,0
華南永昌-鳳山,3064,0
富邦-成功,3064,0
富邦-復興,3066,10
元大-府城,3066,-26
新光,3066,8
台新-台南,3066,-2
統一-桃園,3066,5
美好-蘆洲,3066,-2
元大-莒光,3066,5
群益金鼎-嘉義,3066,-2
富邦-板橋中山,3066,4
凱基-台北,3066,-2
華南永昌-虎尾,3066,2
元大-沙鹿,3066,-2
富邦-三峽,3066,2
元大-學甲,3066,-2
元大-新盛,3066,2
元大-新莊,3066,-2
台新-新營,3066,1
美好-富順,3066,-1
第一金-中壢,3066,1
美好-泰山,3066,-1
元富-城東,3066,1
土銀-台南,3066,-1
台新-建北,3066,1
元富-大昌,3066,-1
凱基-頭份,3066,1
群益金鼎-三重,3066,-1
華南永昌-麻豆,3066,1
國泰-桃園,3066,-1
富邦-台南,3066,1
富邦-樹林,3066,-1
元大-鶯歌,3067,4
元大-新盛,3067,-2
群益金鼎-高盛,3067,1
群益金鼎-松山,3067,-2
國泰-忠孝,3067,1
台新-建北,3067,-2
華南永昌,3067,1
大昌,3067,-1
凱基-新莊,3067,1
元富-新莊,3067,-1
元大-西門,3067,1
元富-三重,3067,-1
康和-板橋,3067,1
元大-新莊,3067,-1
元大-淡水,3067,0
凱基-高雄,3067,0
富邦-陽明,3071,154
群益金鼎-天母,3071,-251
元大-龍潭,3071,110
美好-蘆洲,3071,-49
凱基-台北,3071,43
永豐金-忠孝,3071,-42
玉山-新莊,3071,40
兆豐證券,3071,-32
美好-富順,3071,30
富邦-建國,3071,-23
亞東,3071,29
合庫-台南,3071,-21
台新-高雄,3071,24
元大-大甲,3071,-20
高橋,3071,22
元大-汐止,3071,-19
華南永昌,3071,22
國泰-板橋,3071,-16
(牛牛牛)亞-鑫豐,3071,21
玉山-大里,3071,-14
富邦-東花蓮,3071,20
富邦-嘉義,3071,-14
高橋-龍潭,3071,19
元大-竹北,3071,-13
美商高盛,3071,17
玉山-高雄,3071,-12
新光,3071,15
富邦-北桃園,3071,-12
兆豐-台中港,3071,14
凱基-興隆,3071,-11
台灣摩根士丹利,3078,233
康和,3078,-279
華南永昌-中正,3078,226
凱基-高雄,3078,-256
新光,3078,197
永豐金證券,3078,-235
兆豐-桃鶯,3078,118
兆豐-台中港,3078,-149
元富,3078,105
富邦-建國,3078,-139
彰銀-七賢,3078,101
國票-敦北法人,3078,-132
華南永昌,3078,100
富邦證券,3078,-124
美商高盛,3078,96
群益金鼎-內湖,3078,-115
元大-中壢,3078,90
新加坡商瑞銀,3078,-102
凱基-台北,3078,89
美林,3078,-97
群益金鼎-大安,3078,80
新光-台中,3078,-96
元大-南崁,3078,78
元大-花蓮,3078,-93
中國信託,3078,73
統一-新竹,3078,-82
統一-金門,3078,72
永豐金-敦南,3078,-81
凱基-新店,3078,70
統一-彰化,3078,-75
元大-虎尾,3081,38
美林,3081,-249
美商高盛,3081,32
凱基-台北,3081,-83
德信-和平,3081,30
新加坡商瑞銀,3081,-72
中國信託-三重,3081,26
元大-豐原,3081,-30
元大-永和,3081,26
法銀巴黎,3081,-27
新光-台中,3081,25
群益金鼎-大安,3081,-20
大昌-新店,3081,19
元大-中壢,3081,-13
元大證券,3081,17
摩根大通,3081,-12
台灣摩根士丹利,3081,16
群益金鼎-台南,3081,-10
國票-中和,3081,14
國票-九鼎,3081,-10
元大-竹北,3081,14
中國信託-中壢,3081,-9
宏遠證券,3081,12
華南永昌-楠梓,3081,-9
兆豐-公益,3081,11
第一金-豐原,3081,-8
兆豐-麻豆,3081,10
台新證券,3081,-8
凱基-彰化,3081,10
永豐金-忠孝,3081,-8
凱基-台北,3083,12
國泰-敦南,3083,-15
摩根大通,3083,6
元富-緯城,3083,-5
永豐金-中正,3083,5
中國信託-忠孝,3083,-4
國泰-台南,3083,5
中國信託-中壢,3083,-4
第一金-員林,3083,4
國泰-台中,3083,-4
兆豐-寶成,3083,4
富邦-重新,3083,-4
臺銀-鳳山,3083,3
元大-北三重,3083,-4
兆豐-高雄,3083,3
元富-板橋,3083,-3
康和-嘉義,3083,3
新光,3083,-3
新光-台南,3083,3
群益金鼎-西松,3083,-3
凱基-新店,3083,3
凱基-三多,3083,-3
第一金-台南,3083,2
宏遠證券,3083,-2
新加坡商瑞銀,3083,2
中國信託-新竹,3083,-2
統一-中壢,3083,2
兆豐-城中,3083,-2
元富-新莊,3083,2
國票-南港,3083,-2
富邦-木柵,3085,3
中國信託-高雄,3085,-5
群益金鼎-東門,3085,2
群益金鼎-大甲,3085,-1
華南永昌-新莊,3085,1
華南永昌-朴子,3085,-1
華南永昌,3085,1
元大-東港,3085,-1
國泰-敦南,3085,1
臺銀-高雄,3085,0
新光-台中,3085,0
元大-太平,3085,0
新光,3086,1
群益金鼎-萬華,3086,-1
富邦-左營,3086,1
土銀-高雄,3086,-1
富邦-羅東,3086,1
富邦-員林,3086,-1
富邦-斗六,3086,1
富邦-南員林,3086,-1
元大-府城,3086,1
華南永昌-斗六,3086,-1
群益金鼎-新莊,3086,1
凱基-台北,3086,-1
臺銀-臺中,3086,1
台新-台中,3086,-1
永豐金-中和,3086,1
元大-大里德芳,3086,-1
元大-新店中正,3086,0
臺銀-高雄,3086,0
凱基-台北,3088,64
富邦證券,3088,-70
永全證券,3088,20
亞東,3088,-50
元大-大天母,3088,19
玉山-高雄,3088,-36
摩根大通,3088,18
富邦-北宜蘭,3088,-28
新加坡商瑞銀,3088,16
國泰-板橋,3088,-21
合庫-台南,3088,11
台灣摩根士丹利,3088,-18
光和,3088,11
大昌,3088,-14
兆豐-新營,3088,11
永豐金-南京,3088,-14
元大-員林中山,3088,11
美林,3088,-13
凱基-汐止,3088,10
永豐金-內湖,3088,-12
美商高盛,3088,10
永豐金-台南,3088,-12
第一金-員林,3088,10
港商野村,3088,-10
統一-新台中,3088,10
兆豐-東門,3088,-10
致和-金華,3088,10
富邦-新店,3088,-10
群益金鼎-永和,3088,10
元大-北投,3088,-10
富邦-仁愛,3089,4
凱基-台北,3089,-8
元大-苗栗,3089,4
國票-長城,3089,-5
凱基-三峽,3089,3
元大-北府,3089,-4
合庫-自強,3089,2
兆豐-天母,3089,-3
元大-斗六,3089,2
華南永昌-楠梓,3089,-2
元大-板橋三民,3089,2
台新-新莊,3089,-1
群益金鼎-中壢,3089,1
群益金鼎-台南,3089,1
臺銀,3089,1
北城證券,3089,1
富邦-新店,3089,1
元大-善化,3089,1
元大-鹿港,3089,0
凱基-斗六,3089,0
台新-左楠,3089,0
合庫-嘉義,3092,20
群益金鼎-海山,3092,-70
國泰-桃園,3092,20
港商野村,3092,-24
玉山-嘉義,3092,18
中國信託,3092,-20
永豐金-復興,3092,15
美商高盛,3092,-19
美好-蘆洲,3092,10
永豐金-板橋,3092,-16
玉山-台南,3092,10
美林,3092,-13
群益金鼎-丹鳳,3092,10
新加坡商瑞銀,3092,-11
元大-大甲,3092,10
統一-中壢,3092,-10
玉山-左營,3092,9
新光-新竹,3092,-10
玉山-大里,3092,9
永豐金-虎尾,3092,-10
富邦-陽明,3092,8
元富-大昌,3092,-9
群益金鼎-中港,3092,7
國泰-敦南,3092,-6
台灣摩根士丹利,3092,6
元富-虎尾,3092,-6
富邦-木柵,3092,6
永豐金-桃園,3092,-6
臺銀-民權,3092,5
統一-基隆,3092,-5
華南永昌-大安,3093,73
華南永昌-楠梓,3093,-26
凱基-台北,3093,64
美林,3093,-22
新加坡商瑞銀,3093,33
宏遠-光隆,3093,-19
台灣企銀,3093,24
群益金鼎-高盛,3093,-19
富邦-北桃園,3093,18
永豐金-羅東,3093,-19
凱基,3093,16
國泰-板橋,3093,-17
群益金鼎-民權,3093,15
凱基-中港,3093,-15
元大-小港,3093,13
港商野村,3093,-13
美商高盛,3093,11
群益金鼎-古亭,3093,-11
永豐金-松山,3093,11
日茂,3093,-10
元大-發財,3093,10
凱基-岡山,3093,-10
元富-西松,3093,7
富邦-北宜蘭,3093,-10
台新-高雄,3093,7
兆豐-復興,3093,-9
富邦-西壢,3093,7
永豐金-桃盛,3093,-9
兆豐-高雄,3093,6
國泰-敦南,3093,-9
元大-土城永寧,3095,41
永豐金-中正,3095,-21
第一金-光復,3095,1
(牛牛牛)亞-鑫豐,3095,-11
華南永昌-嘉義,3095,1
永豐金-羅東,3095,-6
富邦-宜蘭,3095,1
群益金鼎-東門,3095,-3
永豐金證券,3095,1
元大-彰化民生,3095,-2
元大-竹東,3095,1
元大-太平,3095,-1
元大-西門,3095,1
富邦-建國,3095,-1
群益金鼎-台中,3095,0
元大-天母,3095,-1
凱基-台北,3095,0
國泰-敦南,3095,0
元富-吉利,3095,0
合庫-桃園,3095,0
永豐金-永康,3095,0
華南永昌-新莊,3095,0
元富-大裕,3095,0
港商野村,3105,355
美林,3105,-236
台灣摩根士丹利,3105,154
凱基-台北,3105,-100
香港上海匯豐,3105,114
元大-敦南,3105,-77
美商高盛,3105,69
元大證券,3105,-54
統一,3105,52
第一金-華江,3105,-53
永豐金-內湖,3105,44
元大-嘉義,3105,-45
富邦-仁愛,3105,23
群益金鼎,3105,-35
新加坡商瑞銀,3105,20
元富-緯城,3105,-20
新光,3105,18
群益金鼎-三重,3105,-20
凱基-彰化,3105,15
永豐金證券,3105,-19
元大-新莊,3105,15
元大-鳳山,3105,-18
第一金-自由,3105,15
永豐金-高雄,3105,-17
國泰-台中,3105,13
國泰-敦南,3105,-16
花旗環球,3105,12
光和-和美,3105,-12
大昌,3105,12
摩根大通,3105,-10
台灣企銀-嘉義,3114,13
(牛牛牛)亞-鑫豐,3114,-11
富邦-台南,3114,10
玉山-嘉義,3114,-10
元富-世貿,3114,9
合庫-西台中,3114,-3
凱基-站前,3114,8
康和-台中,3114,-3
富邦-新竹,3114,7
玉山-板橋,3114,-3
宏遠-中和,3114,3
群益金鼎-開元,3114,-3
群益金鼎-古亭,3114,3
元大-頭份,3114,-3
富邦-員林,3114,3
元富-林園,3114,-2
元大-台中,3114,3
兆豐-來福,3114,-2
統一-新竹,3114,2
新光,3114,-2
高橋,3114,2
群益金鼎,3114,-2
台新-新營,3114,2
群益金鼎-萬華,3114,-2
致和-高雄,3114,1
凱基-豐中,3114,-2
新光-台中,3114,1
華南永昌-鳳山,3114,-2
新光-新竹,3114,1
富邦-木柵,3114,-2
美好,3115,2
統一,3115,-4
致和證券,3115,2
華南永昌-彰化,3115,-1
(牛牛牛)亞-鑫豐,3115,2
國票-台南,3115,-1
元富-台南,3115,0
元大-板橋三民,3115,0
群益金鼎-彰化,3118,20
台新證券,3118,-12
元大-豐原站前,3118,19
群益金鼎-南京,3118,-12
華南永昌-敦南,3118,10
富邦-桃園,3118,-10
群益金鼎-海山,3118,7
永豐金-新莊,3118,-7
凱基-台南,3118,6
凱基-站前,3118,-6
國泰-松江,3118,5
石橋證券,3118,-5
凱基-北門,3118,5
(牛牛牛)亞-鑫豐,3118,-3
元富-桃園,3118,4
元富-三重,3118,-3
元大-善化,3118,3
富邦-樹林,3118,-3
臺銀-新竹,3118,2
玉山-台南,3118,-2
玉山-高雄,3118,2
群益金鼎-內湖,3118,-2
玉山-左營,3118,2
群益金鼎-丹鳳,3118,-2
凱基-台北,3118,2
富邦-仁愛,3118,-2
元大-豐原,3118,2
元大-佳里,3118,-2
元大-北成功,3118,2
元大-福營,3118,-2
新光-台中,3122,9
國票-中港,3122,-20
新光,3122,5
元大-竹科,3122,-20
國票-內壢,3122,5
美商高盛,3122,-19
台新證券,3122,5
兆豐-新竹,3122,-8
凱基-三峽,3122,5
摩根大通,3122,-6
元大-福營,3122,5
富邦-台北,3122,-6
富邦-陽明,3122,4
國票-安和,3122,-5
臺銀-臺中,3122,3
新加坡商瑞銀,3122,-4
新光-桃園,3122,3
台新-台中,3122,-3
群益金鼎-丹鳳,3122,3
富邦-板橋,3122,-3
華南永昌-林口,3122,3
元富-烏日,3122,-2
元大-四維,3122,3
兆豐證券,3122,-2
合庫-自強,3122,2
凱基-虎尾,3122,-2
元富-林園,3122,2
元富-新店,3122,-1
統一-仁愛,3122,2
第一金-路竹,3122,-1
兆豐-桃鶯,3128,57
台新證券,3128,-38
富邦-新竹,3128,17
元富-中壢,3128,-24
國票-博愛,3128,15
凱基-台北,3128,-20
美商高盛,3128,14
光和-花壇,3128,-14
富邦-龍潭,3128,10
國泰-台中,3128,-10
群益金鼎-新店,3128,10
群益金鼎-館前,3128,-8
玉山-桃園,3128,8
元大-潮州,3128,-8
富邦-七賢,3128,8
美林,3128,-7
元大-龍潭,3128,7
摩根大通,3128,-7
群益金鼎-大甲,3128,6
富邦-陽明,3128,-7
富邦-三重,3128,6
第一金-台南,3128,-6
元富,3128,5
元大-羅東,3128,-6
凱基-台南,3128,5
統一-宜蘭,3128,-5
新光,3128,4
富邦-嘉義,3128,-5
元富-台南,3128,4
元大-敦化,3128,-5
國泰證券,3131,8
永豐金-竹北,3131,-5
凱基-台北,3131,7
群益金鼎-永和,3131,-3
永豐金證券,3131,3
華南永昌-忠孝,3131,-3
玉山-高雄,3131,3
元大-基隆孝二,3131,-3
元大-龍潭,3131,3
永豐金-鳳山,3131,-3
台灣摩根士丹利,3131,2
美林,3131,-2
港商野村,3131,2
新光,3131,-2
凱基-復興,3131,1
國泰-台中,3131,-1
合庫-台中,3131,1
新加坡商瑞銀,3131,-1
合庫-高雄,3131,1
合庫-新竹,3131,-1
兆豐-三重,3131,1
宏遠-民生,3131,-1
台新-建北,3131,1
第一金-光復,3131,-1
國泰-忠孝,3131,1
元富-松德,3131,-1
凱基-士林,3131,1
元富-信義,3131,-1
富邦-南京,3131,1
元富-桃園,3131,-1
新光,3141,79
美林,3141,-155
富邦-竹東,3141,22
群益金鼎-大安,3141,-121
台新證券,3141,20
新加坡商瑞銀,3141,-66
中國信託-三重,3141,20
美商高盛,3141,-54
群益金鼎-瑞豐,3141,20
凱基-台北,3141,-51
大展,3141,18
富邦-文化,3141,-50
華南永昌-中正,3141,17
