person_id:ID,name,:LABEL
4219ea3043d0a461cdf633b915300dbb,蘇義洲,Person
8947c5301b8d33562159396da17d32f6,郭重志,Person
0faf0902d3a0c016ba40c49416fe0c05,戴永文,Person
f34b01e1ef9469950aa12236bf73dabf,王國楨,Person
375291fa9dbe354f462cafd83da071c3,吳耀國,Person
cf3e8d61e6d6585613dd329c44e23ec1,周錦標,Person
22d8019957df25315d70db819512b5bc,張介銘,Person
ceac08c8d1cf7e3a927a9e1a8dc9156a,羅倫彬,Person
114239201051f3aa240f07b3508e77a9,威盛電子(股)-呂學忠,Person
0ba88a0e8857c44e414b10bd0bbcb812,黃欽基,Person
1c77c28bc1605ef21f8e5522e64d34bd,雙慶投資(股)-邱南枝,Person
25cc6dda94efa12981993c69b0327941,曾雄威,Person
d3296cd3279a30be43a5247dd8bb749a,李健全,Person
9f03160d1855b93f67787169f92796e3,鄭宏謀,Person
0577eab09681fef4138daadfb07e93c3,林書銘,Person
d705022bedde2e3c2747464bba6b22b7,黃明漢,Person
70cfd22fcf050987d38e456f22793ab2,群益開發企業(股)-翁素蕙,Person
c26b7b3db0702f6405fbaa13aad8c703,林正威,Person
6c6fd20d6494cd9b568c0e4920611c43,郭子維,Person
8a04e8c592bf8b7e59c0d0e88aad5ab7,力新投資(股)-黃永川,Person
bbeed4ca6b16d96cb6735b4c6842566f,黃有執,Person
22e036e16862f12da16ddf2c71edd201,鄭育玲,Person
8c95c2863048418ef3c8bc8e427d86c7,徐博文,Person
8a11b90b04223ca63f7e63a210784b33,陳秀菱,Person
71c0c2224ec1463337ef364be5fc8d11,古尚杰,Person
83a5cfc2c41771e5bca0995a403465aa,林玲妃,Person
864cbafcfe95dff0196077bd67d14e17,鄭書欣,Person
dd95fbcb3b57ce8f7c76d6a4390e3818,黃盈學,Person
96717a913c636b9f18c7cff466e57d58,張敦富,Person
783ace84bd0d25c6b0f987b95e68681c,王宗明,Person
7bcf3364884081d87a84d06418b0a1a0,呂兆傑,Person
f93d42cfd6820f6032e820b64dace260,呂泰榮,Person
14b37c434f731646ae7992abe78557b2,黃朋朋,Person
d01d5c106e2a0893dc9e9c063a2fe6f9,蕭又文,Person
585e8cf798978dd8c981e8e93e791004,洪正緯,Person
18c9a1d52d1eb5c977a3e8b57c3a1f68,高第投資(股)-金諭,Person
9ead1a9261d9853986eaa8b974f5d2d0,謝金生,Person
6ec52792b7bd853bfd7e5e78684871b9,陳偉文,Person
6b2a408e281e1207903ad7ee7e26a3f2,楊斯惠,Person
10910d151351c2be2b891169d13f7b0e,林祐瑜,Person
77e72337412381a8ca9d230bc0c47ae0,黃春敏,Person
ea827657828c7d64f5df5840f7685667,陳冠呈,Person
0b0b7d8edea0faa15cc5848f07dd828c,羅健雄,Person
baf6145de8dbc398816939d2919880b5,侯宣羽,Person
23d910a0bbe5ff5386a95d867cf65f86,楊信男,Person
6bf6f7761a86703a0e9788dbff943460,陳力源,Person
c504c93becd1c199d7dde5011c16383a,力麒建設(股)-張祥山,Person
ec8a83889036189a86701f0362d844dc,洪國超,Person
5d3ed372266f6fa216f91130927cde54,李渤昇,Person
30e95a143221f42bd151df54ee7503c7,生展生物科技(股)-陳威仁,Person
105990ea960e12f9514aee15e91015b1,張衍鈞,Person
3c441876c7e69e02acd8fbcf7396c860,徐光達,Person
14240660a73027771f2dc9e0b691ebd0,台新美興控股-張育維,Person
5e91396a3b95828873a102e800136de6,友通資訊(股)-田芝穎,Person
227a8cd145eef96835b3c2295c052dea,林育業,Person
592e6d9bd6a40fa1c0e2555e300a3e64,洪順興,Person
eaa8f441de929c117d04af809e7e87c0,趙國基,Person
534eb716ff48ab708aa5ffc4d6cd6504,魯明志,Person
dd0daa1e120e8f30cba05edc9cbb7e24,施志龍,Person
f3ba6240c8fb4728392debc8681d427e,王薇,Person
2934435298b370a2267625057355f806,葉忠岳,Person
3b85917105ec05740a1c94b0a5a64bc5,竹林投資(股)-陳俊廷,Person
0e3c2020e44d29d816d4659b2176d052,吳長智,Person
8ed0e4c5737bdb5ad7cfe48ece135e5f,吳建豐,Person
c23b3b0d3ceb57e2d4c2f2cbeb2801b5,蔡宗典,Person
5c4d58a34d1f8954a88d94c173c52054,陳孟吾,Person
5be0c37080fdc8fae1c0e3bb11adaadb,劉裕仁,Person
5129cb7eb0103e86ef2583535d08cea9,吳蒂芬,Person
0918c13f4a9d286e8e85b883859de0dd,蔡嘉培,Person
f4eb902a69736198d1be1edcfd495017,藍光宏,Person
30bd18fe72cab48d18474790275840ff,Alland Chee,Person
3d76130163961f043c9ee5109c32dd40,王忠義,Person
883414d959205ed20a61577c5546837f,羅昭甲,Person
eca7c4cb9fe24e8c8add1cdeef7fcd8e,高志斌,Person
551e92380b8f3ed3abfababfa3fb13fc,鄧富吉,Person
2e7532f40904fb6338c1b8b2b7f882c2,沈英銓,Person
daa61f77824f64219c211e55d25ae962,莊昆霖,Person
1f96406f666d5a9fbb89c4bdd80efffb,黃政勇,Person
b0c10c75354cc6cbf169e5f00605e180,逢運投資(股)-劉恒昌,Person
648d6c73199d3d77be95f42695651654,施大為,Person
aee4681b04388e0945c02958eec402fd,吳宏一,Person
9a8dddc389b00fe22749ca866761e94c,王精文,Person
3f36d509c001b0e96982801b04bf082f,陳沛然,Person
02f6515382b0897c0211a1d95e35130a,陳虹裕,Person
557b55dffa8f3beb4d87175ca71d2bbf,張玉青,Person
02ea3f6bc223e50b423200766e66c86e,謝載祥,Person
43d7ea270907a10e2df5bc18ffb67ed2,鐘碧賓,Person
10e26bb5575878ad19370631c41d2cfa,曹月霞,Person
3e43f9b5abaee4eb5c0b814543227ef8,勇源教育發展-陳致超,Person
e2078cb0818bd4a6b4a06c027354cff1,林開正,Person
e2f6cf8c993c93b2e5f1cb3496405cb1,李山龍,Person
dfbfe2c555232c145c3d4033958324b3,李炳賢,Person
8ed7290651bea03cc9d66e9c666a901a,謝煥宗,Person
eb3c169b83bf0ad66cd6b1bd2f922246,國亨化學(股)-尚德沛,Person
7c13769ab9171b4650721c568e0c4803,王詩捷,Person
b7b1af0145a5e6fd81b89b4c8ebd59ac,許金榮,Person
24cf2873358b6230696edc4c26d6a790,邱羅火,Person
f3ad00a993d90c5a036951d87464257c,長庚醫療財團法人,Person
3b97c857cbef5a78486e13ed2c3bef7f,左心強,Person
fd58dd6462fde0d0bec16d2e29341e6f,劉建宏,Person
094f320deff45dc3ec19860f3e93eb3a,廖文瑞,Person
85a4ad15c172e87b416d9c3af92b79ef,朱武獻,Person
136f1e16e864f2043a920e8fe6e31c9e,黃淑蘭,Person
28568537133face5e3727d88302b68ca,余靜宜,Person
faaf92f8586f80c5802b995fd7043903,戰語霈,Person
3cce3b01b90c84fbc848191f6959b0f3,林致遠,Person
ee5c7668b2de8dcb163fb2f7ec7349bb,童惠國,Person
0c8f443ad1420bcaa38bfdb0870286e5,程慶中,Person
589ac8452e98b7f021400834bab572dc,葉慶榮,Person
280f4b29ba25b3cf443db17e0ccd0526,盧修滿,Person
988ce355f9dfce4e8ae05cab5e79e143,Paul Anderse,Person
9464dcb443428a780f71a14d7e998162,李寵珍,Person
75864be18844e2e7233f88f977e9e76d,陳薇芝,Person
7523719b3ef5a997e1f5d4f807ca984d,鮑逸文,Person
4f59daaebe5df7697665d2df7b6ef823,徐文起,Person
