:START_ID,jobs,stock_num:int,:END_ID,:TYPE
d36c3efbc4455463743d9c37ca4a39fc,獨立董事,0,1777,employ_of
6e6b4c2d027ae8cf6197587a59ff0516,董事長兼總經理,12676,1777,employ_of
7db238ecc4fc09474e98605ab179d8af,董事,4846,1777,employ_of
c581ef1f5de931561aa46d006a058b1d,董事,523,1777,employ_of
5f4f184c0ed7de41ed30cd9e91d4a198,董事,869,1777,employ_of
f89826760aef4aaf8649518cadb389cf,財會主管,30,1777,employ_of
cb7f6aada2af800931d38ef60ceb9944,法人代表,1,1777,employ_of
5545f07a6c4eb63b9386e230b0c10535,協理,0,1777,employ_of
959517f3624af28a78f5070fe5c8a03c,協理,0,1777,employ_of
e22d99d7515aab7564defdeaf8d72823,獨立董事,0,1781,employ_of
c99cb201cf7d4609ccfdd9701ce59fa6,獨立董事,0,1781,employ_of
4b17fc2e1b5eb5a085c61e46aaef20c4,獨立董事,0,1781,employ_of
622913ebd999bd37ccf709b21833c5e0,董事兼總經理,2060,1781,employ_of
53c278bf7415ee3d63b0cdf6e9b77a4d,董事長兼總經理,1913,1781,employ_of
20a86f79647bdd436c5f80a570ae0b8e,董事,683,1781,employ_of
e03a41d4922d87da1c0901a44bce94e8,董事,2528,1781,employ_of
8059bd671681cb834562f42efe3e060b,副總經理/財會主管,169,1781,employ_of
f90e80b523b037dc5f85d4388dba58d7,協理,0,1781,employ_of
62fd0722e0e66771ffe1f7b0e988101d,總經理,116,1784,employ_of
acdcadd4f6e64f6da294ea624fcb90e1,獨立董事,0,1784,employ_of
5854fcc77d35c64718ade9b2ca8b5ccb,獨立董事,0,1784,employ_of
d10f6cf146d108cac2a77b6257092df4,獨立董事,0,1784,employ_of
1cef5e1533738d8fb4520cd17cae1bbd,董事長,1513,1784,employ_of
f13f095c93257368f7e7e6fe2427333e,董事,1133,1784,employ_of
40d915c0bf5cbefa7b8eebf0ca7f74a8,董事,2243,1784,employ_of
3e2d5e0ddcff217e69cc9dcbeca45435,董事,993,1784,employ_of
cfb8e4468a42c48c289c8ae9cc39fdf7,副總經理,0,1784,employ_of
1e3a1200b2784daec648af4f6a5580b6,財會主管,4,1784,employ_of
e0e2fa6e0500d748c70321f7247343e4,法人代表,240,1784,employ_of
dfb9928ae1aeb84bd195dc82956dfe4f,協理,0,1784,employ_of
3735dfdd2f8a4c1dedc8f018041073d7,協理,0,1784,employ_of
eceae6a161f965ac32c83a967e30022a,協理,0,1784,employ_of
b1415ea2a3763bb1996d0993e478d58d,協理,0,1784,employ_of
6073964d8619ec935e170899f79a63e9,協理,0,1784,employ_of
eb9e04e8b83798299edbe4523953afb5,獨立董事,0,1785,employ_of
b024b6822d49692c7869fbc1d62231b4,獨立董事,0,1785,employ_of
ae729e96ce5c01e8cf346615a7ac4b88,獨立董事,0,1785,employ_of
57d0a6427c25ad0a9e2ed989552e4768,董事兼副總經理,10405,1785,employ_of
3b1a4dbab14d6d240196067a427ad812,董事長兼總經理,6125,1785,employ_of
9c3072e7e26239469a5e2d681752d8dd,董事,825,1785,employ_of
5dcc26e2a265ddeca982ae638d30c194,董事,0,1785,employ_of
6a05233558f74f4303ad2bb890e7bba3,董事,38692,1785,employ_of
dcd1d986599233ce2e8c6f008a570265,董事,38692,1785,employ_of
2c55a8cf5511403515e8f04fbd7b691b,副總經理,168,1785,employ_of
0fd0b9699aceca1c38e9bd937326072a,財會主管,15,1785,employ_of
464a9d90f42e1347a5cfd323afaacce0,法人代表,7,1785,employ_of
e32299dd47db853db2173618d2693e9d,協理,216,1785,employ_of
6edcc47aff577e8db45ae32ce67d7555,協理,40,1785,employ_of
dcc1fbfa55cbf87d0d5382b3795254e6,獨立董事,0,1788,employ_of
281745953ccef0e72d8d5212b06fbf6f,獨立董事,0,1788,employ_of
9bd025eb8a7456de8b7b24fc62a6546b,獨立董事,0,1788,employ_of
e2354815390b8eddac45d86bcab444d1,董事兼總經理,443,1788,employ_of
a34f53bcfb8432678e2cf1f9cf8f2d66,董事兼副總經理/財,6071,1788,employ_of
39af8733c87d843cde2a4a876e0ca447,董事兼副總經理,6071,1788,employ_of
7dbe7aff1223df31c6ff6a26d5676edf,董事長,2100,1788,employ_of
92ad208644fb84024e3de673df163111,董事,2100,1788,employ_of
396fc11e7861f947216b102f6bb18aa2,董事,6071,1788,employ_of
981413fb07b0ece06a5a9c9db7533796,董事,40,1788,employ_of
b4e2fccbc8e7432042f84c1446c6f5f8,董事,1251,1788,employ_of
4dcac7bd8f3f7e3d33a262323ae4ea54,董事,432,1788,employ_of
98b9d57ad890aed7b989b623226bb752,會計主管,12,1788,employ_of
50ce4219d9b06b999bd765f87feb689f,副總經理/財務主管,186,1788,employ_of
ef5b98cfc39acf47c8f1474be288bdd4,副總經理,0,1788,employ_of
48804cc6ff28271cb7f31172dae494f9,副總經理,173,1788,employ_of
c142281a6f776aade1bc3ec72ad3a2ef,法人代表,650,1788,employ_of
1939450c3602553edeed55f665fb9954,總經理,103,1795,employ_of
