:START_ID,amount:int,:END_ID,:TYPE
b54c84015111118942aeab5666d0d1be,1,1264,buy_or_sell
6c0c40c8e34e78e8d3f29afb11fb07e2,-1,1264,buy_or_sell
fb861dfa45ddef1a3c0c9009970fd98b,1,1264,buy_or_sell
ad8b5ac1c545dab239c883e8681b29b3,-1,1264,buy_or_sell
fe744eb65cfcbc19fba3b75c33ae4bf4,1,1264,buy_or_sell
d11aaeefa8cd0258812d71356746a9e5,1,1264,buy_or_sell
cce94190aa3390de9144d955d8689def,0,1264,buy_or_sell
4e8c120b54e3201b2910e0dbbcc390d4,0,1264,buy_or_sell
c8c4a59971f7f6727da637d781732b5c,0,1264,buy_or_sell
341cfe6f3ccc15435a58b4718cf8daee,0,1264,buy_or_sell
c06700ff9afbb6ee7ff92e772127f546,0,1264,buy_or_sell
81618f0dbd0b8128f8da4fdd5c95cb6b,0,1264,buy_or_sell
21199333478512221db4d68b7d1bda51,0,1264,buy_or_sell
6aeb6148f54876c608a8567422652280,0,1264,buy_or_sell
02d68fe2fba550d561576bbbd020f6bc,76,1268,buy_or_sell
3d8ce581f792077112f3866a479a3314,-90,1268,buy_or_sell
cfa4ce0b9faab82c6f64fc095efdc279,59,1268,buy_or_sell
c4dda3662b7ed08c1beadf384aa9a106,-27,1268,buy_or_sell
06ca1d5488df8c998f0def5561c929e3,39,1268,buy_or_sell
39cdcb328c8919f0d0aad264fe29b147,-23,1268,buy_or_sell
0bd505fd11e7e45291650866152c9f31,35,1268,buy_or_sell
4269713de27067391dbd599c76094cb2,-16,1268,buy_or_sell
6f8db6ec9e187ca230b8e07fb0b4b489,29,1268,buy_or_sell
0c251088f5b7b6e377600a348c3ce864,-15,1268,buy_or_sell
34f9c1a1439d9ac7b25072a0d92ab1a8,29,1268,buy_or_sell
121e6ec77b8d307bc199174488cfaebd,-13,1268,buy_or_sell
b6d5bd3ca3db070ba06473577311e257,20,1268,buy_or_sell
3b1c7f17f940a69b2fa17daba9a245de,-10,1268,buy_or_sell
6c0c40c8e34e78e8d3f29afb11fb07e2,19,1268,buy_or_sell
7ceca44fbedae3f2b1f5d5cc8c7ec070,-10,1268,buy_or_sell
5efcdbf1dd7675fd97126be31774224c,16,1268,buy_or_sell
b95e0e18dfc8adfc376a518585bee3cb,-8,1268,buy_or_sell
93c62399901cd4dd7b5663f5ffcb1e08,9,1268,buy_or_sell
75f734391e5e4a2572d23f735ce3a9ac,-8,1268,buy_or_sell
7a402d2c6f76ca5e010c41b5e8d728c4,8,1268,buy_or_sell
fd641abc4c6dd6d110b70a00a9303696,-8,1268,buy_or_sell
6d0b908d4a58f10ba799a17ffc740a9a,6,1268,buy_or_sell
d5f3aa409b1c649a72d4a440e7123cf7,-7,1268,buy_or_sell
228136ffcfb005de8eed491fdf14734f,6,1268,buy_or_sell
cfa452ebd80aee25ed9cc35ec2b7d93b,-7,1268,buy_or_sell
b6a22cd0ecb42532d6eb76b451cad30a,5,1268,buy_or_sell
20170d2b74aba55c3026402f794c0c2f,-6,1268,buy_or_sell
b3d459fe2f73adc8cee7ca7b38583f45,3,1268,buy_or_sell
1e30326674518cf6cd9db01ee8cc5368,-6,1268,buy_or_sell
e76e4bd6ddaf204f2e4fcc087cc2df9a,43,1336,buy_or_sell
c02d4324347fdb9e05677b5a03cf6163,-69,1336,buy_or_sell
8b2beb90740511744c7a2ca8f0e5d817,32,1336,buy_or_sell
3d8ce581f792077112f3866a479a3314,-35,1336,buy_or_sell
719080e4b3bb65c910e90b20239058ea,14,1336,buy_or_sell
b6d5bd3ca3db070ba06473577311e257,-25,1336,buy_or_sell
f88853f507a136e4e5f154fd6d233c78,12,1336,buy_or_sell
09b1807b7dc20cbbb5e39d2f69514491,-11,1336,buy_or_sell
dfc5a5e1d8f05ee6872c6a26c4d1e936,10,1336,buy_or_sell
b0370ce9d8d7de47a5314e54c17b7b58,-10,1336,buy_or_sell
5ea974b97d618e4f40c1914ae17f7a38,10,1336,buy_or_sell
bf9b6b8358604ad48fbf63976cc1928e,-10,1336,buy_or_sell
289f0f5b5c7e3e90b7f7afcddfea70bf,10,1336,buy_or_sell
d2d9c47b266754a15c4ac8e28a4a6cd3,-10,1336,buy_or_sell
7a4bff98d3f1eaa4d5cb4dccf7d482c6,9,1336,buy_or_sell
5efcdbf1dd7675fd97126be31774224c,-9,1336,buy_or_sell
3f755806c8336725cdc136b8f9c6796d,9,1336,buy_or_sell
3b791294343200a16fc818561b0e6c66,-6,1336,buy_or_sell
4abca36f37b3242ead49cab33c9996cf,8,1336,buy_or_sell
1b1a8637036ae1e6a4f01618527e6914,-5,1336,buy_or_sell
f080808191859c5ffb714037e8833e8f,7,1336,buy_or_sell
1cb275b4c7724086f58832201b54ec82,-5,1336,buy_or_sell
a1bb780fc9cf8fa3268588d07c59feda,5,1336,buy_or_sell
bc151b975bdf514f1a209743e30c91bd,-5,1336,buy_or_sell
0f18997c179947ac4e31195fadf111d9,5,1336,buy_or_sell
3a9ba82615bf2e9d7037391bd9551655,-5,1336,buy_or_sell
6c0c40c8e34e78e8d3f29afb11fb07e2,5,1336,buy_or_sell
e7bd00fb41eab473e05dcf29d1bf9755,-4,1336,buy_or_sell
18019d798b21001767e33dad267afa25,3,1336,buy_or_sell
b83b830409a7cba21ba4dbfae60e960b,-4,1336,buy_or_sell
0bd505fd11e7e45291650866152c9f31,102,1565,buy_or_sell
05e8d38d3b09bddf094b3721cab88a45,-20,1565,buy_or_sell
6c0c40c8e34e78e8d3f29afb11fb07e2,21,1565,buy_or_sell
3e1bd304a6d8b147b80eb1fdbd7906e3,-12,1565,buy_or_sell
06ca1d5488df8c998f0def5561c929e3,15,1565,buy_or_sell
da09eb804addcd54692714135c738e53,-11,1565,buy_or_sell
6d0b908d4a58f10ba799a17ffc740a9a,10,1565,buy_or_sell
b7e7f9162f1702fe1ecd491c8b830676,-10,1565,buy_or_sell
f25b4ef90d75620b75b897ebd8d4ebb9,9,1565,buy_or_sell
8844a880bba912b05c1be904558f0682,-9,1565,buy_or_sell
1acfc94b48b35db63cccc0bb7020230b,5,1565,buy_or_sell
e7959e416e3e9c26d4ad9d06269f49ba,-7,1565,buy_or_sell
8b2ffd224d39727d1b1bf102a0aa7c8d,5,1565,buy_or_sell
ca983fe61ccc7b18581ed29f42b836db,-7,1565,buy_or_sell
ef333a71662393d05b85949c702a7438,5,1565,buy_or_sell
52b02359d4966ffffa3a704e0d787678,-5,1565,buy_or_sell
199c6ee3c168d993a33473d1be469092,5,1565,buy_or_sell
e2f83190e14b9ea3f2be59e70a5c632f,-5,1565,buy_or_sell
7fa6b26186a24f513ddbf123b2e6acdf,3,1565,buy_or_sell
a8ee3cec6d20cf81618ed4cb8cd7b3e8,-5,1565,buy_or_sell
3f2a32c137c1335a909bf182aa3aab2b,3,1565,buy_or_sell
62ca02665377c2a0b117a066e1cfdd69,-5,1565,buy_or_sell
d4d7143196e9bd7f88aeb30402fed022,3,1565,buy_or_sell
1b1a8637036ae1e6a4f01618527e6914,-4,1565,buy_or_sell
612c64e5a270f1dc7716258034b4609d,3,1565,buy_or_sell
0a9f05842ad0d94a9524d373bcd44ebb,-4,1565,buy_or_sell
07f503629481e0f10ddad70fdd6c6308,3,1565,buy_or_sell
4c3bb2c1c3fbe952530ea50719b0fec7,-4,1565,buy_or_sell
5cb27061bd6294a52f998a5d61966fd7,3,1565,buy_or_sell
863cedcebc2d1bb0d06a851223ddad57,-4,1565,buy_or_sell
6c0c40c8e34e78e8d3f29afb11fb07e2,23,1569,buy_or_sell
1ccc96142ecb904e066d95c0f584710e,-70,1569,buy_or_sell
f9d23550db6277c53b23dfbe7462fa09,20,1569,buy_or_sell
727572eee21e8dbb5fe970c55eec03b5,-30,1569,buy_or_sell
bd20a05f9960ff40823f909ba2adfaea,19,1569,buy_or_sell
1b1a8637036ae1e6a4f01618527e6914,-23,1569,buy_or_sell
0a9f05842ad0d94a9524d373bcd44ebb,11,1569,buy_or_sell
988d43299598f45f8100b76477d32113,-20,1569,buy_or_sell
beb663270eee3163aa2a0fc7c72dcc8e,10,1569,buy_or_sell
b6d5bd3ca3db070ba06473577311e257,-13,1569,buy_or_sell
af93d1b1ebcbe4b7c5f38e90fa47b410,8,1569,buy_or_sell
3fdb7906efec172f1fadb45afc45d622,-10,1569,buy_or_sell
4d4226d97bdb3cf9acf4d8fb72915fd9,7,1569,buy_or_sell
189ab3247bbe578acbb9c02f9f6127b5,-8,1569,buy_or_sell
9847c885ac0998f573e427c3bbc5418f,6,1569,buy_or_sell
5efcdbf1dd7675fd97126be31774224c,-7,1569,buy_or_sell
8a9a31b580d2074e620cbe553d8dfbf3,6,1569,buy_or_sell
db13c1569af2c1ae58b3717a978d5aa8,-5,1569,buy_or_sell
6c02cc90a480dc9d5da0452b853517c7,6,1569,buy_or_sell
4adf27db05a06da13065a9e0a3209301,-5,1569,buy_or_sell
94bb52299dde94302f2e130234029e5b,5,1569,buy_or_sell
62ca02665377c2a0b117a066e1cfdd69,-5,1569,buy_or_sell
0812d45dbedd5c41d83d55751531e2b4,5,1569,buy_or_sell
39bb533aec9028ea4d0a1a8356ec3ecc,-5,1569,buy_or_sell
0ae9cf8dbff6268094c43be2d8a72701,5,1569,buy_or_sell
8a6be8d2cc5931b88193d50f40cdfe56,-4,1569,buy_or_sell
3db6b67b8c57e433fff1e7be2ffc0412,5,1569,buy_or_sell
52b02359d4966ffffa3a704e0d787678,-3,1569,buy_or_sell
d96a8ec4307430fc0328aa77a36809e3,5,1569,buy_or_sell
493ed19fe81636d0e7a13a3ecfbc4b09,-3,1569,buy_or_sell
5433b070ff9a395d3eda137ba97a24e5,20,1570,buy_or_sell
0cae974f7276e23d953390b15f3a5f9b,-32,1570,buy_or_sell
8adb47d5eb809f0ff8276c08ccfc3729,12,1570,buy_or_sell
39e82f7f29c480b1744b9b3bad4c6e34,-11,1570,buy_or_sell
54b52c383b6e06a3a106ac20e07c1ece,10,1570,buy_or_sell
fb861dfa45ddef1a3c0c9009970fd98b,-8,1570,buy_or_sell
cce94190aa3390de9144d955d8689def,10,1570,buy_or_sell
12901edacf6ca1bcf2212c5dba71100e,-7,1570,buy_or_sell
3af1363c81ac81b60580fedbc2039240,6,1570,buy_or_sell
45d05eebffad5fd0e3360337732dec69,-5,1570,buy_or_sell
dfe183166dd289ae572ac2118e89f6ef,5,1570,buy_or_sell
7dc0cf4bfcc46cc1e9bbe371265d0491,-5,1570,buy_or_sell
fa7923e014dd6a303b1039998c6c7123,5,1570,buy_or_sell
3c7d3a5414783128c79d4759d721fed1,-4,1570,buy_or_sell
52003282e99fc8664bea50673ac7d8d7,4,1570,buy_or_sell
0c306cf25bf5c16cbc22731bc3ccc37f,-3,1570,buy_or_sell
eb563c44dba55c429d3391df461e04f5,3,1570,buy_or_sell
029ee7ec519bbdf14a0fc9c8d78d70b1,-3,1570,buy_or_sell
40d00be3ecb0b546b7e467e7ef7bfaa7,2,1570,buy_or_sell
4780a73b69759efc412ba9d89623448c,-2,1570,buy_or_sell
91c1808c0931a3da50b52699c75c65fd,2,1570,buy_or_sell
fcb44a4c6a01af19d17b4b74d2083dc9,-2,1570,buy_or_sell
0f18997c179947ac4e31195fadf111d9,1,1570,buy_or_sell
6c0c40c8e34e78e8d3f29afb11fb07e2,-2,1570,buy_or_sell
3104e4fde0498096d1e3f3f0f0fa1f16,1,1570,buy_or_sell
103e8e5efc227ac515454e7c45381e5b,-1,1570,buy_or_sell
c8e1fa1e56165981cd319040af9af15f,1,1570,buy_or_sell
af93d1b1ebcbe4b7c5f38e90fa47b410,-1,1570,buy_or_sell
27782f8e0718e85c519955d0a6b8fc6f,1,1570,buy_or_sell
4877facfee51ebd4d210d84bfc22f4f7,-1,1570,buy_or_sell
9271fe0b5f49994fbf6ab5a69033915e,50,1580,buy_or_sell
612c64e5a270f1dc7716258034b4609d,-50,1580,buy_or_sell
cce94190aa3390de9144d955d8689def,21,1580,buy_or_sell
c8c4a59971f7f6727da637d781732b5c,-43,1580,buy_or_sell
67fa9492d73fbde92229a102e877cbdd,20,1580,buy_or_sell
0812d45dbedd5c41d83d55751531e2b4,-10,1580,buy_or_sell
f7278adde762a7a3d13cf45f804a545d,17,1580,buy_or_sell
af93d1b1ebcbe4b7c5f38e90fa47b410,-10,1580,buy_or_sell
0f18997c179947ac4e31195fadf111d9,9,1580,buy_or_sell
3697a65815fb8df49ef8635d1f9ae680,-10,1580,buy_or_sell
7090674ccbb04e67b499ace66b48c355,5,1580,buy_or_sell
0ea0479590f0deda6113839ee9d1523c,-6,1580,buy_or_sell
78e7fdd35de9e78ad2aba8a6d13af46e,5,1580,buy_or_sell
1b1a8637036ae1e6a4f01618527e6914,-5,1580,buy_or_sell
f5e68e4ae48ab67fdb7a6f91d0e8ed4f,5,1580,buy_or_sell
c0345c6a4d08173909566dea0613c108,-5,1580,buy_or_sell
c076faae0876fa5fbffd4aadabdcdd3b,4,1580,buy_or_sell
6c0c40c8e34e78e8d3f29afb11fb07e2,-5,1580,buy_or_sell
aeeb1f897d397f888e899d5227175211,3,1580,buy_or_sell
1f2b8f73ff73b31617c94a23f190c3b8,-4,1580,buy_or_sell
b6d5bd3ca3db070ba06473577311e257,3,1580,buy_or_sell
e7bd00fb41eab473e05dcf29d1bf9755,-3,1580,buy_or_sell
87da919042365b84fb55490d79b6ab62,3,1580,buy_or_sell
47e0f2cd0e95373bb0dd94b2a8b078c2,-3,1580,buy_or_sell
5eb256f915401e87e3726ffc29a0a2a9,3,1580,buy_or_sell
72e2ae5be52b168ae5137e7ee29e055c,-3,1580,buy_or_sell
ca6f2944122b666b13c20f918137ac11,3,1580,buy_or_sell
8b7240c4636781f5c387b2b78d437fc3,-3,1580,buy_or_sell
df2f41f241374066a909169bf213c9e9,3,1580,buy_or_sell
8844a880bba912b05c1be904558f0682,-3,1580,buy_or_sell
5efcdbf1dd7675fd97126be31774224c,2162,1584,buy_or_sell
02d68fe2fba550d561576bbbd020f6bc,-2908,1584,buy_or_sell
1b1a8637036ae1e6a4f01618527e6914,994,1584,buy_or_sell
0bd505fd11e7e45291650866152c9f31,-514,1584,buy_or_sell
09b1807b7dc20cbbb5e39d2f69514491,265,1584,buy_or_sell
6c0c40c8e34e78e8d3f29afb11fb07e2,-487,1584,buy_or_sell
06ca1d5488df8c998f0def5561c929e3,251,1584,buy_or_sell
51ab15e54b8eae78be4baee541614e7f,-477,1584,buy_or_sell
c871ac796c6a09b782c49cc44405e449,140,1584,buy_or_sell
34f9c1a1439d9ac7b25072a0d92ab1a8,-354,1584,buy_or_sell
029ee7ec519bbdf14a0fc9c8d78d70b1,125,1584,buy_or_sell
64ba9a0204a0ee23550966b1c3bf43ea,-298,1584,buy_or_sell
e7959e416e3e9c26d4ad9d06269f49ba,117,1584,buy_or_sell
0b7ecc45314528b09c1461713e3423cd,-264,1584,buy_or_sell
b262e31ad64d37073d288fc0135109b5,117,1584,buy_or_sell
1ca6cfb1b190f3a18fd34c344476202d,-261,1584,buy_or_sell
9f388f5ef1b21d5d58a41f6434b48daa,115,1584,buy_or_sell
95401ff89daf696215d6132d914ae095,-255,1584,buy_or_sell
ef333a71662393d05b85949c702a7438,108,1584,buy_or_sell
c4dda3662b7ed08c1beadf384aa9a106,-222,1584,buy_or_sell
b6318d1daf5be4a186d726aa40f1544b,98,1584,buy_or_sell
9f5c5c61721e1383eebc23ef1450b046,-197,1584,buy_or_sell
4d9a5d077dd7f8b42a383acd2ebf549a,97,1584,buy_or_sell
fce243b62581d4ab39d7b7c448f539ec,-186,1584,buy_or_sell
0f18997c179947ac4e31195fadf111d9,85,1584,buy_or_sell
7fef81b1ce491b32d9c42050827cfbb1,-179,1584,buy_or_sell
52003282e99fc8664bea50673ac7d8d7,78,1584,buy_or_sell
03fd6c0c2d1da497017916a53e4c28e1,-175,1584,buy_or_sell
5213440a19af18d673d2143380a1b102,70,1584,buy_or_sell
a52653bb34d8f18564724097ae4b0974,-175,1584,buy_or_sell
843341d6de42e9e4e3a66b37fd123d2a,10,1586,buy_or_sell
81618f0dbd0b8128f8da4fdd5c95cb6b,-10,1586,buy_or_sell
c4dda3662b7ed08c1beadf384aa9a106,4,1586,buy_or_sell
20170d2b74aba55c3026402f794c0c2f,-5,1586,buy_or_sell
258c68ddb0d104ac70a016e6850f45d8,3,1586,buy_or_sell
2b35d997a1afa509ae8b3d2eb62eeeb8,-5,1586,buy_or_sell
8b8ac924d862811b5cc17db71a609489,3,1586,buy_or_sell
fbd52f3430f7b039bf7f566f2e7ce101,-4,1586,buy_or_sell
6c0c40c8e34e78e8d3f29afb11fb07e2,3,1586,buy_or_sell
811a003d1c6b4d215b2fab8a8f39f599,-2,1586,buy_or_sell
151ed4f8d65d28819bb470f2fc97cb2f,2,1586,buy_or_sell
fd57aa7d3d24f211d42de9e79d749085,-2,1586,buy_or_sell
50d52e4ee444a0a0344b905b68edc52d,2,1586,buy_or_sell
d09aff5648216f86bbe2e4993e78d5c7,-1,1586,buy_or_sell
c20e7a77fe0c975ca02cfc26796b2975,2,1586,buy_or_sell
5ea974b97d618e4f40c1914ae17f7a38,-1,1586,buy_or_sell
44e38fed4377a6926114e5b24cc1240a,2,1586,buy_or_sell
8b40a79ecd5a0caf351063739a8195cf,-1,1586,buy_or_sell
7f35c474007a859d5eb29f9260459536,2,1586,buy_or_sell
0f18997c179947ac4e31195fadf111d9,-1,1586,buy_or_sell
e7bd00fb41eab473e05dcf29d1bf9755,1,1586,buy_or_sell
b5f93eea89047c50fc9ab4e3ad7bd11e,-1,1586,buy_or_sell
c62fb058cc654cfc5f30dcee6e594e04,1,1586,buy_or_sell
d98832e57330d36a88ea6d23389ec516,-1,1586,buy_or_sell
fe707ef5e8fcd75f5d1319e546280588,1,1586,buy_or_sell
7a44ec19d73581165aeff8ddc6aed5fb,-1,1586,buy_or_sell
0f021078d790dc4c04054045779748cc,0,1586,buy_or_sell
7fa6b26186a24f513ddbf123b2e6acdf,-1,1586,buy_or_sell
f44fc067332b070b5d51a718dd7c47bd,0,1586,buy_or_sell
6c0c40c8e34e78e8d3f29afb11fb07e2,62,1591,buy_or_sell
54b52c383b6e06a3a106ac20e07c1ece,-120,1591,buy_or_sell
06ca1d5488df8c998f0def5561c929e3,54,1591,buy_or_sell
08f1729f003253209627b4c52a449a41,-29,1591,buy_or_sell
9f5c5c61721e1383eebc23ef1450b046,30,1591,buy_or_sell
9aadaaca008b5fa4c59983b3c11352c9,-17,1591,buy_or_sell
8b8ac924d862811b5cc17db71a609489,30,1591,buy_or_sell
70ebdbef0a9fd45919ece31f6f43cc30,-15,1591,buy_or_sell
1ca6cfb1b190f3a18fd34c344476202d,22,1591,buy_or_sell
43527e1367e5257cc7218364883fda62,-15,1591,buy_or_sell
289f0f5b5c7e3e90b7f7afcddfea70bf,20,1591,buy_or_sell
cce94190aa3390de9144d955d8689def,-8,1591,buy_or_sell
13494a6b0eaa212b0d71462972c6320a,10,1591,buy_or_sell
7d1880eb2c5ac8f4c6d9de6366404888,-8,1591,buy_or_sell
7fa6b26186a24f513ddbf123b2e6acdf,10,1591,buy_or_sell
4a89114054ef4de9ea3e1c079787d973,-6,1591,buy_or_sell
b6d5bd3ca3db070ba06473577311e257,6,1591,buy_or_sell
48599e563ca88fce06df863c01839e62,-5,1591,buy_or_sell
1b1a8637036ae1e6a4f01618527e6914,6,1591,buy_or_sell
92c639cba4575166f99cf0ab036558b1,-5,1591,buy_or_sell
5efcdbf1dd7675fd97126be31774224c,6,1591,buy_or_sell
b307d4de4bd70a20ac85c8e1025024d0,-5,1591,buy_or_sell
d4d7143196e9bd7f88aeb30402fed022,5,1591,buy_or_sell
0c306cf25bf5c16cbc22731bc3ccc37f,-5,1591,buy_or_sell
090d1e1eccaf92c5a2a31090198f28c9,5,1591,buy_or_sell
e196a7ad9e9357fd93d8e183e50e3c96,-5,1591,buy_or_sell
e5e89301316906b6a792301804472bb2,5,1591,buy_or_sell
b432a09284bed7115eb40801c70b105c,-5,1591,buy_or_sell
23f8fbfed5347c8f4f6eca49968b3a3f,5,1591,buy_or_sell
a5f15afd01fc11af5d29ad3ba3c2fb54,-4,1591,buy_or_sell
8c091ed426d62034602ee19100787970,6,1593,buy_or_sell
32ac0c9c51cd6e4b046bc52e6288d2c0,-9,1593,buy_or_sell
6c0c40c8e34e78e8d3f29afb11fb07e2,3,1593,buy_or_sell
4877facfee51ebd4d210d84bfc22f4f7,-7,1593,buy_or_sell
9f388f5ef1b21d5d58a41f6434b48daa,3,1593,buy_or_sell
9a9d227403a5d058befe443422531e77,-4,1593,buy_or_sell
8b2ffd224d39727d1b1bf102a0aa7c8d,2,1593,buy_or_sell
ca6f2944122b666b13c20f918137ac11,-3,1593,buy_or_sell
8530907ddbb0b446cced8e5ba188a702,1,1593,buy_or_sell
82d2293d9e13e327d275910069d449a0,-1,1593,buy_or_sell
1f2b8f73ff73b31617c94a23f190c3b8,1,1593,buy_or_sell
cf77a6761fda62477eccf3bee6546750,-1,1593,buy_or_sell
4286521315ce47b2edea8f29f6711387,1,1593,buy_or_sell
fa1362d8c9e4b4980f92a935f5068796,1,1593,buy_or_sell
93c62399901cd4dd7b5663f5ffcb1e08,1,1593,buy_or_sell
1f48bead43e86dd8f40079cd3f7e1884,1,1593,buy_or_sell
450ae2aad5a123ca9c6f0d6fea503d40,1,1593,buy_or_sell
5213440a19af18d673d2143380a1b102,1,1593,buy_or_sell
0ea0479590f0deda6113839ee9d1523c,1,1593,buy_or_sell
fd57aa7d3d24f211d42de9e79d749085,1,1593,buy_or_sell
64315fd922a5415e304c35e7c2d8bfaa,1,1593,buy_or_sell
9f388f5ef1b21d5d58a41f6434b48daa,5,1595,buy_or_sell
0ea0479590f0deda6113839ee9d1523c,-14,1595,buy_or_sell
cce94190aa3390de9144d955d8689def,4,1595,buy_or_sell
9f4d95bef3a8c85c6f1c862851e9481b,-8,1595,buy_or_sell
56d902f83eb3fc5d99c3ef5e10009795,3,1595,buy_or_sell
e0c12e5737427847ed3942eaf73fee01,-2,1595,buy_or_sell
cab87c1ce36baa4a329d75d7faffcff6,2,1595,buy_or_sell
6c0c40c8e34e78e8d3f29afb11fb07e2,-2,1595,buy_or_sell
289e26e5ec994dbcff1bd33cb8a240ce,2,1595,buy_or_sell
c207c208f05a5558dbea877a1f954b3b,-2,1595,buy_or_sell
15d5c54113543ec31a3041d5ba6bd88c,2,1595,buy_or_sell
d98832e57330d36a88ea6d23389ec516,-1,1595,buy_or_sell
c0baaa567c96e7e3945b08dac0312eab,2,1595,buy_or_sell
5c0e5ccf6f7e8d64f8a96f2ab6697b33,-1,1595,buy_or_sell
9f87d2779ce13221f1853b41ae87822a,2,1595,buy_or_sell
75f734391e5e4a2572d23f735ce3a9ac,-1,1595,buy_or_sell
88f2d1e8ea2b442b4ccb38c702a4a5e7,2,1595,buy_or_sell
78e7fdd35de9e78ad2aba8a6d13af46e,-1,1595,buy_or_sell
82d2293d9e13e327d275910069d449a0,1,1595,buy_or_sell
854783388c011933b0b780bf5709113c,1,1595,buy_or_sell
2846fc8f45241f4ec193580b8458fe45,1,1595,buy_or_sell
3d9a978525f8d0f3671e602dc29cddcc,1,1595,buy_or_sell
213360b917ee1f96bf8043cfe0d85c25,1,1595,buy_or_sell
249ab1e0f791a8bfafa0a46f594bcabb,1,1595,buy_or_sell
d07da5d9a86ac884f875c4265472ddaf,10,1597,buy_or_sell
82d2293d9e13e327d275910069d449a0,-33,1597,buy_or_sell
1b1a8637036ae1e6a4f01618527e6914,10,1597,buy_or_sell
f3f10e0222a217f07b559eca57eaa3ab,-30,1597,buy_or_sell
06ca1d5488df8c998f0def5561c929e3,5,1597,buy_or_sell
b9f03df317eed93b6a77fbf2166987ff,-16,1597,buy_or_sell
4931a344bc5a8f9a3fcfedda429f7097,5,1597,buy_or_sell
ca6f2944122b666b13c20f918137ac11,-5,1597,buy_or_sell
