:START_ID,:END_ID,:TYPE
707491,9e108af5d037d98320ccec0ce410a874,industry_of
707492,9e108af5d037d98320ccec0ce410a874,industry_of
707493,9e108af5d037d98320ccec0ce410a874,industry_of
707494,9e108af5d037d98320ccec0ce410a874,industry_of
708287,9e108af5d037d98320ccec0ce410a874,industry_of
708924,9e108af5d037d98320ccec0ce410a874,industry_of
709067,9e108af5d037d98320ccec0ce410a874,industry_of
709239,9e108af5d037d98320ccec0ce410a874,industry_of
709609,9e108af5d037d98320ccec0ce410a874,industry_of
709610,9e108af5d037d98320ccec0ce410a874,industry_of
709611,9e108af5d037d98320ccec0ce410a874,industry_of
709612,9e108af5d037d98320ccec0ce410a874,industry_of
709664,9e108af5d037d98320ccec0ce410a874,industry_of
710165,9e108af5d037d98320ccec0ce410a874,industry_of
710395,9e108af5d037d98320ccec0ce410a874,industry_of
710652,9e108af5d037d98320ccec0ce410a874,industry_of
710762,9e108af5d037d98320ccec0ce410a874,industry_of
710768,9e108af5d037d98320ccec0ce410a874,industry_of
710769,9e108af5d037d98320ccec0ce410a874,industry_of
710786,9e108af5d037d98320ccec0ce410a874,industry_of
710790,9e108af5d037d98320ccec0ce410a874,industry_of
710833,9e108af5d037d98320ccec0ce410a874,industry_of
710879,9e108af5d037d98320ccec0ce410a874,industry_of
710913,9e108af5d037d98320ccec0ce410a874,industry_of
710914,9e108af5d037d98320ccec0ce410a874,industry_of
710922,9e108af5d037d98320ccec0ce410a874,industry_of
710930,9e108af5d037d98320ccec0ce410a874,industry_of
710950,9e108af5d037d98320ccec0ce410a874,industry_of
710951,9e108af5d037d98320ccec0ce410a874,industry_of
710961,9e108af5d037d98320ccec0ce410a874,industry_of
710976,9e108af5d037d98320ccec0ce410a874,industry_of
710977,9e108af5d037d98320ccec0ce410a874,industry_of
710988,9e108af5d037d98320ccec0ce410a874,industry_of
710990,9e108af5d037d98320ccec0ce410a874,industry_of
710995,9e108af5d037d98320ccec0ce410a874,industry_of
710996,9e108af5d037d98320ccec0ce410a874,industry_of
710998,9e108af5d037d98320ccec0ce410a874,industry_of
710999,9e108af5d037d98320ccec0ce410a874,industry_of
711000,9e108af5d037d98320ccec0ce410a874,industry_of
711001,9e108af5d037d98320ccec0ce410a874,industry_of
711050,9e108af5d037d98320ccec0ce410a874,industry_of
711056,9e108af5d037d98320ccec0ce410a874,industry_of
711064,9e108af5d037d98320ccec0ce410a874,industry_of
711068,9e108af5d037d98320ccec0ce410a874,industry_of
711075,9e108af5d037d98320ccec0ce410a874,industry_of
711084,9e108af5d037d98320ccec0ce410a874,industry_of
711086,9e108af5d037d98320ccec0ce410a874,industry_of
711091,9e108af5d037d98320ccec0ce410a874,industry_of
711097,9e108af5d037d98320ccec0ce410a874,industry_of
711110,9e108af5d037d98320ccec0ce410a874,industry_of
711112,9e108af5d037d98320ccec0ce410a874,industry_of
711128,9e108af5d037d98320ccec0ce410a874,industry_of
711129,9e108af5d037d98320ccec0ce410a874,industry_of
711130,9e108af5d037d98320ccec0ce410a874,industry_of
711143,9e108af5d037d98320ccec0ce410a874,industry_of
711144,9e108af5d037d98320ccec0ce410a874,industry_of
711148,9e108af5d037d98320ccec0ce410a874,industry_of
711149,9e108af5d037d98320ccec0ce410a874,industry_of
711151,9e108af5d037d98320ccec0ce410a874,industry_of
711169,9e108af5d037d98320ccec0ce410a874,industry_of
711174,9e108af5d037d98320ccec0ce410a874,industry_of
711183,9e108af5d037d98320ccec0ce410a874,industry_of
711256,9e108af5d037d98320ccec0ce410a874,industry_of
711258,9e108af5d037d98320ccec0ce410a874,industry_of
711270,9e108af5d037d98320ccec0ce410a874,industry_of
711271,9e108af5d037d98320ccec0ce410a874,industry_of
711291,9e108af5d037d98320ccec0ce410a874,industry_of
711309,9e108af5d037d98320ccec0ce410a874,industry_of
711310,9e108af5d037d98320ccec0ce410a874,industry_of
711329,9e108af5d037d98320ccec0ce410a874,industry_of
711343,9e108af5d037d98320ccec0ce410a874,industry_of
711351,9e108af5d037d98320ccec0ce410a874,industry_of
711355,9e108af5d037d98320ccec0ce410a874,industry_of
711356,9e108af5d037d98320ccec0ce410a874,industry_of
711357,9e108af5d037d98320ccec0ce410a874,industry_of
711359,9e108af5d037d98320ccec0ce410a874,industry_of
711369,9e108af5d037d98320ccec0ce410a874,industry_of
711371,9e108af5d037d98320ccec0ce410a874,industry_of
711372,9e108af5d037d98320ccec0ce410a874,industry_of
711374,9e108af5d037d98320ccec0ce410a874,industry_of
711375,9e108af5d037d98320ccec0ce410a874,industry_of
711376,9e108af5d037d98320ccec0ce410a874,industry_of
711377,9e108af5d037d98320ccec0ce410a874,industry_of
711378,9e108af5d037d98320ccec0ce410a874,industry_of
711379,9e108af5d037d98320ccec0ce410a874,industry_of
711380,9e108af5d037d98320ccec0ce410a874,industry_of
711386,9e108af5d037d98320ccec0ce410a874,industry_of
711393,9e108af5d037d98320ccec0ce410a874,industry_of
711394,9e108af5d037d98320ccec0ce410a874,industry_of
711398,9e108af5d037d98320ccec0ce410a874,industry_of
711399,9e108af5d037d98320ccec0ce410a874,industry_of
711400,9e108af5d037d98320ccec0ce410a874,industry_of
711402,9e108af5d037d98320ccec0ce410a874,industry_of
711405,9e108af5d037d98320ccec0ce410a874,industry_of
711415,9e108af5d037d98320ccec0ce410a874,industry_of
711420,9e108af5d037d98320ccec0ce410a874,industry_of
711422,9e108af5d037d98320ccec0ce410a874,industry_of
711423,9e108af5d037d98320ccec0ce410a874,industry_of
711426,9e108af5d037d98320ccec0ce410a874,industry_of
711427,9e108af5d037d98320ccec0ce410a874,industry_of
711428,9e108af5d037d98320ccec0ce410a874,industry_of
711431,9e108af5d037d98320ccec0ce410a874,industry_of
711432,9e108af5d037d98320ccec0ce410a874,industry_of
711433,9e108af5d037d98320ccec0ce410a874,industry_of
711434,9e108af5d037d98320ccec0ce410a874,industry_of
711436,9e108af5d037d98320ccec0ce410a874,industry_of
711438,9e108af5d037d98320ccec0ce410a874,industry_of
711441,9e108af5d037d98320ccec0ce410a874,industry_of
711442,9e108af5d037d98320ccec0ce410a874,industry_of
711444,9e108af5d037d98320ccec0ce410a874,industry_of
711446,9e108af5d037d98320ccec0ce410a874,industry_of
711447,9e108af5d037d98320ccec0ce410a874,industry_of
711449,9e108af5d037d98320ccec0ce410a874,industry_of
711451,9e108af5d037d98320ccec0ce410a874,industry_of
711458,9e108af5d037d98320ccec0ce410a874,industry_of
711459,9e108af5d037d98320ccec0ce410a874,industry_of
711460,9e108af5d037d98320ccec0ce410a874,industry_of
711464,9e108af5d037d98320ccec0ce410a874,industry_of
711469,9e108af5d037d98320ccec0ce410a874,industry_of
711470,9e108af5d037d98320ccec0ce410a874,industry_of
711474,9e108af5d037d98320ccec0ce410a874,industry_of
711475,9e108af5d037d98320ccec0ce410a874,industry_of
711479,9e108af5d037d98320ccec0ce410a874,industry_of
711481,9e108af5d037d98320ccec0ce410a874,industry_of
711482,9e108af5d037d98320ccec0ce410a874,industry_of
711483,9e108af5d037d98320ccec0ce410a874,industry_of
711486,9e108af5d037d98320ccec0ce410a874,industry_of
711487,9e108af5d037d98320ccec0ce410a874,industry_of
711490,9e108af5d037d98320ccec0ce410a874,industry_of
