dealer_id:ID,name,:LABEL
308ca9fd5fc38ee62887badd09bab62a,萬泰,Dealer
e7bd00fb41eab473e05dcf29d1bf9755,合庫-高雄,Dealer
a66370c4c988f032a9f3be28bfabe286,凱基-斗六,Dealer
ada8db555c41f5c48671bb8c2b3f8f16,大慶-富順,Dealer
ba19019591473aeaf351b43910914ce2,群益金鼎-忠孝,Dealer
58a1ffc3131ca4851f5e63083646c5ab,兆豐-中壢,Dealer
b54c84015111118942aeab5666d0d1be,(牛牛牛)亞-鑫豐,Dealer
7d1880eb2c5ac8f4c6d9de6366404888,永豐金-萬盛,Dealer
9076ea1606854dc74601361a8ede1a68,玉山-城中,Dealer
8a6be8d2cc5931b88193d50f40cdfe56,統一-台中,Dealer
12901edacf6ca1bcf2212c5dba71100e,亞東-板橋,Dealer
a5aa90d88da7c066d337b1fda1cc837f,元大-三重,Dealer
d98832e57330d36a88ea6d23389ec516,華南永昌-大安,Dealer
dc44da61f9af1759482714195962fc7c,華南永昌-東昇,Dealer
0812d45dbedd5c41d83d55751531e2b4,康和-內湖,Dealer
e2f83190e14b9ea3f2be59e70a5c632f,兆豐-公益,Dealer
ef033380104e07b2ecd93452ce8bf450,元大-太平,Dealer
ca1219fd5d4c5c3b44d24d7c5f4e7360,元大-士林,Dealer
f7b651750096ea54d73e46ea125aa751,台中銀,Dealer
9abb1bef86c3e5545098e3ac39f035fc,兆豐-台中,Dealer
54b52c383b6e06a3a106ac20e07c1ece,高橋,Dealer
27d95ccea526c1405fb7c06a10e1b499,元富-古亭,Dealer
83384be8d99a020e217e4e244fa61950,安泰-楠梓,Dealer
dcbfbdefd2fb16daff27957f77153b6c,華南永昌-中正,Dealer
3e1bd304a6d8b147b80eb1fdbd7906e3,凱基-基隆,Dealer
41a0f3dd395136f33e14898f69e4ae58,富邦-基隆,Dealer
0ea0479590f0deda6113839ee9d1523c,元大-汐止,Dealer
0b5f98bc959c701980b9973e7946eae3,第一金-桃園,Dealer
b9f03df317eed93b6a77fbf2166987ff,元大-古亭,Dealer
cf5ca18aade71fa180de859a050af58b,富邦-台南,Dealer
c90323b7a8da7ca5f32ad7a44af7d4bf,臺銀-臺中,Dealer
2239ac8a4e78a95076c29be8fc085f7d,華南永昌-苗栗,Dealer
618a5ae11f86aba2303b94f18892c290,元大-民雄,Dealer
f3eb64d52e44c183965fdc86df2c94ce,凱基-嘉義,Dealer
39e66a3de4d1d83b96aa4517f901bfc5,大慶-蘆洲,Dealer
009d341c118b39fec6ce2ca20c7b659a,國票-南港,Dealer
18c2def639cab3eeec2c9ebfccb0efb1,統一-基隆,Dealer
388edf57de14927d1f0df3df922e3fe5,永豐金-南投,Dealer
2d6e3c471820f4ac188b385ca93e245a,元大-羅東,Dealer
6f78641b988a5ca7920e84db841af864,兆豐-大安,Dealer
531e7d1cab351d62504f6e17baf9ce4d,兆豐-埔墘,Dealer
0f021078d790dc4c04054045779748cc,群益金鼎-館前,Dealer
995aa6f4aca4cfad9b45b9c9f0a991c7,元大-東蘆,Dealer
a51af3a6bd66a10a2c36e1e452e9d5f9,國票-南京,Dealer
f5e68e4ae48ab67fdb7a6f91d0e8ed4f,元大-成功,Dealer
d3e1232a2f72fae700b99b9234ed859e,群益金鼎-永和,Dealer
b262e31ad64d37073d288fc0135109b5,凱基-中山,Dealer
7ceca44fbedae3f2b1f5d5cc8c7ec070,元大-新店中正,Dealer
6282cb31413e6fa9a9fa3ff361d45ec9,日盛-板橋中山,Dealer
2d48c735ad4dccff6ffd63ff5a9199e7,凱基-信義,Dealer
dfe183166dd289ae572ac2118e89f6ef,兆豐-西螺,Dealer
19dab228d33b21f4f8a2a3cf72fe755e,元富-屏東,Dealer
27220ba6e4c9c2a6f083406e8476e62a,永豐金-屏東,Dealer
9702f0c4b0f717bb0595ae4196e9d62a,康和-台北,Dealer
29cc4e8b29c00f3808b2e861b6eaefd4,元大-竹北,Dealer
c0baaa567c96e7e3945b08dac0312eab,富邦-宜蘭,Dealer
5061e6c31e7efb3119f9c44c3364ab86,日盛-台中,Dealer
fb11a1392c7491f1711a50d7a8cfc6d3,永豐金-彰化,Dealer
d7b459e105b0a3a8cd1a401c21a8e9af,元大-歸仁,Dealer
