stock_id:ID,name,code,market,:LABEL
712047,鈊象群益01購01,712047,上櫃,Stock
712051,元太國票01購01,712051,上櫃,Stock
712052,世界國票01購01,712052,上櫃,Stock
712053,台燿國票01購01,712053,上櫃,Stock
712054,宜鼎國票01購01,712054,上櫃,Stock
712055,雍智國票02購01,712055,上櫃,Stock
712056,頎邦國票01購01,712056,上櫃,Stock
712059,博智富邦01購01,712059,上櫃,Stock
712062,威剛元大01購01,712062,上櫃,Stock
712065,譜瑞元大01購04,712065,上櫃,Stock
712066,鈊象元大02購01,712066,上櫃,Stock
712068,旺矽凱基02購01,712068,上櫃,Stock
712069,金可凱基02購01,712069,上櫃,Stock
712071,穩懋凱基03購01,712071,上櫃,Stock
712072,譜瑞凱基02購02,712072,上櫃,Stock
712074,合晶國票01購01,712074,上櫃,Stock
712075,邦特國票01購01,712075,上櫃,Stock
712076,茂達國票01購01,712076,上櫃,Stock
712077,博智國票01購01,712077,上櫃,Stock
712078,緯軟國票01購02,712078,上櫃,Stock
712079,鈺太國票01購02,712079,上櫃,Stock
712083,是方兆豐01購01,712083,上櫃,Stock
712086,精測統一01購01,712086,上櫃,Stock
712087,網家國泰01購02,712087,上櫃,Stock
712092,聯亞群益01購01,712092,上櫃,Stock
712094,鈺太群益01購02,712094,上櫃,Stock
712095,台燿國票01購02,712095,上櫃,Stock
712096,欣銓國票01購01,712096,上櫃,Stock
712097,雍智國票02購02,712097,上櫃,Stock
712098,穩懋國票01購05,712098,上櫃,Stock
712099,神盾統一02購01,712099,上櫃,Stock
712102,信驊凱基02購01,712102,上櫃,Stock
712104,新鉅科凱基02購01,712104,上櫃,Stock
712106,精測凱基01購03,712106,上櫃,Stock
712107,璟德凱基01購02,712107,上櫃,Stock
712108,聯亞凱基01購03,712108,上櫃,Stock
712109,穩懋凱基01購01,712109,上櫃,Stock
712110,譜瑞凱基01購02,712110,上櫃,Stock
712111,鈺太凱基01購01,712111,上櫃,Stock
712113,大江元大01購02,712113,上櫃,Stock
712117,原相元大01購05,712117,上櫃,Stock
712120,譜瑞元大01購05,712120,上櫃,Stock
712121,鈊象元大01購03,712121,上櫃,Stock
712123,穩懋國泰01購01,712123,上櫃,Stock
712125,大江群益01購02,712125,上櫃,Stock
712126,緯軟群益01購02,712126,上櫃,Stock
712130,久元元大01購01,712130,上櫃,Stock
712133,世界元大01購01,712133,上櫃,Stock
712134,雍智元大01購01,712134,上櫃,Stock
712135,環球晶元大01購01,712135,上櫃,Stock
712141,久元凱基01購01,712141,上櫃,Stock
712147,精測統一01購02,712147,上櫃,Stock
712148,璟德統一02購02,712148,上櫃,Stock
712151,南光國票01購01,712151,上櫃,Stock
712152,新鉅科國票01購02,712152,上櫃,Stock
712153,璟德國票01購02,712153,上櫃,Stock
712154,鈊象國票01購03,712154,上櫃,Stock
712155,倉和國泰01購01,712155,上櫃,Stock
712156,鈺太國泰01購01,712156,上櫃,Stock
712158,大江群益01購03,712158,上櫃,Stock
712160,南光群益01購01,712160,上櫃,Stock
712163,神盾群益01購02,712163,上櫃,Stock
712166,雙美群益01購02,712166,上櫃,Stock
712168,鈊象群益01購02,712168,上櫃,Stock
712173,邦特元大01購01,712173,上櫃,Stock
712175,倉和元大01購01,712175,上櫃,Stock
712176,倉和元大01購02,712176,上櫃,Stock
712177,倉和元大02購01,712177,上櫃,Stock
712183,聯亞元大01購02,712183,上櫃,Stock
712184,穩懋元大01購03,712184,上櫃,Stock
712185,譜瑞元大01購06,712185,上櫃,Stock
712187,鈊象元大01購04,712187,上櫃,Stock
712189,大江統一02購01,712189,上櫃,Stock
712190,東洋統一02購01,712190,上櫃,Stock
712193,倉和統一02購01,712193,上櫃,Stock
712194,倉和統一03購01,712194,上櫃,Stock
712195,倉和統一04購01,712195,上櫃,Stock
712196,智擎統一01購02,712196,上櫃,Stock
712197,智擎統一01購03,712197,上櫃,Stock
712199,鈊象統一02購01,712199,上櫃,Stock
712201,邦特國票01購02,712201,上櫃,Stock
712202,旺矽國票01購01,712202,上櫃,Stock
712203,是方國票01購01,712203,上櫃,Stock
712204,倉和國票01購01,712204,上櫃,Stock
712205,聚積國票01購01,712205,上櫃,Stock
712206,邦特凱基01購02,712206,上櫃,Stock
712208,鈊象凱基02購03,712208,上櫃,Stock
712209,神盾國泰02購01,712209,上櫃,Stock
712210,譜瑞國泰02購01,712210,上櫃,Stock
712217,信驊群益01購01,712217,上櫃,Stock
712223,鈺太兆豐01購02,712223,上櫃,Stock
712225,穩懋富邦03購01,712225,上櫃,Stock
712226,倉和凱基01購01,712226,上櫃,Stock
712227,倉和凱基02購01,712227,上櫃,Stock
712228,倉和凱基9C購01,712228,上櫃,Stock
712230,鈊象凱基04購01,712230,上櫃,Stock
712231,宏捷科統一02購01,712231,上櫃,Stock
712232,邦特統一01購03,712232,上櫃,Stock
712233,東洋統一02購02,712233,上櫃,Stock
712234,南光統一01購01,712234,上櫃,Stock
712235,是方統一02購01,712235,上櫃,Stock
712236,倉和統一02購02,712236,上櫃,Stock
712237,精華統一02購01,712237,上櫃,Stock
712239,久元元大01購02,712239,上櫃,Stock
712242,信驊元大01購02,712242,上櫃,Stock
712246,穩懋中信04購01,712246,上櫃,Stock
712247,邦特永豐9C購01,712247,上櫃,Stock
712248,精測永豐9C購02,712248,上櫃,Stock
712249,雙美永豐9C購03,712249,上櫃,Stock
712250,鈊象國泰03購01,712250,上櫃,Stock
712251,鈊象國泰03購02,712251,上櫃,Stock
712252,鈊象富邦01購02,712252,上櫃,Stock
712253,元太凱基9C購04,712253,上櫃,Stock
712254,南光凱基9C購02,712254,上櫃,Stock
712255,是方凱基9C購02,712255,上櫃,Stock
712256,網家凱基9C購03,712256,上櫃,Stock
712257,璟德凱基9C購01,712257,上櫃,Stock
712258,優群凱基9C購01,712258,上櫃,Stock
712259,聯亞凱基9C購04,712259,上櫃,Stock
712260,鈊象凱基03購02,712260,上櫃,Stock
712261,鈊象凱基04購02,712261,上櫃,Stock
712262,威剛統一03購01,712262,上櫃,Stock
712263,群聯統一9C購02,712263,上櫃,Stock
712264,穩懋統一01購05,712264,上櫃,Stock
712265,穩懋統一9C購09,712265,上櫃,Stock
712266,大江國票01購01,712266,上櫃,Stock
712267,鈊象國票01購04,712267,上櫃,Stock
712268,穩懋元大9C購14,712268,上櫃,Stock
712269,鈊象元大9C購13,712269,上櫃,Stock
712270,鈊象元大9C購14,712270,上櫃,Stock
712271,鈺太元大9C購04,712271,上櫃,Stock
712272,中美晶群益01購01,712272,上櫃,Stock
712273,弘塑群益01購01,712273,上櫃,Stock
712274,原相群益9C購05,712274,上櫃,Stock
712275,精測群益01購05,712275,上櫃,Stock
712276,精測群益03購01,712276,上櫃,Stock
712277,聯亞群益9C購02,712277,上櫃,Stock
712278,雙鴻群益01購02,712278,上櫃,Stock
712279,鈊象群益01購03,712279,上櫃,Stock
712280,弘塑兆豐01購02,712280,上櫃,Stock
712281,鈺太元富9C購01,712281,上櫃,Stock
712282,智擎國泰03購01,712282,上櫃,Stock
